Tour,Year,WTA,Location,Tournament,Date,Tier,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,MaxW,MaxL,AvgW,AvgL
WTA,2016,6,Melbourne,Australian Open,2016-01-18,Grand Slam,Outdoor,Hard,1st Round,3,Bouchard E.,Krunic A.,37,119.0,1302,515.0,6.0,3.0,6.0,4.0,,,2.0,0.0,Completed,1.11,6.5,1.15,5.25,1.11,6.5,1.19,5.35,1.19,6.5,1.14,5.61
WTA,2016,6,Melbourne,Australian Open,2016-01-18,Grand Slam,Outdoor,Hard,1st Round,3,Kulichkova E.,Petkovic A.,109,25.0,601,2230.0,7.0,5.0,6.0,4.0,,,2.0,0.0,Completed,3.4,1.3,3.4,1.3,4.0,1.25,3.48,1.36,4.0,1.36,3.49,1.3
WTA,2016,6,Melbourne,Australian Open,2016-01-18,Grand Slam,Outdoor,Hard,1st Round,3,Pliskova Kr.,Stosur S.,114,27.0,548,1935.0,6.0,4.0,7.0,6.0,,,2.0,0.0,Completed,3.75,1.25,3.5,1.28,3.5,1.3,4.14,1.28,4.14,1.31,3.72,1.27
WTA,2016,6,Melbourne,Australian Open,2016-01-19,Grand Slam,Outdoor,Hard,1st Round,3,Beck A.,Hon P.,55,335.0,976,117.0,6.0,0.0,6.0,3.0,,,2.0,0.0,Completed,1.12,6.0,1.13,5.5,1.14,5.5,1.16,6.09,1.17,6.09,1.14,5.56
WTA,2016,6,Melbourne,Australian Open,2016-01-19,Grand Slam,Outdoor,Hard,1st Round,3,Keys M.,Diyas Z.,17,57.0,2600,965.0,7.0,6.0,6.0,1.0,,,2.0,0.0,Completed,1.2,4.33,1.22,4.0,1.2,4.5,1.26,4.34,1.26,4.6,1.22,4.2
WTA,2016,6,Melbourne,Australian Open,2016-01-19,Grand Slam,Outdoor,Hard,1st Round,3,Muguruza G.,Kontaveit A.,3,85.0,5101,743.0,6.0,0.0,6.0,4.0,,,2.0,0.0,Completed,1.1,7.0,1.08,7.25,1.1,7.0,1.11,7.88,1.12,7.88,1.09,7.04
WTA,2016,6,Melbourne,Australian Open,2016-01-19,Grand Slam,Outdoor,Hard,1st Round,3,Makarova E.,Inglis M.,24,779.0,2300,19.0,6.0,3.0,6.0,0.0,,,2.0,0.0,Completed,1.01,26.0,1.01,13.0,1.02,17.0,1.01,28.72,1.02,33.99,1.01,19.62
WTA,2016,6,Melbourne,Australian Open,2016-01-19,Grand Slam,Outdoor,Hard,1st Round,3,King V.,Barthel M.,349,44.0,109,1165.0,3.0,6.0,7.0,5.0,6.0,4.0,2.0,1.0,Completed,2.62,1.44,2.45,1.5,2.62,1.5,2.48,1.61,2.62,1.61,2.48,1.53
WTA,2016,6,Melbourne,Australian Open,2016-01-19,Grand Slam,Outdoor,Hard,1st Round,3,Flipkens K.,Lucic M.,80,68.0,773,860.0,5.0,7.0,6.0,2.0,7.0,5.0,2.0,1.0,Completed,2.25,1.57,2.15,1.68,2.2,1.67,2.19,1.76,2.25,1.76,2.15,1.68
WTA,2016,6,Melbourne,Australian Open,2016-01-19,Grand Slam,Outdoor,Hard,1st Round,3,Siegemund L.,Bertens K.,97,95.0,654,678.0,6.0,4.0,7.0,5.0,,,2.0,0.0,Completed,2.75,1.4,2.9,1.4,2.75,1.44,3.13,1.42,3.13,1.44,2.92,1.4
WTA,2016,6,Melbourne,Australian Open,2016-01-19,Grand Slam,Outdoor,Hard,1st Round,3,Bacsinszky T.,Siniakova K.,14,98.0,2954,651.0,6.0,3.0,7.0,5.0,,,2.0,0.0,Completed,1.5,2.5,1.52,2.45,1.53,2.5,1.5,2.8,1.57,2.8,1.5,2.55
WTA,2016,6,Melbourne,Australian Open,2016-01-19,Grand Slam,Outdoor,Hard,1st Round,3,Konta J.,Williams V.,47,10.0,1098,3511.0,6.0,4.0,6.0,2.0,,,2.0,0.0,Completed,3.0,1.36,2.9,1.4,3.0,1.4,2.85,1.49,3.0,1.56,2.84,1.41
WTA,2016,6,Melbourne,Australian Open,2016-01-19,Grand Slam,Outdoor,Hard,1st Round,3,Jankovic J.,Hercog P.,22,72.0,2445,835.0,6.0,3.0,6.0,3.0,,,2.0,0.0,Completed,1.2,4.33,1.25,3.75,1.25,4.0,1.28,4.16,1.3,4.5,1.24,3.95
WTA,2016,6,Melbourne,Australian Open,2016-01-19,Grand Slam,Outdoor,Hard,1st Round,3,Maria T.,Govortsova O.,73,71.0,824,835.0,6.0,4.0,6.0,3.0,,,2.0,0.0,Completed,1.57,2.25,1.62,2.25,1.67,2.2,1.73,2.24,1.73,2.75,1.63,2.24
WTA,2016,6,Melbourne,Australian Open,2016-01-19,Grand Slam,Outdoor,Hard,1st Round,3,Shvedova Y.,Pironkova T.,70,78.0,839,781.0,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,1.9,1.8,1.9,1.82,2.0,1.8,1.98,1.93,2.15,1.93,1.96,1.82
WTA,2016,6,Melbourne,Australian Open,2016-01-19,Grand Slam,Outdoor,Hard,1st Round,3,Svitolina E.,Duval V.,21,654.0,2465,30.0,6.0,2.0,6.0,3.0,,,2.0,0.0,Completed,1.1,7.0,1.1,6.0,1.11,6.5,1.12,7.44,1.13,7.5,1.1,6.52
WTA,2016,6,Melbourne,Australian Open,2016-01-19,Grand Slam,Outdoor,Hard,1st Round,3,Pliskova Ka.,Birrell K.,12,296.0,3090,142.0,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,1.05,11.0,1.04,10.0,1.04,11.0,1.04,15.91,1.06,15.91,1.04,11.95
WTA,2016,6,Melbourne,Australian Open,2016-01-19,Grand Slam,Outdoor,Hard,1st Round,3,Strycova B.,Garcia C.,48,34.0,1075,1420.0,6.0,2.0,6.0,4.0,,,2.0,0.0,Completed,2.75,1.4,2.7,1.45,2.75,1.44,2.75,1.51,2.85,1.51,2.7,1.45
WTA,2016,6,Melbourne,Australian Open,2016-01-19,Grand Slam,Outdoor,Hard,1st Round,3,Lepchenko V.,Tsurenko L.,51,35.0,1040,1398.0,6.0,7.0,6.0,2.0,6.0,3.0,2.0,1.0,Completed,1.66,2.1,1.65,2.2,1.67,2.2,1.66,2.37,1.71,2.38,1.65,2.21
WTA,2016,6,Melbourne,Australian Open,2016-01-19,Grand Slam,Outdoor,Hard,1st Round,3,Sevastova A.,Wolfe J.,113,122.0,551,491.0,6.0,0.0,4.0,2.0,,,1.0,0.0,Retired,1.8,1.9,1.68,2.1,1.73,2.1,1.74,2.22,1.87,2.22,1.73,2.08
WTA,2016,6,Melbourne,Australian Open,2016-01-19,Grand Slam,Outdoor,Hard,1st Round,3,Osaka N.,Vekic D.,127,104.0,436,616.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.36,3.0,1.3,3.3,1.3,3.5,1.41,3.18,1.41,3.5,1.34,3.15
WTA,2016,6,Melbourne,Australian Open,2016-01-19,Grand Slam,Outdoor,Hard,1st Round,3,Ivanovic A.,Patterson T.,23,459.0,2341,65.0,6.0,2.0,6.0,3.0,,,2.0,0.0,Completed,1.03,15.0,1.01,12.0,1.02,15.0,1.03,19.77,1.04,21.0,1.02,14.01
WTA,2016,6,Melbourne,Australian Open,2016-01-19,Grand Slam,Outdoor,Hard,1st Round,3,Lisicki S.,Cetkovska P.,32,132.0,1622,423.0,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,1.22,4.0,1.2,4.3,1.25,4.0,1.26,4.3,1.26,5.0,1.22,4.18
WTA,2016,6,Melbourne,Australian Open,2016-01-19,Grand Slam,Outdoor,Hard,1st Round,3,Goerges J.,Mitu A.,45,96.0,1160,655.0,6.0,3.0,6.0,4.0,,,2.0,0.0,Completed,1.2,4.33,1.25,3.75,1.22,4.33,1.25,4.4,1.25,4.4,1.23,4.09
WTA,2016,6,Melbourne,Australian Open,2016-01-19,Grand Slam,Outdoor,Hard,1st Round,3,Kerber A.,Doi M.,6,64.0,3710,922.0,6.0,7.0,7.0,6.0,6.0,3.0,2.0,1.0,Completed,1.03,15.0,1.03,11.0,1.03,12.0,1.04,16.81,1.04,16.81,1.03,12.68
WTA,2016,6,Melbourne,Australian Open,2016-01-19,Grand Slam,Outdoor,Hard,1st Round,3,Zheng S.,Witthoeft C.,83,62.0,760,925.0,6.0,1.0,6.0,2.0,,,2.0,0.0,Completed,2.5,1.5,2.45,1.52,2.5,1.53,2.74,1.52,2.74,1.58,2.55,1.5
WTA,2016,6,Melbourne,Australian Open,2016-01-19,Grand Slam,Outdoor,Hard,1st Round,3,Dulgheru A.,Sanders S.,61,355.0,926,107.0,6.0,4.0,6.0,2.0,,,2.0,0.0,Completed,1.28,3.5,1.28,3.5,1.3,3.5,1.35,3.5,1.35,3.6,1.3,3.4
WTA,2016,6,Melbourne,Australian Open,2016-01-19,Grand Slam,Outdoor,Hard,1st Round,3,Arruabarrena L.,Zanevska M.,86,146.0,742,385.0,6.0,7.0,6.0,3.0,6.0,3.0,2.0,1.0,Completed,1.61,2.2,1.72,2.05,1.73,2.1,1.71,2.27,1.8,2.27,1.68,2.15
WTA,2016,6,Melbourne,Australian Open,2016-01-19,Grand Slam,Outdoor,Hard,1st Round,3,Kovinic D.,Crawford S.,54,107.0,977,604.0,6.0,2.0,6.0,4.0,,,2.0,0.0,Completed,2.0,1.72,2.35,1.58,2.38,1.57,2.12,1.81,2.4,1.81,2.26,1.62
WTA,2016,6,Melbourne,Australian Open,2016-01-19,Grand Slam,Outdoor,Hard,1st Round,3,Allertova D.,Mattek-Sands B.,66,63.0,917,922.0,6.0,4.0,6.0,7.0,6.0,3.0,2.0,1.0,Completed,1.83,1.83,2.0,1.8,2.0,1.8,2.0,1.91,2.05,1.91,1.94,1.83
WTA,2016,6,Melbourne,Australian Open,2016-01-19,Grand Slam,Outdoor,Hard,1st Round,3,Cornet A.,Jovanovski B.,33,84.0,1430,755.0,6.0,1.0,6.0,0.0,,,2.0,0.0,Completed,1.12,6.0,1.13,5.5,1.14,5.5,1.15,6.32,1.17,6.32,1.14,5.54
WTA,2016,6,Melbourne,Australian Open,2016-01-19,Grand Slam,Outdoor,Hard,1st Round,3,Larsson J.,Begu I.,50,31.0,1043,1630.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,2.2,1.61,2.35,1.58,2.38,1.57,2.35,1.67,2.38,1.69,2.27,1.62
WTA,2016,6,Melbourne,Australian Open,2016-01-19,Grand Slam,Outdoor,Hard,1st Round,3,Brengle M.,Vandeweghe C.,49,42.0,1070,1188.0,6.0,3.0,6.0,4.0,,,2.0,0.0,Completed,2.1,1.66,2.15,1.68,2.1,1.73,2.17,1.78,2.2,1.8,2.12,1.7
WTA,2016,6,Melbourne,Australian Open,2016-01-19,Grand Slam,Outdoor,Hard,1st Round,3,Zhang S.,Halep S.,133,2.0,423,5965.0,6.0,4.0,6.0,3.0,,,2.0,0.0,Completed,10.0,1.06,8.0,1.07,10.0,1.05,9.28,1.09,10.5,1.09,8.69,1.07
WTA,2016,6,Melbourne,Australian Open,2016-01-19,Grand Slam,Outdoor,Hard,1st Round,3,Azarenka V.,Van Uytvanck A.,16,43.0,2745,1166.0,6.0,0.0,6.0,0.0,,,2.0,0.0,Completed,1.03,15.0,1.04,10.0,1.04,11.0,1.05,13.89,1.06,15.0,1.03,11.89
WTA,2016,6,Melbourne,Australian Open,2016-01-20,Grand Slam,Outdoor,Hard,2nd Round,3,Bondarenko K.,Kuznetsova S.,92,20.0,708,2475.0,6.0,1.0,7.0,5.0,,,2.0,0.0,Completed,5.5,1.14,4.75,1.17,5.0,1.17,5.82,1.17,5.82,1.19,5.13,1.16
WTA,2016,6,Melbourne,Australian Open,2016-01-20,Grand Slam,Outdoor,Hard,2nd Round,3,Sharapova M.,Sasnovich A.,5,105.0,4542,610.0,6.0,2.0,6.0,1.0,,,2.0,0.0,Completed,1.04,13.0,1.04,10.0,1.03,12.0,1.05,14.27,1.06,15.0,1.04,11.48
WTA,2016,6,Melbourne,Australian Open,2016-01-20,Grand Slam,Outdoor,Hard,2nd Round,3,Davis L.,Rybarikova M.,103,75.0,618,798.0,7.0,6.0,,,,,1.0,0.0,Retired,2.1,1.66,2.25,1.62,2.2,1.67,2.23,1.74,2.3,1.76,2.18,1.67
WTA,2016,6,Melbourne,Australian Open,2016-01-20,Grand Slam,Outdoor,Hard,2nd Round,3,Friedsam A.L.,Wang Q.,82,102.0,770,621.0,6.0,3.0,6.0,4.0,,,2.0,0.0,Completed,2.25,1.57,2.3,1.6,2.25,1.62,2.25,1.72,2.3,1.77,2.2,1.65
WTA,2016,6,Melbourne,Australian Open,2016-01-20,Grand Slam,Outdoor,Hard,2nd Round,3,Kasatkina D.,Konjuh A.,69,87.0,849,730.0,6.0,4.0,6.0,3.0,,,2.0,0.0,Completed,1.36,3.0,1.4,2.9,1.4,3.0,1.43,3.05,1.44,3.1,1.4,2.91
WTA,2016,6,Melbourne,Australian Open,2016-01-20,Grand Slam,Outdoor,Hard,2nd Round,3,Williams S.,Hsieh S.W.,1,90.0,9945,717.0,6.0,1.0,6.0,2.0,,,2.0,0.0,Completed,1.02,17.0,1.02,12.0,1.03,12.0,1.03,18.66,1.03,21.0,1.02,14.58
WTA,2016,6,Melbourne,Australian Open,2016-01-20,Grand Slam,Outdoor,Hard,2nd Round,3,Vinci R.,Falconi I.,15,74.0,2825,807.0,6.0,2.0,6.0,3.0,,,2.0,0.0,Completed,1.22,4.0,1.2,4.3,1.22,4.33,1.27,4.18,1.27,4.5,1.23,4.02
WTA,2016,6,Melbourne,Australian Open,2016-01-20,Grand Slam,Outdoor,Hard,2nd Round,3,Bencic B.,Babos T.,13,60.0,3030,943.0,6.0,3.0,6.0,3.0,,,2.0,0.0,Completed,1.25,3.75,1.25,3.5,1.25,4.0,1.31,3.81,1.31,4.0,1.27,3.69
WTA,2016,6,Melbourne,Australian Open,2016-01-20,Grand Slam,Outdoor,Hard,2nd Round,3,Suarez Navarro C.,Sakkari M.,11,170.0,3175,322.0,6.0,7.0,6.0,2.0,6.0,2.0,2.0,1.0,Completed,1.1,7.0,1.08,7.25,1.08,8.0,1.13,7.17,1.13,8.5,1.09,7.08
WTA,2016,6,Melbourne,Australian Open,2016-01-20,Grand Slam,Outdoor,Hard,2nd Round,3,Gasparyan M.,Nara K.,58,94.0,959,680.0,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,1.66,2.1,1.65,2.15,1.62,2.25,1.78,2.17,1.78,2.25,1.69,2.14
WTA,2016,6,Melbourne,Australian Open,2016-01-20,Grand Slam,Outdoor,Hard,2nd Round,3,Putintseva Y.,Han X.,76,162.0,793,346.0,6.0,3.0,6.0,1.0,,,2.0,0.0,Completed,1.2,4.33,1.2,4.3,1.22,4.33,1.26,4.29,1.26,4.55,1.23,4.09
WTA,2016,6,Melbourne,Australian Open,2016-01-20,Grand Slam,Outdoor,Hard,2nd Round,3,Kulichkova E.,Niculescu M.,109,40.0,601,1245.0,6.0,4.0,2.0,6.0,6.0,4.0,2.0,1.0,Completed,3.0,1.36,3.0,1.38,2.75,1.44,2.86,1.48,3.0,1.48,2.81,1.42
WTA,2016,6,Melbourne,Australian Open,2016-01-20,Grand Slam,Outdoor,Hard,2nd Round,3,Mladenovic K.,Gibbs N.,30,106.0,1725,609.0,6.0,1.0,7.0,6.0,,,2.0,0.0,Completed,1.5,2.5,1.45,2.7,1.53,2.5,1.48,2.88,1.57,2.88,1.47,2.64
WTA,2016,6,Melbourne,Australian Open,2016-01-20,Grand Slam,Outdoor,Hard,2nd Round,3,Radwanska A.,Bouchard E.,4,37.0,4670,1302.0,6.0,4.0,6.0,2.0,,,2.0,0.0,Completed,1.25,3.75,1.25,3.75,1.29,3.75,1.26,4.3,1.29,4.3,1.25,3.88
WTA,2016,6,Melbourne,Australian Open,2016-01-20,Grand Slam,Outdoor,Hard,2nd Round,3,Puig M.,Pliskova Kr.,52,114.0,990,548.0,4.0,6.0,7.0,6.0,9.0,7.0,2.0,1.0,Completed,1.3,3.4,1.3,3.4,1.36,3.25,1.33,3.64,1.36,3.7,1.31,3.36
WTA,2016,6,Melbourne,Australian Open,2016-01-20,Grand Slam,Outdoor,Hard,2nd Round,3,Gavrilova D.,Kvitova P.,39,7.0,1275,3642.0,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,3.4,1.3,3.5,1.28,3.5,1.3,3.69,1.33,3.75,1.34,3.5,1.29
WTA,2016,6,Melbourne,Australian Open,2016-01-21,Grand Slam,Outdoor,Hard,2nd Round,3,Ivanovic A.,Sevastova A.,23,113.0,2341,551.0,6.0,3.0,6.0,3.0,,,2.0,0.0,Completed,1.33,3.25,1.28,3.4,1.33,3.4,1.37,3.38,1.37,3.6,1.32,3.3
WTA,2016,6,Melbourne,Australian Open,2016-01-21,Grand Slam,Outdoor,Hard,2nd Round,3,Lepchenko V.,Arruabarrena L.,51,86.0,1040,742.0,7.0,6.0,6.0,4.0,,,2.0,0.0,Completed,1.3,3.4,1.3,3.2,1.33,3.4,1.36,3.45,1.36,3.45,1.33,3.26
WTA,2016,6,Melbourne,Australian Open,2016-01-21,Grand Slam,Outdoor,Hard,2nd Round,3,Osaka N.,Svitolina E.,127,21.0,436,2465.0,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,3.0,1.36,3.0,1.35,3.0,1.4,3.14,1.42,3.2,1.44,2.99,1.38
WTA,2016,6,Melbourne,Australian Open,2016-01-21,Grand Slam,Outdoor,Hard,2nd Round,3,Konta J.,Zheng S.,47,83.0,1098,760.0,6.0,2.0,6.0,3.0,,,2.0,0.0,Completed,1.28,3.5,1.22,3.8,1.25,3.75,1.33,3.64,1.36,3.9,1.28,3.57
WTA,2016,6,Melbourne,Australian Open,2016-01-21,Grand Slam,Outdoor,Hard,2nd Round,3,Strycova B.,King V.,48,349.0,1075,109.0,7.0,6.0,6.0,4.0,,,2.0,0.0,Completed,1.2,4.33,1.2,4.3,1.22,4.33,1.22,4.97,1.26,4.97,1.21,4.33
