Tour,Year,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,MaxW,MaxL,AvgW,AvgL
ATP,2018,6,Melbourne,Australian Open,2018-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Nishioka Y.,Kohlschreiber P.,168,29.0,318,1415.0,6.0,3.0,2.0,6.0,6.0,0.0,1.0,6.0,6.0,2.0,3.0,2.0,Completed,3.5,1.3,3.45,1.27,3.75,1.28,3.89,1.3,3.89,1.33,3.55,1.3
ATP,2018,6,Melbourne,Australian Open,2018-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Troicki V.,Bolt A.,65,188.0,800,274.0,6.0,7.0,4.0,6.0,6.0,2.0,6.0,3.0,6.0,4.0,3.0,2.0,Completed,1.25,4.0,1.25,3.6,1.28,3.75,1.31,3.8,1.31,4.2,1.27,3.77
ATP,2018,6,Melbourne,Australian Open,2018-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Shapovalov D.,Tsitsipas S.,50,82.0,986,655.0,6.0,1.0,6.0,3.0,7.0,6.0,,,,,3.0,0.0,Completed,1.72,2.1,1.65,2.1,1.8,2.0,1.77,2.18,1.77,2.25,1.71,2.14
ATP,2018,6,Melbourne,Australian Open,2018-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Dimitrov G.,Novak D.,3,226.0,4990,232.0,6.0,3.0,6.0,2.0,6.0,1.0,,,,,3.0,0.0,Completed,1.01,21.0,1.01,11.5,,,1.02,22.73,1.03,26.86,1.01,17.22
ATP,2018,6,Melbourne,Australian Open,2018-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Schwartzman D.,Lajovic D.,26,75.0,1675,687.0,2.0,6.0,6.0,3.0,5.0,7.0,6.0,4.0,11.0,9.0,3.0,2.0,Completed,1.25,4.0,1.22,3.85,1.3,3.5,1.27,4.21,1.3,4.33,1.26,3.9
ATP,2018,6,Melbourne,Australian Open,2018-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Cilic M.,Pospisil V.,6,105.0,3805,541.0,6.0,2.0,6.0,2.0,4.0,6.0,7.0,6.0,,,3.0,1.0,Completed,1.12,6.0,1.11,5.6,,,1.14,6.71,1.16,6.79,1.13,5.95
ATP,2018,6,Melbourne,Australian Open,2018-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Dzumhur D.,Lorenzi P.,30,44.0,1391,1120.0,3.0,6.0,2.0,6.0,7.0,6.0,6.0,2.0,6.0,4.0,3.0,2.0,Completed,1.66,2.2,1.65,2.1,1.73,2.1,1.68,2.32,1.85,2.38,1.74,2.11
ATP,2018,6,Melbourne,Australian Open,2018-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Karlovic I.,Djere L.,89,85.0,615,624.0,7.0,6.0,6.0,3.0,7.0,6.0,,,,,3.0,0.0,Completed,1.9,1.9,1.8,1.9,1.67,2.2,1.99,1.92,1.99,2.05,1.88,1.92
ATP,2018,6,Melbourne,Australian Open,2018-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Mcdonald M.,Ymer E.,186,140.0,277,398.0,6.0,4.0,6.0,3.0,4.0,6.0,6.0,1.0,,,3.0,1.0,Completed,1.9,1.9,1.85,1.85,,,1.95,1.95,2.0,1.95,1.91,1.89
ATP,2018,6,Melbourne,Australian Open,2018-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Simon G.,Copil M.,57,92.0,860,592.0,7.0,5.0,6.0,4.0,6.0,3.0,,,,,3.0,0.0,Completed,1.4,3.0,1.35,2.95,1.2,4.5,1.41,3.18,1.43,3.3,1.38,3.07
ATP,2018,6,Melbourne,Australian Open,2018-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Sugita Y.,Sock J.,41,9.0,1200,2960.0,6.0,1.0,7.0,6.0,5.0,7.0,6.0,3.0,,,3.0,1.0,Completed,3.0,1.4,2.8,1.38,3.0,1.4,2.95,1.46,3.05,1.46,2.88,1.41
ATP,2018,6,Melbourne,Australian Open,2018-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Basilashvili N.,Melzer G.,61,102.0,836,545.0,6.0,3.0,6.0,4.0,2.0,6.0,6.0,3.0,,,3.0,1.0,Completed,1.5,2.62,1.45,2.55,1.57,2.37,1.54,2.66,1.55,2.76,1.5,2.59
ATP,2018,6,Melbourne,Australian Open,2018-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Baghdatis M.,Bhambri Y.,123,119.0,474,487.0,7.0,6.0,6.0,4.0,6.0,3.0,,,,,3.0,0.0,Completed,1.72,2.1,1.72,2.0,,,1.86,2.05,2.15,2.15,1.79,2.02
ATP,2018,6,Melbourne,Australian Open,2018-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Millman J.,Coric B.,122,46.0,476,1036.0,7.0,5.0,6.0,4.0,6.0,1.0,,,,,3.0,0.0,Completed,2.1,1.72,2.0,1.72,2.1,1.73,2.18,1.77,2.2,2.03,2.09,1.73
ATP,2018,6,Melbourne,Australian Open,2018-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Mayer L.,Jarry N.,52,101.0,929,550.0,6.0,2.0,7.0,6.0,6.0,3.0,,,,,3.0,0.0,Completed,1.44,2.75,1.42,2.65,1.44,2.75,1.46,2.96,1.49,3.01,1.43,2.81
ATP,2018,6,Melbourne,Australian Open,2018-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Ruud C.,Halys Q.,138,134.0,422,436.0,6.0,3.0,3.0,6.0,6.0,7.0,7.0,5.0,11.0,9.0,3.0,2.0,Completed,1.8,2.0,1.85,1.85,,,1.9,2.01,1.96,2.1,1.83,1.96
ATP,2018,6,Melbourne,Australian Open,2018-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Bemelmans R.,Pouille L.,117,18.0,488,2235.0,6.0,4.0,6.0,4.0,6.0,7.0,7.0,6.0,,,3.0,1.0,Completed,5.0,1.16,4.4,1.17,,,5.39,1.19,5.39,1.22,4.68,1.19
ATP,2018,6,Melbourne,Australian Open,2018-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Kyrgios N.,Dutra Silva R.,17,98.0,2260,566.0,6.0,1.0,6.0,2.0,6.0,4.0,,,,,3.0,0.0,Completed,1.02,19.0,1.01,11.5,,,1.03,19.17,1.03,26.1,1.02,16.22
ATP,2018,6,Melbourne,Australian Open,2018-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Nadal R.,Estrella Burgos V.,1,79.0,10600,677.0,6.0,1.0,6.0,1.0,6.0,1.0,,,,,3.0,0.0,Completed,1.005,29.0,1.01,11.5,1.01,21.0,1.01,29.16,1.02,30.84,1.01,22.16
ATP,2018,6,Melbourne,Australian Open,2018-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Jaziri M.,Caruso S.,100,210.0,560,254.0,6.0,7.0,3.0,6.0,6.0,3.0,7.0,5.0,6.0,3.0,3.0,2.0,Completed,1.66,2.2,1.62,2.15,,,1.72,2.25,2.0,2.25,1.77,2.05
ATP,2018,6,Melbourne,Australian Open,2018-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Sousa J.,Brown D.,70,129.0,720,442.0,6.0,4.0,6.0,3.0,4.0,6.0,6.0,7.0,6.0,1.0,3.0,2.0,Completed,1.36,3.25,1.35,2.95,,,1.4,3.22,1.4,3.31,1.37,3.08
ATP,2018,6,Melbourne,Australian Open,2018-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Tsonga J.W.,King K.,15,214.0,2320,248.0,6.0,4.0,6.0,4.0,6.0,1.0,,,,,3.0,0.0,Completed,1.08,8.0,1.08,6.5,,,1.1,8.67,1.12,8.67,1.09,7.22
ATP,2018,6,Melbourne,Australian Open,2018-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Lacko L.,Raonic M.,86,23.0,621,1750.0,6.0,7.0,7.0,5.0,6.0,4.0,7.0,6.0,,,3.0,1.0,Completed,5.5,1.14,5.0,1.14,4.5,1.2,5.68,1.18,5.75,1.19,5.17,1.16
ATP,2018,6,Melbourne,Australian Open,2018-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Vesely J.,Safranek V.,64,225.0,815,236.0,6.0,4.0,6.0,3.0,6.0,3.0,,,,,3.0,0.0,Completed,1.25,4.0,1.24,3.65,,,1.25,4.46,1.29,4.46,1.26,3.88
ATP,2018,6,Melbourne,Australian Open,2018-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Fucsovics M.,Albot R.,80,87.0,674,618.0,6.0,2.0,6.0,3.0,4.0,6.0,7.0,5.0,,,3.0,1.0,Completed,1.44,2.75,1.4,2.75,1.44,2.75,1.46,2.93,1.48,3.02,1.44,2.8
ATP,2018,6,Melbourne,Australian Open,2018-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Verdasco F.,Bautista Agut R.,40,21.0,1225,2015.0,6.0,1.0,7.0,5.0,7.0,5.0,,,,,3.0,0.0,Completed,2.75,1.44,2.8,1.38,3.0,1.4,3.02,1.44,3.26,1.48,2.85,1.42
ATP,2018,6,Melbourne,Australian Open,2018-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Benneteau J.,Daniel T.,59,96.0,855,585.0,6.0,7.0,7.0,6.0,6.0,4.0,6.0,1.0,,,3.0,1.0,Completed,1.53,2.5,1.5,2.4,1.57,2.37,1.51,2.75,1.61,2.75,1.54,2.48
ATP,2018,6,Melbourne,Australian Open,2018-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Mannarino A.,Berrettini M.,27,130.0,1625,442.0,6.0,4.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,1.3,3.5,1.27,3.45,,,1.31,3.81,1.32,4.1,1.29,3.6
ATP,2018,6,Melbourne,Australian Open,2018-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Kicker N.,Thompson J.,93,99.0,590,564.0,6.0,3.0,6.0,1.0,4.0,6.0,3.0,6.0,6.0,3.0,3.0,2.0,Completed,5.5,1.14,5.0,1.14,4.5,1.2,6.2,1.16,6.2,1.18,5.44,1.15
ATP,2018,6,Melbourne,Australian Open,2018-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Marterer M.,Stebe C.M.,94,83.0,587,645.0,6.0,0.0,6.0,3.0,6.0,4.0,,,,,3.0,0.0,Completed,1.53,2.5,1.5,2.4,1.57,2.37,1.59,2.52,1.59,2.63,1.53,2.5
ATP,2018,6,Melbourne,Australian Open,2018-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Sonego L.,Haase R.,219,43.0,243,1175.0,6.0,3.0,7.0,5.0,6.0,7.0,7.0,5.0,,,3.0,1.0,Completed,3.75,1.28,3.35,1.28,,,3.53,1.35,4.0,1.35,3.51,1.3
ATP,2018,6,Melbourne,Australian Open,2018-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Querrey S.,Lopez F.,13,38.0,2535,1295.0,6.0,3.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,Completed,1.72,2.1,1.72,2.0,1.73,2.1,1.81,2.11,1.81,2.27,1.74,2.09
ATP,2018,6,Melbourne,Australian Open,2018-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Zverev A.,Fabbiano T.,4,73.0,4610,701.0,6.0,1.0,7.0,6.0,7.0,5.0,,,,,3.0,0.0,Completed,1.01,23.0,1.01,11.5,1.03,15.0,1.02,22.73,1.03,29.0,1.01,17.87
ATP,2018,6,Melbourne,Australian Open,2018-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Goffin D.,Bachinger M.,7,182.0,3775,280.0,6.0,7.0,6.0,3.0,6.0,2.0,6.0,4.0,,,3.0,1.0,Completed,1.03,15.0,1.02,10.0,,,1.05,14.68,1.05,19.0,1.03,13.08
ATP,2018,6,Melbourne,Australian Open,2018-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Gojowczyk P.,Kukushkin M.,62,69.0,827,730.0,6.0,3.0,6.0,3.0,6.0,1.0,,,,,3.0,0.0,Completed,1.53,2.5,1.5,2.4,1.57,2.37,1.55,2.63,1.61,2.69,1.54,2.48
ATP,2018,6,Melbourne,Australian Open,2018-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Wawrinka S.,Berankis R.,8,136.0,3060,433.0,6.0,3.0,6.0,4.0,2.0,6.0,7.0,6.0,,,3.0,1.0,Completed,1.5,2.62,1.53,2.35,1.44,2.75,1.49,2.84,1.57,2.84,1.52,2.54
ATP,2018,6,Melbourne,Australian Open,2018-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Ramos-Vinolas A.,Donaldson J.,22,54.0,1845,878.0,6.0,2.0,6.0,3.0,6.0,4.0,,,,,3.0,0.0,Completed,2.1,1.72,2.0,1.72,2.0,1.8,2.18,1.77,2.25,1.81,2.08,1.74
ATP,2018,6,Melbourne,Australian Open,2018-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Donskoy E.,Mayer F.,72,68.0,710,733.0,6.0,4.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,1.57,2.37,1.57,2.25,1.73,2.1,1.67,2.36,1.67,2.39,1.63,2.28
ATP,2018,6,Melbourne,Australian Open,2018-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Kudla D.,Johnson S.,190,48.0,272,1010.0,6.0,7.0,6.0,3.0,7.0,6.0,6.0,2.0,,,3.0,1.0,Completed,3.75,1.28,3.45,1.27,,,3.75,1.32,3.98,1.32,3.64,1.29
ATP,2018,6,Melbourne,Australian Open,2018-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Djokovic N.,Young D.,14,63.0,2335,816.0,6.0,1.0,6.0,2.0,6.0,4.0,,,,,3.0,0.0,Completed,1.07,8.0,1.07,7.0,1.1,7.0,1.08,9.87,1.11,10.5,1.08,7.97
ATP,2018,6,Melbourne,Australian Open,2018-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Sandgren T.,Chardy J.,97,84.0,583,640.0,6.0,4.0,7.0,6.0,6.0,2.0,,,,,3.0,0.0,Completed,2.1,1.72,2.0,1.72,2.75,1.44,2.11,1.81,2.17,1.85,2.06,1.76
ATP,2018,6,Melbourne,Australian Open,2018-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Smyczek T.,Popyrin A.,131,550.0,441,55.0,6.0,3.0,6.0,7.0,6.0,3.0,6.0,3.0,,,3.0,1.0,Completed,1.28,3.75,1.23,3.75,1.3,3.5,1.26,4.31,1.3,4.4,1.25,3.98
ATP,2018,6,Melbourne,Australian Open,2018-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Fognini F.,Zeballos H.,25,66.0,1715,768.0,6.0,4.0,6.0,4.0,7.0,5.0,,,,,3.0,0.0,Completed,1.22,4.33,1.2,4.1,1.25,4.0,1.24,4.65,1.25,4.75,1.22,4.34
ATP,2018,6,Melbourne,Australian Open,2018-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Struff J.L.,Kwon S.W.,55,174.0,870,301.0,6.0,1.0,6.0,2.0,6.0,4.0,,,,,3.0,0.0,Completed,1.2,4.5,1.21,3.95,1.22,4.33,1.25,4.47,1.25,4.7,1.22,4.31
ATP,2018,6,Melbourne,Australian Open,2018-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Medvedev D.,Kokkinakis T.,53,216.0,884,245.0,6.0,2.0,6.0,7.0,7.0,6.0,6.0,4.0,,,3.0,1.0,Completed,2.2,1.66,2.1,1.65,2.1,1.73,2.18,1.77,2.24,1.77,2.14,1.7
ATP,2018,6,Melbourne,Australian Open,2018-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Monfils G.,Munar J.,39,187.0,1265,275.0,6.0,3.0,7.0,6.0,6.0,4.0,,,,,3.0,0.0,Completed,1.08,8.0,1.08,6.5,,,1.12,7.82,1.12,9.0,1.09,7.48
ATP,2018,6,Melbourne,Australian Open,2018-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Gasquet R.,Kavcic B.,31,106.0,1375,540.0,6.0,1.0,6.0,4.0,7.0,5.0,,,,,3.0,0.0,Completed,1.03,15.0,1.03,9.0,1.06,9.0,1.07,10.98,1.07,17.0,1.03,12.51
ATP,2018,6,Melbourne,Australian Open,2018-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Khachanov K.,Polansky P.,47,139.0,1030,401.0,7.0,6.0,7.0,6.0,6.0,4.0,,,,,3.0,0.0,Completed,1.2,4.5,1.18,4.3,,,1.21,4.97,1.26,4.97,1.21,4.42
ATP,2018,6,Melbourne,Australian Open,2018-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Garcia-Lopez G.,Paire B.,71,42.0,720,1190.0,6.0,0.0,6.0,7.0,6.0,1.0,6.0,4.0,,,3.0,1.0,Completed,2.75,1.44,2.8,1.38,3.0,1.4,3.14,1.42,3.15,1.48,2.9,1.41
ATP,2018,6,Melbourne,Australian Open,2018-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Chung H.,Zverev M.,58,35.0,857,1302.0,6.0,2.0,4.0,1.0,,,,,,,1.0,0.0,Retired,1.3,3.5,1.23,3.75,1.3,3.5,1.27,4.17,1.33,4.2,1.27,3.79
ATP,2018,6,Melbourne,Australian Open,2018-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Berdych T.,De Minaur A.,20,127.0,2050,453.0,6.0,3.0,3.0,6.0,6.0,0.0,6.0,1.0,,,3.0,1.0,Completed,1.44,2.75,1.42,2.65,1.4,3.0,1.48,2.88,1.48,3.0,1.44,2.8
ATP,2018,6,Melbourne,Australian Open,2018-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Federer R.,Bedene A.,2,51.0,9605,968.0,6.0,3.0,6.0,4.0,6.0,3.0,,,,,3.0,0.0,Completed,1.01,21.0,1.01,11.5,1.03,3.4,1.02,22.73,1.03,29.0,1.02,18.49
ATP,2018,6,Melbourne,Australian Open,2018-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Thiem D.,Pella G.,5,56.0,4060,864.0,6.0,4.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,1.25,4.0,1.22,3.85,1.22,4.33,1.28,4.14,1.31,4.7,1.25,3.9
ATP,2018,6,Melbourne,Australian Open,2018-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Del Potro J.M.,Tiafoe F.,10,81.0,2725,656.0,6.0,3.0,6.0,4.0,6.0,3.0,,,,,3.0,0.0,Completed,1.1,7.0,1.1,5.9,1.17,5.0,1.13,7.05,1.16,7.4,1.12,6.19
ATP,2018,6,Melbourne,Australian Open,2018-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Basilashvili N.,Bemelmans R.,61,117.0,836,488.0,7.0,5.0,6.0,1.0,6.0,3.0,,,,,3.0,0.0,Completed,1.72,2.1,1.72,2.0,,,1.79,2.14,1.9,2.15,1.78,2.03
ATP,2018,6,Melbourne,Australian Open,2018-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Muller G.,Jaziri M.,28,100.0,1490,560.0,7.0,5.0,6.0,4.0,6.0,7.0,3.0,6.0,6.0,2.0,3.0,2.0,Completed,1.12,6.0,1.1,5.9,,,1.12,7.71,1.15,7.71,1.11,6.44
ATP,2018,6,Melbourne,Australian Open,2018-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Seppi A.,Nishioka Y.,76,168.0,686,318.0,6.0,1.0,6.0,3.0,6.0,4.0,,,,,3.0,0.0,Completed,1.57,2.37,1.55,2.3,,,1.58,2.54,1.65,2.54,1.57,2.4
ATP,2018,6,Melbourne,Australian Open,2018-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Carreno Busta P.,Simon G.,11,57.0,2615,860.0,6.0,2.0,3.0,0.0,,,,,,,1.0,0.0,Retired,2.2,1.66,2.15,1.62,,,2.34,1.68,2.34,1.75,2.21,1.66
ATP,2018,6,Melbourne,Australian Open,2018-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Tsonga J.W.,Shapovalov D.,15,50.0,2320,986.0,3.0,6.0,6.0,3.0,1.0,6.0,7.0,6.0,7.0,5.0,3.0,2.0,Completed,1.61,2.3,1.57,2.25,,,1.56,2.6,1.67,2.6,1.59,2.36
ATP,2018,6,Melbourne,Australian Open,2018-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Edmund K.,Istomin D.,49,60.0,992,848.0,6.0,2.0,6.0,2.0,6.0,4.0,,,,,3.0,0.0,Completed,1.4,3.0,1.37,2.85,,,1.44,3.04,1.45,3.06,1.41,2.92
ATP,2018,6,Melbourne,Australian Open,2018-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Karlovic I.,Sugita Y.,89,41.0,615,1200.0,7.0,6.0,6.0,7.0,7.0,5.0,4.0,6.0,12.0,10.0,3.0,2.0,Completed,2.5,1.53,2.35,1.53,,,2.45,1.62,2.58,1.62,2.43,1.56
ATP,2018,6,Melbourne,Australian Open,2018-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Cilic M.,Sousa J.,6,70.0,3805,720.0,6.0,1.0,7.0,5.0,6.0,2.0,,,,,3.0,0.0,Completed,1.08,8.0,1.06,7.25,,,1.07,10.93,1.1,11.17,1.07,8.7
ATP,2018,6,Melbourne,Australian Open,2018-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Dzumhur D.,Millman J.,30,122.0,1391,476.0,7.0,5.0,3.0,6.0,6.0,4.0,6.0,1.0,,,3.0,1.0,Completed,2.37,1.57,2.3,1.55,,,2.4,1.65,2.5,1.65,2.36,1.59
ATP,2018,6,Melbourne,Australian Open,2018-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Harrison R.,Cuevas P.,45,34.0,1115,1345.0,6.0,4.0,7.0,6.0,6.0,4.0,,,,,3.0,0.0,Completed,1.61,2.25,1.55,2.3,,,1.59,2.52,1.67,2.52,1.6,2.33
ATP,2018,6,Melbourne,Australian Open,2018-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Nadal R.,Mayer L.,1,52.0,10600,929.0,6.0,3.0,6.0,4.0,7.0,6.0,,,,,3.0,0.0,Completed,1.02,17.0,1.01,11.5,,,1.03,17.65,1.05,19.56,1.03,14.6
ATP,2018,6,Melbourne,Australian Open,2018-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Schwartzman D.,Ruud C.,26,138.0,1675,422.0,6.0,4.0,6.0,2.0,6.0,3.0,,,,,3.0,0.0,Completed,1.25,4.0,1.23,3.75,,,1.29,4.04,1.29,4.5,1.23,4.1
ATP,2018,6,Melbourne,Australian Open,2018-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Rublev A.,Baghdatis M.,32,123.0,1373,474.0,6.0,4.0,6.0,7.0,6.0,4.0,6.0,2.0,,,3.0,1.0,Completed,1.44,2.75,1.37,2.85,,,1.42,3.11,1.46,3.5,1.39,2.97
ATP,2018,6,Melbourne,Australian Open,2018-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Kyrgios N.,Troicki V.,17,65.0,2260,800.0,7.0,5.0,6.0,4.0,7.0,6.0,,,,,3.0,0.0,Completed,1.06,10.0,1.04,8.5,,,1.07,11.52,1.08,11.7,1.06,9.63
ATP,2018,6,Melbourne,Australian Open,2018-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Dimitrov G.,Mcdonald M.,3,186.0,4990,277.0,4.0,6.0,6.0,2.0,6.0,4.0,0.0,6.0,8.0,6.0,3.0,2.0,Completed,1.02,19.0,1.01,11.5,,,1.02,22.73,1.04,22.73,1.02,15.98
ATP,2018,6,Melbourne,Australian Open,2018-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Dolgopolov O.,Ebden M.,37,78.0,1296,684.0,7.0,6.0,6.0,3.0,6.0,4.0,,,,,3.0,0.0,Completed,1.53,2.5,1.47,2.5,,,1.52,2.73,1.56,2.76,1.51,2.57
