Tour,Year,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,GBW,GBL,IWW,IWL,SBW,SBL
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,2nd Round,5,Clement A.,Johansson T.,47,9,7.0,6.0,6.0,1.0,6.0,3.0,,,,,3,0,Completed,,,1.8,1.92,1.85,1.78,1.85,1.65,1.909,1.8
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,2nd Round,5,Coria G.,Schuettler R.,147,27,6.0,4.0,6.0,2.0,6.0,3.0,,,,,3,0,Completed,,,1.57,2.3,1.75,1.85,1.55,2.0,1.615,2.2
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,2nd Round,5,Corretja A.,Martin T.,20,42,6.0,2.0,6.0,3.0,7.0,5.0,,,,,3,0,Completed,,,1.2,4.2,1.2,3.75,1.25,3.0,1.222,4.0
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,2nd Round,5,Costa A.,Davydenko N.,22,79,7.0,5.0,7.0,6.0,6.0,2.0,,,,,3,0,Completed,,,1.15,5.0,1.15,4.3,1.15,3.8,1.143,5.0
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,2nd Round,5,di Pasquale A.,Arthurs W.,283,91,7.0,6.0,6.0,3.0,6.0,2.0,,,,,3,0,Completed,,,1.95,1.8,1.95,1.72,1.75,1.75,2.0,1.727
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,2nd Round,5,Ferrero J.C.,Coutelot N.,11,87,6.0,2.0,5.0,7.0,1.0,6.0,6.0,2.0,6.0,0.0,3,2,Completed,,,,,1.1,5.2,1.2,3.3,1.083,6.5
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,2nd Round,5,Gaudenzi A.,Brasington J.,69,148,6.0,3.0,7.0,6.0,6.0,1.0,,,,,3,0,Completed,,,1.38,2.9,1.45,2.45,1.4,2.3,1.444,2.625
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,2nd Round,5,Gaudio G.,Labadze I.,34,86,6.0,1.0,6.0,2.0,6.0,7.0,6.0,4.0,,,3,1,Completed,,,1.16,4.75,1.15,4.25,1.1,4.5,,
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,2nd Round,5,Gonzalez F.,Meligeni F.,41,55,6.0,2.0,3.0,6.0,6.0,1.0,6.0,2.0,,,3,1,Completed,,,,,,,,,,
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,2nd Round,5,Grosjean S.,Blake J.,10,37,6.0,4.0,3.0,6.0,6.0,2.0,7.0,5.0,,,3,1,Completed,,,1.38,2.9,1.35,2.75,1.3,2.7,1.364,2.875
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,2nd Round,5,Haas T.,Lopez F.,3,111,6.0,3.0,6.0,4.0,6.0,4.0,,,,,3,0,Completed,,,1.16,4.75,1.12,4.75,1.15,3.8,,
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,2nd Round,5,Hewitt L.,Stoliarov A.,1,109,4.0,6.0,7.0,6.0,6.0,0.0,7.0,5.0,,,3,1,Completed,,,1.05,8.0,1.03,8.0,1.02,6.0,1.05,9.0
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,2nd Round,5,Kuerten G.,Sanguinetti D.,7,50,6.0,7.0,6.0,2.0,4.0,6.0,6.0,4.0,6.0,3.0,3,2,Completed,,,1.08,6.75,1.05,6.75,1.02,6.0,1.05,8.5
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,2nd Round,5,Malisse X.,Henman T.,38,6,6.0,2.0,3.0,6.0,7.0,6.0,6.0,3.0,,,3,1,Completed,,,2.35,1.55,2.8,1.33,2.3,1.4,2.75,1.4
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,2nd Round,5,Mathieu P.H.,Santoro F.,107,26,7.0,5.0,6.0,1.0,1.0,6.0,6.0,4.0,,,3,1,Completed,,,2.5,1.48,2.45,1.45,2.3,1.4,2.75,1.4
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,2nd Round,5,Montanes A.,El Aynaoui Y.,54,18,7.0,5.0,7.0,6.0,6.0,4.0,,,,,3,0,Completed,,,3.0,1.35,2.95,1.32,2.7,1.3,2.625,1.444
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,2nd Round,5,Moya C.,Philippoussis M.,19,130,6.0,2.0,7.0,6.0,7.0,6.0,,,,,3,0,Completed,,,1.17,4.5,1.15,4.3,1.2,3.3,1.167,4.5
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,2nd Round,5,Nalbandian D.,Saretta F.,32,72,6.0,3.0,6.0,4.0,6.0,0.0,,,,,3,0,Completed,,,1.38,2.85,1.3,2.75,1.3,2.7,1.286,3.25
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,2nd Round,5,Nieminen J.,Hadad A.,44,233,6.0,7.0,6.0,4.0,6.0,4.0,7.0,5.0,,,3,1,Completed,,,1.2,4.2,1.17,4.0,1.2,3.3,1.25,3.75
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,2nd Round,5,Novak J.,Knippschild J.,15,277,6.0,1.0,6.0,2.0,7.0,5.0,,,,,3,0,Completed,,,1.1,6.0,1.1,5.2,1.05,5.0,1.1,6.5
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,2nd Round,5,Pavel A.,Kratochvil M.,28,49,6.0,3.0,6.0,1.0,6.0,3.0,,,,,3,0,Completed,,,1.42,2.7,1.47,2.35,1.45,2.2,1.571,2.25
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,2nd Round,5,Portas A.,Mamiit C.,76,95,3.0,6.0,6.0,3.0,6.0,4.0,6.0,4.0,,,3,1,Completed,,,1.52,2.4,1.47,2.4,1.45,2.2,1.5,2.5
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,2nd Round,5,Robredo T.,Ogorodov O.,29,144,6.0,3.0,4.0,6.0,6.0,1.0,6.0,2.0,,,3,1,Completed,,,1.08,6.75,1.08,5.5,1.03,5.5,1.071,7.0
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,2nd Round,5,Safin M.,Rochus O.,2,60,4.0,6.0,6.0,2.0,3.0,6.0,6.0,3.0,6.0,3.0,3,2,Completed,,,1.14,5.0,1.12,4.75,1.15,3.8,1.125,5.5
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,2nd Round,5,Schalken S.,de Chaunac S.,33,173,6.0,0.0,6.0,2.0,7.0,6.0,,,,,3,0,Completed,,,1.25,3.7,1.2,3.75,1.15,3.8,1.25,3.75
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,2nd Round,5,Spadea V.,Voinea A.,88,59,6.0,4.0,4.0,6.0,2.0,6.0,7.0,6.0,8.0,6.0,3,2,Completed,,,2.7,1.42,2.6,1.4,2.7,1.3,2.625,1.444
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,2nd Round,5,Srichaphan P.,Enqvist T.,67,21,6.0,4.0,1.0,6.0,7.0,5.0,6.0,3.0,,,3,1,Completed,,,4.2,1.2,4.0,1.17,3.8,1.15,4.0,1.2
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,2nd Round,5,Vicente F.,Martin A.,61,58,6.0,4.0,6.0,3.0,6.0,3.0,,,,,3,0,Completed,,,2.3,1.57,2.2,1.55,2.0,1.55,2.1,1.667
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,2nd Round,5,Zabaleta M.,Kafelnikov Y.,52,5,7.0,6.0,2.0,6.0,6.0,4.0,7.0,6.0,,,3,1,Completed,,,1.75,2.0,1.75,1.9,1.75,1.75,2.0,1.727
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,3rd Round,5,Agassi A.,Robredo T.,4,29,6.0,2.0,6.0,4.0,6.0,2.0,,,,,3,0,Completed,,,1.2,4.25,1.15,4.3,1.15,3.8,1.167,4.5
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,3rd Round,5,Canas G.,Moya C.,17,19,4.0,6.0,7.0,6.0,6.0,7.0,6.0,1.0,6.0,2.0,3,2,Completed,,,2.55,1.48,2.6,1.4,2.3,1.4,2.625,1.444
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,3rd Round,5,Corretja A.,Clement A.,20,47,6.0,1.0,6.0,2.0,4.0,6.0,5.0,7.0,8.0,6.0,3,2,Completed,,,1.3,3.3,1.25,3.2,1.25,3.0,1.222,3.75
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,3rd Round,5,Costa A.,Gaudenzi A.,22,69,7.0,6.0,6.0,1.0,7.0,5.0,,,,,3,0,Completed,,,1.25,3.7,1.25,3.3,1.2,3.3,1.286,3.5
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,3rd Round,5,di Pasquale A.,Srichaphan P.,283,67,6.0,4.0,6.0,3.0,6.0,3.0,,,,,3,0,Completed,,,1.33,3.2,1.39,2.6,1.35,2.5,1.444,2.625
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,3rd Round,5,Ferrero J.C.,Coria G.,11,147,6.0,2.0,6.0,3.0,6.0,3.0,,,,,3,0,Completed,,,1.36,3.0,1.25,3.3,1.3,2.7,1.286,3.25
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,3rd Round,5,Gaudio G.,Arazi H.,34,45,6.0,2.0,4.0,6.0,6.0,4.0,3.0,1.0,,,2,1,Retired,,,1.36,3.0,1.44,2.45,1.4,2.3,1.364,2.875
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,3rd Round,5,Grosjean S.,Spadea V.,10,88,6.0,2.0,7.0,6.0,6.0,7.0,6.0,4.0,,,3,1,Completed,,,1.15,5.0,1.15,4.5,1.1,4.5,1.167,4.5
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,3rd Round,5,Haas T.,Nieminen J.,3,44,6.0,3.0,7.0,5.0,2.0,6.0,6.0,4.0,,,3,1,Completed,,,1.36,3.0,1.35,2.75,1.35,2.5,1.333,3.0
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,3rd Round,5,Hewitt L.,Schalken S.,1,33,6.0,1.0,7.0,5.0,6.0,7.0,6.0,1.0,,,3,1,Completed,,,1.2,4.25,1.22,3.4,1.2,3.3,1.167,4.5
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,3rd Round,5,Kuerten G.,Gonzalez F.,7,41,6.0,3.0,2.0,6.0,7.0,6.0,6.0,4.0,,,3,1,Completed,,,1.45,2.65,1.35,2.75,1.35,2.5,1.4,2.75
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,3rd Round,5,Malisse X.,Portas A.,38,76,6.0,2.0,6.0,3.0,7.0,6.0,,,,,3,0,Completed,,,1.55,2.4,1.47,2.4,1.45,2.2,1.571,2.25
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,3rd Round,5,Mathieu P.H.,Novak J.,107,15,6.0,4.0,6.0,4.0,6.0,3.0,,,,,3,0,Completed,,,3.75,1.25,3.4,1.22,3.3,1.2,3.75,1.222
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,3rd Round,5,Pavel A.,Montanes A.,28,54,6.0,1.0,1.0,6.0,6.0,4.0,6.0,3.0,,,3,1,Completed,,,1.6,2.25,1.5,2.3,1.4,2.3,1.615,2.2
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,3rd Round,5,Safin M.,Nalbandian D.,2,32,6.0,3.0,6.0,3.0,3.0,6.0,6.0,4.0,,,3,1,Completed,,,1.45,2.7,1.41,2.55,1.4,2.3,1.444,2.625
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,3rd Round,5,Zabaleta M.,Vicente F.,52,61,4.0,6.0,6.0,3.0,6.0,4.0,6.0,3.0,,,3,1,Completed,,,1.65,2.2,1.65,2.05,1.65,1.85,1.727,2.0
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,4th Round,5,Agassi A.,Mathieu P.H.,4,107,4.0,6.0,3.0,6.0,6.0,3.0,6.0,3.0,6.0,3.0,3,2,Completed,,,1.08,7.25,1.05,6.6,1.1,4.5,1.071,7.0
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,4th Round,5,Canas G.,Hewitt L.,17,1,6.0,7.0,7.0,6.0,6.0,4.0,6.0,3.0,,,3,1,Completed,,,2.25,1.62,2.35,1.48,2.3,1.4,2.25,1.571
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,4th Round,5,Corretja A.,Zabaleta M.,20,52,6.0,3.0,6.0,2.0,7.0,5.0,,,,,3,0,Completed,,,1.45,2.65,1.4,2.55,1.35,2.5,1.4,2.75
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,4th Round,5,Costa A.,Kuerten G.,22,7,6.0,4.0,7.0,5.0,6.0,4.0,,,,,3,0,Completed,,,2.8,1.4,2.62,1.38,2.3,1.4,2.875,1.364
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,4th Round,5,Ferrero J.C.,Gaudio G.,11,34,6.0,7.0,6.0,1.0,6.0,7.0,6.0,2.0,6.0,4.0,3,2,Completed,,,1.55,2.4,1.5,2.3,1.45,2.2,1.571,2.25
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,4th Round,5,Grosjean S.,Malisse X.,10,38,6.0,2.0,7.0,5.0,6.0,3.0,,,,,3,0,Completed,,,1.55,2.4,1.45,2.45,1.4,2.3,1.444,2.625
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,4th Round,5,Pavel A.,Haas T.,28,3,6.0,1.0,7.0,6.0,6.0,4.0,,,,,3,0,Completed,,,2.95,1.38,2.65,1.38,2.3,1.4,2.75,1.4
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,4th Round,5,Safin M.,di Pasquale A.,2,283,3.0,6.0,6.0,4.0,6.0,3.0,6.0,2.0,,,3,1,Completed,,,1.2,4.25,1.2,3.75,1.2,3.3,1.2,4.333
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,Quarterfinals,5,Corretja A.,Pavel A.,20,28,7.0,6.0,7.0,5.0,7.0,5.0,,,,,3,0,Completed,,,1.4,2.85,1.37,2.7,1.4,2.3,,
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,Quarterfinals,5,Costa A.,Canas G.,22,17,7.0,5.0,3.0,6.0,6.0,7.0,6.0,4.0,6.0,0.0,3,2,Completed,,,1.7,2.1,1.65,2.05,1.55,2.0,,
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,Quarterfinals,5,Ferrero J.C.,Agassi A.,11,4,6.0,3.0,5.0,7.0,7.0,5.0,6.0,3.0,,,3,1,Completed,,,2.05,1.75,2.02,1.65,1.85,1.65,,
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,Quarterfinals,5,Safin M.,Grosjean S.,2,10,6.0,3.0,6.0,2.0,6.0,2.0,,,,,3,0,Completed,,,1.62,2.3,1.55,2.15,1.5,2.1,,
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,Semifinals,5,Costa A.,Corretja A.,22,20,6.0,3.0,6.0,4.0,3.0,6.0,6.0,3.0,,,3,1,Completed,,,2.05,1.75,1.75,1.95,1.9,1.6,2.0,1.727
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,Semifinals,5,Ferrero J.C.,Safin M.,11,2,6.0,3.0,6.0,2.0,6.0,4.0,,,,,3,0,Completed,,,1.7,2.1,1.95,1.75,1.65,1.85,1.667,2.1
ATP,2002,31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,The Final,5,Costa A.,Ferrero J.C.,22,11,6.0,1.0,6.0,0.0,4.0,6.0,6.0,3.0,,,3,1,Completed,,,3.15,1.36,3.0,1.3,2.7,1.3,,
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Agassi A.,Levy H.,4,326,6.0,0.0,6.0,4.0,6.0,4.0,,,,,3,0,Completed,,,1.04,9.0,1.04,7.0,1.02,6.0,1.03,9.0
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Ancic M.,Federer R.,154,9,6.0,3.0,7.0,6.0,6.0,3.0,,,,,3,0,Completed,8.0,1.063,8.0,1.05,6.55,1.05,5.0,1.05,7.5,1.071
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Arthurs W.,Russell M.,89,161,6.0,4.0,6.0,4.0,6.0,3.0,,,,,3,0,Completed,,,1.2,4.25,1.22,3.55,1.25,3.0,1.25,3.5
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Bastl G.,Golovanov D.,145,152,6.0,4.0,6.0,2.0,7.0,6.0,,,,,3,0,Completed,,,,,,,,,,
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Beck K.,Simoni A.,210,121,6.0,7.0,4.0,6.0,7.0,6.0,6.0,2.0,6.0,2.0,3,2,Completed,,,1.53,2.4,1.66,1.95,1.5,2.1,,
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Blake J.,Zabaleta M.,34,44,6.0,2.0,6.0,2.0,,,,,,,2,0,Retired,,,1.28,3.4,1.25,3.3,1.25,3.0,1.333,3.0
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Canas G.,Kohlmann M.,17,112,7.0,5.0,6.0,4.0,6.0,4.0,,,,,3,0,Completed,1.125,5.5,1.18,4.5,1.17,4.1,1.15,3.8,1.143,5.0
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Carraz G.,Mamiit C.,168,101,6.0,2.0,6.0,4.0,6.0,7.0,7.0,5.0,,,3,1,Completed,2.1,1.667,2.0,1.75,1.93,1.71,1.75,1.75,2.1,1.667
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Chang M.,Burgsmuller L.,99,113,6.0,3.0,7.0,6.0,6.0,4.0,,,,,3,0,Completed,1.533,2.375,1.53,2.4,1.65,2.0,1.5,2.1,1.615,2.2
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Clement A.,Montanes A.,38,57,6.0,3.0,6.0,4.0,6.0,0.0,,,,,3,0,Completed,1.143,5.0,1.12,5.5,1.07,5.85,1.03,5.5,,
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Cowan B.,Savolt A.,251,69,6.0,7.0,6.0,3.0,6.0,3.0,6.0,3.0,,,3,1,Completed,,,1.55,2.35,1.75,1.85,1.6,1.9,1.727,2.0
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Dent T.,Mirnyi M.,109,29,4.0,6.0,6.0,4.0,7.0,6.0,6.0,4.0,,,3,1,Completed,,,2.25,1.6,2.18,1.55,2.0,1.55,2.375,1.533
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Draper S.,Caratti C.,230,213,6.0,3.0,4.0,6.0,6.0,4.0,7.0,5.0,,,3,1,Completed,1.5,2.5,1.45,2.6,1.6,2.05,1.45,2.2,1.533,2.375
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Enqvist T.,Parmar A.,26,163,6.0,1.0,6.0,4.0,6.0,4.0,,,,,3,0,Completed,,,1.38,2.9,1.42,2.45,1.35,2.5,1.286,3.5
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Escude N.,Bogdanovic A.,33,491,4.0,6.0,6.0,4.0,6.0,4.0,6.0,4.0,,,3,1,Completed,,,1.1,6.0,1.05,5.25,1.1,4.5,1.083,7.0
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Ferreira W.,Portas A.,51,68,7.0,6.0,6.0,3.0,6.0,7.0,6.0,3.0,,,3,1,Completed,,,1.1,6.0,1.08,5.55,1.05,5.0,1.125,5.5
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Ferrero J.C.,Godwin N.,8,107,6.0,7.0,6.0,3.0,6.0,3.0,6.0,3.0,,,3,1,Completed,,,1.53,2.4,1.55,2.1,1.35,2.5,1.533,2.375
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Gambill J.M.,Massu N.,58,65,6.0,3.0,7.0,6.0,6.0,3.0,,,,,3,0,Completed,1.143,5.0,1.22,4.0,1.22,3.55,1.2,3.3,1.25,3.75
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Gaudio G.,Guzman J.P.,28,288,6.0,3.0,6.0,4.0,6.0,3.0,,,,,3,0,Completed,1.364,2.875,1.48,2.55,1.55,2.05,1.35,2.5,1.444,2.625
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Gonzalez F.,Chela J.I.,43,22,6.0,3.0,3.0,6.0,1.0,6.0,7.0,5.0,6.0,3.0,3,2,Completed,,,,,,,,,,
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Henman T.,Bachelot J.F,5,165,6.0,1.0,6.0,3.0,6.0,2.0,,,,,3,0,Completed,1.03,10.0,1.04,9.0,1.05,6.55,1.05,5.0,1.05,8.0
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Hewitt L.,Bjorkman J.,1,47,6.0,4.0,7.0,5.0,6.0,1.0,,,,,3,0,Completed,1.222,4.0,1.28,3.5,1.17,4.0,1.2,3.3,1.222,4.0
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Kafelnikov Y.,Hrbaty D.,6,53,6.0,1.0,7.0,6.0,7.0,6.0,,,,,3,0,Completed,1.167,4.5,1.15,5.0,1.15,4.25,1.1,4.5,1.167,4.5
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Kiefer N.,Balcells J.,54,125,6.0,3.0,2.0,6.0,5.0,7.0,7.0,5.0,6.0,3.0,3,2,Completed,,,1.28,3.55,1.37,2.6,1.2,3.3,1.286,3.25
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Knowle J.,Llodra M.,95,102,3.0,6.0,6.0,4.0,6.0,3.0,3.0,6.0,6.0,3.0,3,2,Completed,2.75,1.4,2.75,1.4,2.9,1.32,2.7,1.3,2.625,1.444
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Koubek S.,Bower J.,41,268,6.0,3.0,3.0,6.0,6.0,2.0,4.0,6.0,6.0,3.0,3,2,Completed,1.667,2.1,1.85,1.9,1.7,1.9,1.5,2.1,1.615,2.2
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Krajicek R.,Squillari F.,1093,111,6.0,2.0,7.0,5.0,7.0,6.0,,,,,3,0,Completed,,,1.2,4.2,1.18,3.88,1.15,3.8,,
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Kratochvil M.,Davydenko N.,45,84,6.0,4.0,6.0,2.0,6.0,4.0,,,,,3,0,Completed,1.167,4.5,1.18,4.5,1.35,2.7,1.15,3.8,1.2,4.0
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Labadze I.,El Aynaoui Y.,86,18,4.0,6.0,7.0,6.0,6.0,3.0,7.0,6.0,,,3,1,Completed,2.75,1.4,2.55,1.48,2.9,1.3,2.2,1.45,2.75,1.4
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Lapentti N.,Delgado J.,27,157,6.0,3.0,6.0,2.0,6.0,7.0,4.0,6.0,7.0,5.0,3,2,Completed,1.444,2.625,1.57,2.3,1.45,2.45,1.4,2.3,1.444,2.625
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Lee H.T.,Stoliarov A.,97,96,6.0,3.0,6.0,2.0,4.0,6.0,4.0,6.0,6.0,2.0,3,2,Completed,1.615,2.2,1.68,2.1,1.6,2.08,1.6,1.9,1.615,2.2
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Ljubicic I.,Delgado R.,36,94,6.0,2.0,6.0,4.0,7.0,5.0,,,,,3,0,Completed,1.286,3.5,1.33,3.15,1.42,2.45,1.3,2.7,1.333,3.0
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Lopez F.,Economidis K.,103,238,6.0,3.0,3.0,6.0,4.0,6.0,7.0,6.0,11.0,9.0,3,2,Completed,2.1,1.667,2.35,1.55,2.02,1.62,2.1,1.5,,
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Malisse X.,Blanco G.,35,137,6.0,3.0,6.0,3.0,6.0,3.0,,,,,3,0,Completed,,,1.06,7.75,1.05,6.55,1.02,6.0,,
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Martin A.,Galvani S.,59,106,6.0,4.0,7.0,6.0,6.0,4.0,,,,,3,0,Completed,1.286,3.5,1.4,2.8,1.45,2.4,1.3,2.7,,
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Martin T.,Sanguinetti D.,40,48,6.0,3.0,6.0,4.0,7.0,6.0,,,,,3,0,Completed,1.25,3.75,1.22,4.0,1.35,2.7,1.25,3.0,1.286,3.25
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Mathieu P.H.,Clavet F.,75,78,6.0,4.0,7.0,5.0,6.0,3.0,,,,,3,0,Completed,2.2,1.615,2.15,1.65,1.98,1.65,2.1,1.5,,
