Tour,Year,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,GBW,GBL,IWW,IWL,SBW,SBL
ATP,2002,51,New York,US Open,2002-08-26,Grand Slam,Outdoor,Hard,3rd Round,5,Clement A.,Coria G.,43,80,2.0,6.0,6.0,2.0,7.0,5.0,7.0,6.0,,,3,1,Completed,1.615,2.25,1.58,2.3,1.6,2.1,1.7,1.8,1.571,2.25
ATP,2002,51,New York,US Open,2002-08-26,Grand Slam,Outdoor,Hard,3rd Round,5,El Aynaoui Y.,Vicente F.,20,51,6.0,2.0,2.0,6.0,6.0,1.0,6.0,2.0,,,3,1,Completed,1.333,3.25,1.33,3.25,1.31,3.3,1.25,3.0,1.333,3.0
ATP,2002,51,New York,US Open,2002-08-26,Grand Slam,Outdoor,Hard,3rd Round,5,Federer R.,Malisse X.,13,19,4.0,6.0,6.0,3.0,6.0,4.0,6.0,4.0,,,3,1,Completed,1.571,2.25,1.58,2.35,1.6,2.29,1.6,1.9,1.667,2.1
ATP,2002,51,New York,US Open,2002-08-26,Grand Slam,Outdoor,Hard,3rd Round,5,Ferreira W.,Robredo T.,39,32,6.0,1.0,6.0,2.0,7.0,5.0,,,,,3,0,Completed,1.667,2.1,1.7,2.1,1.67,2.16,1.65,1.85,1.615,2.2
ATP,2002,51,New York,US Open,2002-08-26,Grand Slam,Outdoor,Hard,3rd Round,5,Gambill J.M.,Gaudio G.,57,21,6.0,0.0,6.0,2.0,6.0,0.0,,,,,3,0,Completed,1.615,2.2,1.7,2.12,1.6,2.15,1.5,2.1,1.571,2.25
ATP,2002,51,New York,US Open,2002-08-26,Grand Slam,Outdoor,Hard,3rd Round,5,Gonzalez F.,Ferrero J.C.,28,7,6.0,4.0,6.0,4.0,6.0,4.0,,,,,3,0,Completed,,,,,,,,,,
ATP,2002,51,New York,US Open,2002-08-26,Grand Slam,Outdoor,Hard,3rd Round,5,Haas T.,Enqvist T.,3,29,6.0,4.0,3.0,6.0,3.0,6.0,6.0,4.0,6.0,4.0,3,2,Completed,1.533,2.5,1.18,4.5,1.55,2.2,1.55,2.0,1.2,4.0
ATP,2002,51,New York,US Open,2002-08-26,Grand Slam,Outdoor,Hard,3rd Round,5,Hewitt L.,Blake J.,1,26,6.0,7.0,6.0,3.0,6.0,4.0,3.0,6.0,6.0,3.0,3,2,Completed,1.167,4.5,1.22,4.2,1.22,4.25,1.2,3.3,1.143,5.0
ATP,2002,51,New York,US Open,2002-08-26,Grand Slam,Outdoor,Hard,3rd Round,5,Kuerten G.,Massu N.,46,65,6.0,1.0,5.0,4.0,,,,,,,1,0,Retired,1.286,3.6,1.1,6.25,1.3,3.0,1.25,3.0,1.125,5.5
ATP,2002,51,New York,US Open,2002-08-26,Grand Slam,Outdoor,Hard,3rd Round,5,Mirnyi M.,Hrbaty D.,34,52,7.0,6.0,2.0,6.0,6.0,4.0,6.0,4.0,,,3,1,Completed,1.615,2.2,1.65,2.2,1.65,2.28,1.55,2.0,1.571,2.25
ATP,2002,51,New York,US Open,2002-08-26,Grand Slam,Outdoor,Hard,3rd Round,5,Novak J.,Rios M.,14,22,6.0,3.0,6.0,3.0,,,,,,,2,0,Retired,1.727,2.0,1.78,2.0,1.75,2.1,1.65,1.85,1.727,2.0
ATP,2002,51,New York,US Open,2002-08-26,Grand Slam,Outdoor,Hard,3rd Round,5,Roddick A.,Corretja A.,11,18,6.0,4.0,6.0,1.0,7.0,6.0,,,,,3,0,Completed,1.4,2.875,1.33,3.25,1.31,2.75,1.4,2.3,1.364,2.875
ATP,2002,51,New York,US Open,2002-08-26,Grand Slam,Outdoor,Hard,3rd Round,5,Sampras P.,Rusedski G.,17,35,7.0,6.0,4.0,6.0,7.0,6.0,3.0,6.0,6.0,4.0,3,2,Completed,1.571,2.375,1.58,2.35,1.56,2.36,1.55,2.0,1.615,2.2
ATP,2002,51,New York,US Open,2002-08-26,Grand Slam,Outdoor,Hard,3rd Round,5,Schalken S.,Sargsian S.,25,92,7.0,5.0,6.0,3.0,3.0,6.0,6.0,1.0,,,3,1,Completed,1.286,3.75,1.28,3.5,1.22,3.55,1.25,3.0,1.25,3.5
ATP,2002,51,New York,US Open,2002-08-26,Grand Slam,Outdoor,Hard,4th Round,5,Agassi A.,Gambill J.M.,6,57,6.0,2.0,6.0,3.0,6.0,3.0,,,,,3,0,Completed,1.2,4.5,1.22,4.1,1.15,4.3,1.2,3.3,1.143,5.0
ATP,2002,51,New York,US Open,2002-08-26,Grand Slam,Outdoor,Hard,4th Round,5,El Aynaoui Y.,Ferreira W.,20,39,3.0,6.0,7.0,5.0,7.0,5.0,7.0,6.0,,,3,1,Completed,1.8,2.0,1.8,1.95,1.67,2.0,1.55,2.0,1.8,1.9
ATP,2002,51,New York,US Open,2002-08-26,Grand Slam,Outdoor,Hard,4th Round,5,Gonzalez F.,Clement A.,28,43,6.0,4.0,6.0,2.0,6.0,3.0,,,,,3,0,Completed,,,,,,,,,,
ATP,2002,51,New York,US Open,2002-08-26,Grand Slam,Outdoor,Hard,4th Round,5,Hewitt L.,Novak J.,1,14,6.0,4.0,6.0,2.0,7.0,5.0,,,,,3,0,Completed,1.111,6.0,1.18,4.75,1.18,4.41,1.15,3.8,1.143,5.0
ATP,2002,51,New York,US Open,2002-08-26,Grand Slam,Outdoor,Hard,4th Round,5,Mirnyi M.,Federer R.,34,13,6.0,3.0,7.0,6.0,6.0,4.0,,,,,3,0,Completed,3.25,1.364,3.25,1.33,2.65,1.38,2.5,1.35,3.0,1.333
ATP,2002,51,New York,US Open,2002-08-26,Grand Slam,Outdoor,Hard,4th Round,5,Roddick A.,Chela J.I.,11,24,5.0,7.0,6.0,4.0,6.0,4.0,6.0,4.0,,,3,1,Completed,1.364,3.0,1.37,3.0,1.3,3.0,1.35,2.5,1.333,3.0
ATP,2002,51,New York,US Open,2002-08-26,Grand Slam,Outdoor,Hard,4th Round,5,Sampras P.,Haas T.,17,3,7.0,5.0,6.0,4.0,6.0,7.0,7.0,5.0,,,3,1,Completed,2.0,1.727,2.0,1.8,2.0,1.75,1.65,1.85,1.909,1.8
ATP,2002,51,New York,US Open,2002-08-26,Grand Slam,Outdoor,Hard,4th Round,5,Schalken S.,Kuerten G.,25,46,6.0,3.0,7.0,6.0,6.0,7.0,7.0,6.0,,,3,1,Completed,3.0,1.364,3.1,1.35,2.81,1.42,2.5,1.35,2.75,1.4
ATP,2002,51,New York,US Open,2002-08-26,Grand Slam,Outdoor,Hard,Quarterfinals,5,Agassi A.,Mirnyi M.,6,34,6.0,7.0,6.0,3.0,7.0,5.0,6.0,3.0,,,3,1,Completed,1.1,6.5,1.14,5.45,1.15,5.25,1.1,4.5,1.083,7.0
ATP,2002,51,New York,US Open,2002-08-26,Grand Slam,Outdoor,Hard,Quarterfinals,5,Hewitt L.,El Aynaoui Y.,1,20,6.0,1.0,7.0,6.0,4.0,6.0,6.0,2.0,,,3,1,Completed,1.083,7.0,1.15,5.25,1.16,5.25,1.1,4.5,1.125,5.5
ATP,2002,51,New York,US Open,2002-08-26,Grand Slam,Outdoor,Hard,Quarterfinals,5,Sampras P.,Roddick A.,17,11,6.0,3.0,6.0,2.0,6.0,4.0,,,,,3,0,Completed,2.1,1.667,2.15,1.68,2.1,1.65,1.85,1.65,2.2,1.615
ATP,2002,51,New York,US Open,2002-08-26,Grand Slam,Outdoor,Hard,Quarterfinals,5,Schalken S.,Gonzalez F.,25,28,6.0,7.0,6.0,3.0,6.0,3.0,6.0,7.0,7.0,6.0,3,2,Completed,2.25,1.571,2.3,1.6,2.25,1.63,1.9,1.6,2.25,1.571
ATP,2002,51,New York,US Open,2002-08-26,Grand Slam,Outdoor,Hard,Semifinals,5,Agassi A.,Hewitt L.,6,1,6.0,4.0,7.0,6.0,6.0,7.0,6.0,2.0,,,3,1,Completed,2.2,1.615,2.2,1.67,2.15,1.67,1.8,1.7,2.1,1.667
ATP,2002,51,New York,US Open,2002-08-26,Grand Slam,Outdoor,Hard,Semifinals,5,Sampras P.,Schalken S.,17,25,7.0,6.0,7.0,6.0,6.0,2.0,,,,,3,0,Completed,1.286,3.5,1.28,3.7,1.25,3.4,1.25,3.0,1.286,3.25
ATP,2002,51,New York,US Open,2002-08-26,Grand Slam,Outdoor,Hard,The Final,5,Sampras P.,Agassi A.,17,6,6.0,3.0,6.0,4.0,5.0,7.0,6.0,4.0,,,3,1,Completed,2.25,1.615,,,2.41,1.59,2.0,1.55,,
