Tour,Year,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,EXW,EXL,PSW,PSL,UBW,UBL
ATP,2006,6,Melbourne,Australian Open,2006-01-19,Grand Slam,Outdoor,Hard,2nd Round,5,Coria G.,Luzzi F.,9.0,186.0,2175.0,209.0,7.0,6.0,6,4,6,3,,,,,3.0,0.0,Completed,1.12,5.5,1.15,5.25,1.1,6.5,1.193,5.69,1.15,5.0
ATP,2006,6,Melbourne,Australian Open,2006-01-19,Grand Slam,Outdoor,Hard,2nd Round,5,Hrbaty D.,Norman D.,15.0,104.0,1540.0,404.0,6.0,2.0,7,5,5,7,4.0,6.0,10.0,8.0,3.0,2.0,Completed,1.1,6.5,1.1,7.0,1.1,6.23,1.13,8.0,1.12,5.7
ATP,2006,6,Melbourne,Australian Open,2006-01-19,Grand Slam,Outdoor,Hard,2nd Round,5,Federer R.,Mayer F.,1.0,69.0,6725.0,544.0,6.0,1.0,6,4,6,0,,,,,3.0,0.0,Completed,1.01,12.0,1.02,14.0,1.02,25.0,1.019,33.5,1.02,20.0
ATP,2006,6,Melbourne,Australian Open,2006-01-19,Grand Slam,Outdoor,Hard,2nd Round,5,Grosjean S.,Monaco J.,28.0,85.0,1080.0,477.0,6.0,4.0,6,3,6,3,,,,,3.0,0.0,Completed,1.14,5.0,1.14,5.65,1.1,6.75,1.144,7.25,1.12,5.8
ATP,2006,6,Melbourne,Australian Open,2006-01-19,Grand Slam,Outdoor,Hard,2nd Round,5,Kiefer N.,Pashanski B.,25.0,77.0,1215.0,502.0,4.0,6.0,6,1,6,4,6.0,1.0,,,3.0,1.0,Completed,1.14,5.0,1.11,6.5,1.1,6.25,1.154,6.88,1.07,7.5
ATP,2006,6,Melbourne,Australian Open,2006-01-19,Grand Slam,Outdoor,Hard,2nd Round,5,Horna L.,Phau B.,81.0,91.0,492.0,454.0,6.0,3.0,6,2,6,1,,,,,3.0,0.0,Completed,1.53,2.37,1.6,2.35,1.53,2.4,1.602,2.56,1.55,2.35
ATP,2006,6,Melbourne,Australian Open,2006-01-19,Grand Slam,Outdoor,Hard,2nd Round,5,Healey N.,Delic A.,240.0,173.0,148.0,224.0,6.0,4.0,6,7,6,3,6.0,4.0,,,3.0,1.0,Completed,2.2,1.61,2.25,1.63,2.3,1.6,2.36,1.685,2.32,1.57
ATP,2006,6,Melbourne,Australian Open,2006-01-19,Grand Slam,Outdoor,Hard,2nd Round,5,Ferrero J.C.,Tipsarevic J.,17.0,137.0,1500.0,309.0,6.0,3.0,3,6,5,7,6.0,3.0,6.0,2.0,3.0,2.0,Completed,1.22,4.0,1.2,4.55,1.21,4.06,1.208,5.41,1.19,4.2
ATP,2006,6,Melbourne,Australian Open,2006-01-19,Grand Slam,Outdoor,Hard,2nd Round,5,Mathieu P.H.,Bogomolov A.,48.0,202.0,713.0,184.0,6.0,0.0,7,6,6,2,,,,,3.0,0.0,Completed,1.39,2.75,1.4,2.95,1.42,2.75,1.418,3.19,1.38,2.9
ATP,2006,6,Melbourne,Australian Open,2006-01-19,Grand Slam,Outdoor,Hard,2nd Round,5,Haas T.,Goldstein P.,41.0,68.0,825.0,567.0,6.0,0.0,6,1,6,2,,,,,3.0,0.0,Completed,1.1,6.5,1.1,7.0,1.1,6.75,1.109,8.94,1.1,6.5
ATP,2006,6,Melbourne,Australian Open,2006-01-19,Grand Slam,Outdoor,Hard,2nd Round,5,Chela J.I.,Hewitt L.,51.0,6.0,695.0,2330.0,6.0,4.0,6,4,6,7,6.0,2.0,,,3.0,1.0,Completed,3.25,1.33,2.95,1.4,2.71,1.43,3.16,1.424,2.75,1.45
ATP,2006,6,Melbourne,Australian Open,2006-01-20,Grand Slam,Outdoor,Hard,3rd Round,5,Santoro F.,Gaudio G.,65.0,10.0,580.0,2050.0,6.0,3.0,6,2,5,7,1.0,6.0,6.0,4.0,3.0,2.0,Completed,2.37,1.53,2.5,1.53,2.4,1.53,2.64,1.575,2.38,1.55
ATP,2006,6,Melbourne,Australian Open,2006-01-20,Grand Slam,Outdoor,Hard,3rd Round,5,Ferrer D.,Ancic M.,14.0,21.0,1635.0,1390.0,6.0,3.0,6,3,6,3,,,,,3.0,0.0,Completed,2.75,1.39,2.6,1.5,2.6,1.45,2.76,1.538,2.75,1.42
ATP,2006,6,Melbourne,Australian Open,2006-01-20,Grand Slam,Outdoor,Hard,3rd Round,5,Baghdatis M.,Gremelmayr D.,54.0,177.0,684.0,218.0,6.0,2.0,6,1,6,2,,,,,3.0,0.0,Completed,1.25,3.75,1.35,3.2,1.28,3.46,1.37,3.5,1.27,3.6
ATP,2006,6,Melbourne,Australian Open,2006-01-20,Grand Slam,Outdoor,Hard,3rd Round,5,Roddick A.,Benneteau J.,3.0,162.0,3085.0,255.0,6.0,1.0,6,2,6,2,,,,,3.0,0.0,Completed,1.03,11.0,1.03,12.0,1.07,7.19,1.059,15.0,1.07,7.8
ATP,2006,6,Melbourne,Australian Open,2006-01-20,Grand Slam,Outdoor,Hard,3rd Round,5,Nalbandian D.,Nieminen J.,4.0,24.0,2370.0,1230.0,2.0,6.0,6,3,6,2,7.0,5.0,,,3.0,1.0,Completed,1.44,2.62,1.5,2.6,1.41,2.76,1.524,2.78,1.48,2.58
ATP,2006,6,Melbourne,Australian Open,2006-01-20,Grand Slam,Outdoor,Hard,3rd Round,5,Johansson T.,Simon G.,13.0,123.0,1645.0,365.0,6.0,3.0,6,2,6,1,,,,,3.0,0.0,Completed,1.33,3.25,1.35,3.2,1.28,3.45,1.388,3.38,1.32,3.25
ATP,2006,6,Melbourne,Australian Open,2006-01-20,Grand Slam,Outdoor,Hard,3rd Round,5,Ljubicic I.,Lopez F.,8.0,33.0,2180.0,900.0,7.0,5.0,7,6,6,0,,,,,3.0,0.0,Completed,1.25,3.75,1.33,3.3,1.28,3.46,1.35,3.66,1.3,3.35
ATP,2006,6,Melbourne,Australian Open,2006-01-20,Grand Slam,Outdoor,Hard,3rd Round,5,Robredo T.,Blake J.,19.0,22.0,1490.0,1390.0,6.0,3.0,6,4,6,4,,,,,3.0,0.0,Completed,3.25,1.33,3.2,1.35,3.1,1.35,3.15,1.426,3.1,1.37
ATP,2006,6,Melbourne,Australian Open,2006-01-21,Grand Slam,Outdoor,Hard,3rd Round,5,Mathieu P.H.,Horna L.,48.0,81.0,713.0,492.0,7.0,6.0,7,6,6,1,,,,,3.0,0.0,Completed,1.61,2.2,1.73,2.1,1.75,2.0,1.833,2.1,1.73,2.05
ATP,2006,6,Melbourne,Australian Open,2006-01-21,Grand Slam,Outdoor,Hard,3rd Round,5,Grosjean S.,Coria G.,28.0,9.0,1080.0,2175.0,6.0,2.0,6,2,3,6,6.0,4.0,,,3.0,1.0,Completed,1.61,2.2,1.6,2.35,1.55,2.35,1.694,2.34,1.52,2.45
ATP,2006,6,Melbourne,Australian Open,2006-01-21,Grand Slam,Outdoor,Hard,3rd Round,5,Hrbaty D.,Andreev I.,15.0,26.0,1540.0,1215.0,1.0,6.0,6,4,6,3,2.0,6.0,6.0,4.0,3.0,2.0,Completed,1.83,1.83,1.95,1.85,2.05,1.75,2.12,1.82,2.0,1.77
ATP,2006,6,Melbourne,Australian Open,2006-01-21,Grand Slam,Outdoor,Hard,3rd Round,5,Chela J.I.,Vliegen K.,51.0,84.0,695.0,481.0,6.0,1.0,6,4,6,4,,,,,3.0,0.0,Completed,1.44,2.62,1.45,2.75,1.5,2.45,1.457,2.99,1.5,2.5
ATP,2006,6,Melbourne,Australian Open,2006-01-21,Grand Slam,Outdoor,Hard,3rd Round,5,Haas T.,Luczak P.,41.0,139.0,825.0,304.0,4.0,6.0,6,3,6,4,6.0,4.0,,,3.0,1.0,Completed,1.11,6.0,1.13,6.0,1.09,6.99,1.134,7.79,1.12,6.0
ATP,2006,6,Melbourne,Australian Open,2006-01-21,Grand Slam,Outdoor,Hard,3rd Round,5,Kiefer N.,Ferrero J.C.,25.0,17.0,1215.0,1500.0,6.0,3.0,6,2,5,7,6.0,2.0,,,3.0,1.0,Completed,1.9,1.8,1.95,1.85,2.05,1.75,2.07,1.855,2.1,1.7
ATP,2006,6,Melbourne,Australian Open,2006-01-21,Grand Slam,Outdoor,Hard,3rd Round,5,Davydenko N.,Healey N.,5.0,240.0,2355.0,148.0,6.0,2.0,5,7,6,4,7.0,5.0,,,3.0,1.0,Completed,1.06,8.0,1.06,9.0,1.07,7.19,1.078,11.25,1.07,8.0
ATP,2006,6,Melbourne,Australian Open,2006-01-21,Grand Slam,Outdoor,Hard,3rd Round,5,Federer R.,Mirnyi M.,1.0,34.0,6725.0,890.0,6.0,3.0,6,4,6,3,,,,,3.0,0.0,Completed,1.01,13.0,1.03,12.0,1.03,18.67,1.039,19.8,1.02,20.0
ATP,2006,6,Melbourne,Australian Open,2006-01-22,Grand Slam,Outdoor,Hard,4th Round,5,Baghdatis M.,Roddick A.,54.0,3.0,684.0,3085.0,6.0,4.0,1,6,6,3,6.0,4.0,,,3.0,1.0,Completed,5.0,1.14,6.0,1.13,5.5,1.13,6.1,1.179,4.8,1.17
ATP,2006,6,Melbourne,Australian Open,2006-01-22,Grand Slam,Outdoor,Hard,4th Round,5,Nalbandian D.,Robredo T.,4.0,19.0,2370.0,1490.0,6.0,3.0,6,0,2,6,6.0,2.0,,,3.0,1.0,Completed,1.36,3.0,1.37,3.1,1.42,2.75,1.45,3.02,1.45,2.7
ATP,2006,6,Melbourne,Australian Open,2006-01-22,Grand Slam,Outdoor,Hard,4th Round,5,Santoro F.,Ferrer D.,65.0,14.0,580.0,1635.0,6.0,4.0,7,5,7,5,,,,,3.0,0.0,Completed,3.0,1.36,2.95,1.4,3.22,1.32,3.15,1.426,3.03,1.36
ATP,2006,6,Melbourne,Australian Open,2006-01-22,Grand Slam,Outdoor,Hard,4th Round,5,Ljubicic I.,Johansson T.,8.0,13.0,2180.0,1645.0,6.0,2.0,6,4,6,4,,,,,3.0,0.0,Completed,1.44,2.62,1.48,2.65,1.55,2.35,1.524,2.77,1.55,2.45
ATP,2006,6,Melbourne,Australian Open,2006-01-23,Grand Slam,Outdoor,Hard,4th Round,5,Kiefer N.,Chela J.I.,25.0,51.0,1215.0,695.0,7.0,6.0,6,3,6,3,,,,,3.0,0.0,Completed,1.61,2.2,1.62,2.3,1.55,2.35,1.676,2.38,1.6,2.25
ATP,2006,6,Melbourne,Australian Open,2006-01-23,Grand Slam,Outdoor,Hard,4th Round,5,Davydenko N.,Hrbaty D.,5.0,15.0,2355.0,1540.0,4.0,6.0,4,6,6,4,6.0,2.0,6.0,3.0,3.0,2.0,Completed,1.44,2.62,1.45,2.75,1.5,2.45,1.481,2.88,1.44,2.7
ATP,2006,6,Melbourne,Australian Open,2006-01-23,Grand Slam,Outdoor,Hard,4th Round,5,Grosjean S.,Mathieu P.H.,28.0,48.0,1080.0,713.0,7.0,5.0,6,2,6,2,,,,,3.0,0.0,Completed,1.44,2.62,1.5,2.6,1.5,2.45,1.556,2.7,1.5,2.5
ATP,2006,6,Melbourne,Australian Open,2006-01-23,Grand Slam,Outdoor,Hard,4th Round,5,Federer R.,Haas T.,1.0,41.0,6725.0,825.0,6.0,4.0,6,0,3,6,4.0,6.0,6.0,2.0,3.0,2.0,Completed,1.04,9.0,1.06,9.0,1.09,9.8,1.093,9.75,1.1,7.5
ATP,2006,6,Melbourne,Australian Open,2006-01-24,Grand Slam,Outdoor,Hard,Quarterfinals,5,Nalbandian D.,Santoro F.,4.0,65.0,2370.0,580.0,7.0,5.0,6,0,6,0,,,,,3.0,0.0,Completed,1.16,5.0,1.17,5.0,1.17,4.67,1.216,5.23,1.18,4.6
ATP,2006,6,Melbourne,Australian Open,2006-01-24,Grand Slam,Outdoor,Hard,Quarterfinals,5,Baghdatis M.,Ljubicic I.,54.0,8.0,684.0,2180.0,6.0,4.0,6,2,4,6,3.0,6.0,6.0,3.0,3.0,2.0,Completed,3.0,1.39,2.95,1.4,3.07,1.38,3.18,1.42,3.0,1.36
ATP,2006,6,Melbourne,Australian Open,2006-01-25,Grand Slam,Outdoor,Hard,Quarterfinals,5,Kiefer N.,Grosjean S.,25.0,28.0,1215.0,1080.0,6.0,3.0,0,6,6,4,6.0,7.0,8.0,6.0,3.0,2.0,Completed,1.8,2.0,1.81,2.0,1.75,2.0,1.826,2.11,1.9,1.9
ATP,2006,6,Melbourne,Australian Open,2006-01-25,Grand Slam,Outdoor,Hard,Quarterfinals,5,Federer R.,Davydenko N.,1.0,5.0,6725.0,2355.0,6.0,4.0,3,6,7,6,7.0,6.0,,,3.0,1.0,Completed,1.03,12.0,1.03,12.0,1.05,14.01,1.045,18.0,1.03,14.0
ATP,2006,6,Melbourne,Australian Open,2006-01-26,Grand Slam,Outdoor,Hard,Semifinals,5,Baghdatis M.,Nalbandian D.,54.0,4.0,684.0,2370.0,3.0,6.0,5,7,6,3,6.0,4.0,6.0,4.0,3.0,2.0,Completed,3.0,1.39,2.85,1.42,3.1,1.35,3.05,1.444,2.95,1.38
ATP,2006,6,Melbourne,Australian Open,2006-01-27,Grand Slam,Outdoor,Hard,Semifinals,5,Federer R.,Kiefer N.,1.0,25.0,6725.0,1215.0,6.0,3.0,5,7,6,0,6.0,2.0,,,3.0,1.0,Completed,1.05,10.0,1.08,8.0,1.08,9.71,1.073,12.25,1.07,8.5
ATP,2006,6,Melbourne,Australian Open,2006-01-29,Grand Slam,Outdoor,Hard,The Final,5,Federer R.,Baghdatis M.,1.0,54.0,6725.0,684.0,5.0,7.0,7,5,6,0,6.0,2.0,,,3.0,1.0,Completed,1.11,6.5,1.13,6.0,1.13,6.93,1.154,6.9,1.14,6.5
ATP,2006,31,Paris,French Open,2006-05-28,Grand Slam,Outdoor,Clay,1st Round,5,Federer R.,Hartfield D.,1.0,157.0,7010.0,265.0,7.0,5.0,7,6,6,2,,,,,3.0,0.0,Completed,,,1.01,14.0,,,1.012,66.0,,
ATP,2006,31,Paris,French Open,2006-05-28,Grand Slam,Outdoor,Clay,1st Round,5,Henman T.,Carlsen K.,71.0,112.0,570.0,392.0,6.0,3.0,6,4,4,6,6.0,4.0,,,3.0,1.0,Completed,1.14,5.0,1.13,5.65,1.15,5.2,1.147,7.2,1.12,5.7
ATP,2006,31,Paris,French Open,2006-05-28,Grand Slam,Outdoor,Clay,1st Round,5,Moya C.,Marin J.A.,33.0,120.0,905.0,365.0,7.0,5.0,6,3,6,3,,,,,3.0,0.0,Completed,1.08,7.0,1.04,10.0,1.07,7.19,1.09,10.1,1.08,7.5
ATP,2006,31,Paris,French Open,2006-05-28,Grand Slam,Outdoor,Clay,1st Round,5,Nalbandian D.,Wawrinka S.,3.0,57.0,3065.0,683.0,6.0,2.0,7,6,6,4,,,,,3.0,0.0,Completed,1.14,5.0,1.2,4.4,1.15,4.92,1.229,4.96,1.17,4.7
ATP,2006,31,Paris,French Open,2006-05-28,Grand Slam,Outdoor,Clay,1st Round,5,Robredo T.,Zib T.,7.0,109.0,2020.0,399.0,6.0,4.0,6,2,6,2,,,,,3.0,0.0,Completed,1.04,9.0,1.04,10.0,1.04,9.35,1.033,24.0,1.04,10.0
ATP,2006,31,Paris,French Open,2006-05-29,Grand Slam,Outdoor,Clay,1st Round,5,Acasuso J.,Santoro F.,29.0,51.0,1090.0,777.0,6.0,3.0,6,1,3,6,1.0,6.0,11.0,9.0,3.0,2.0,Completed,1.16,4.5,1.22,4.1,1.2,4.25,1.259,4.56,1.18,4.5
ATP,2006,31,Paris,French Open,2006-05-29,Grand Slam,Outdoor,Clay,1st Round,5,Almagro N.,Arthurs W.,41.0,209.0,834.0,197.0,7.0,5.0,6,2,6,2,,,,,3.0,0.0,Completed,1.07,7.5,1.06,8.5,1.06,7.79,1.05,16.0,1.06,8.0
ATP,2006,31,Paris,French Open,2006-05-29,Grand Slam,Outdoor,Clay,1st Round,5,Ancic M.,Healey N.,12.0,195.0,1710.0,205.0,6.0,3.0,4,6,7,6,6.0,1.0,,,3.0,1.0,Completed,1.03,10.0,1.05,9.0,1.07,7.19,1.05,16.0,1.04,10.0
ATP,2006,31,Paris,French Open,2006-05-29,Grand Slam,Outdoor,Clay,1st Round,5,Berdych T.,Lopez F.,20.0,48.0,1390.0,790.0,6.0,2.0,6,4,6,3,,,,,3.0,0.0,Completed,1.28,3.5,1.28,3.55,1.26,3.59,1.277,4.31,1.28,3.5
ATP,2006,31,Paris,French Open,2006-05-29,Grand Slam,Outdoor,Clay,1st Round,5,Blake J.,Srichaphan P.,8.0,39.0,1925.0,845.0,6.0,0.0,6,4,7,6,,,,,3.0,0.0,Completed,1.1,6.5,1.1,6.5,1.09,6.68,1.094,9.65,1.08,7.0
ATP,2006,31,Paris,French Open,2006-05-29,Grand Slam,Outdoor,Clay,1st Round,5,Bozoljac I.,Pashanski B.,160.0,64.0,262.0,612.0,6.0,4.0,6,3,6,4,,,,,3.0,0.0,Completed,2.1,1.66,1.93,1.83,1.85,1.9,2.04,1.877,,
ATP,2006,31,Paris,French Open,2006-05-29,Grand Slam,Outdoor,Clay,1st Round,5,Capdeville P.,Rusedski G.,125.0,42.0,355.0,830.0,6.0,3.0,6,1,4,6,7.0,6.0,,,3.0,1.0,Completed,1.57,2.25,1.53,2.45,1.5,2.45,1.515,2.79,1.55,2.4
ATP,2006,31,Paris,French Open,2006-05-29,Grand Slam,Outdoor,Clay,1st Round,5,Davydenko N.,Spadea V.,6.0,72.0,2395.0,570.0,7.0,5.0,6,4,6,4,,,,,3.0,0.0,Completed,1.06,8.0,1.06,8.5,1.07,7.19,1.063,13.75,1.06,8.0
ATP,2006,31,Paris,French Open,2006-05-29,Grand Slam,Outdoor,Clay,1st Round,5,Dlouhy L.,Vliegen K.,86.0,36.0,465.0,867.0,4.0,6.0,6,4,3,6,7.0,6.0,6.0,2.0,3.0,2.0,Completed,4.5,1.16,4.4,1.2,4.67,1.17,5.52,1.199,4.3,1.2
ATP,2006,31,Paris,French Open,2006-05-29,Grand Slam,Outdoor,Clay,1st Round,5,Falla A.,Gimelstob J.,139.0,92.0,309.0,445.0,6.0,4.0,6,4,6,2,,,,,3.0,0.0,Completed,1.5,2.5,1.45,2.7,1.5,2.45,1.51,2.81,1.48,2.56
ATP,2006,31,Paris,French Open,2006-05-29,Grand Slam,Outdoor,Clay,1st Round,5,Ferrero J.C.,Del Potro J.M.,27.0,140.0,1145.0,307.0,6.0,3.0,2,6,6,2,6.0,4.0,,,3.0,1.0,Completed,1.19,4.33,1.28,3.55,1.2,4.45,1.271,4.39,1.2,4.3
ATP,2006,31,Paris,French Open,2006-05-29,Grand Slam,Outdoor,Clay,1st Round,5,Galvani S.,Mayer F.,158.0,78.0,264.0,538.0,4.0,6.0,6,0,7,6,3.0,6.0,7.0,5.0,3.0,2.0,Completed,1.72,2.0,1.65,2.2,1.75,2.0,1.735,2.26,1.72,2.08
ATP,2006,31,Paris,French Open,2006-05-29,Grand Slam,Outdoor,Clay,1st Round,5,Gasquet R.,Wang Y.T.,40.0,91.0,835.0,450.0,6.0,4.0,6,1,7,5,,,,,3.0,0.0,Completed,1.11,6.0,1.12,6.0,1.11,5.84,1.152,7.0,1.11,6.0
ATP,2006,31,Paris,French Open,2006-05-29,Grand Slam,Outdoor,Clay,1st Round,5,Gaudio G.,Karanusic R.,10.0,180.0,1745.0,225.0,6.0,2.0,6,2,6,2,,,,,3.0,0.0,Completed,1.11,6.0,1.14,5.4,1.11,5.84,1.191,5.73,1.12,6.0
ATP,2006,31,Paris,French Open,2006-05-29,Grand Slam,Outdoor,Clay,1st Round,5,Gicquel M.,di Mauro A.,115.0,81.0,378.0,509.0,7.0,5.0,7,6,6,3,,,,,3.0,0.0,Completed,2.37,1.53,2.15,1.67,2.08,1.7,2.44,1.649,2.24,1.62
ATP,2006,31,Paris,French Open,2006-05-29,Grand Slam,Outdoor,Clay,1st Round,5,Grosjean S.,Pavel A.,21.0,84.0,1340.0,494.0,6.0,3.0,6,2,6,3,,,,,3.0,0.0,Completed,1.28,3.5,1.3,3.4,1.3,3.35,1.299,4.05,1.3,3.35
ATP,2006,31,Paris,French Open,2006-05-29,Grand Slam,Outdoor,Clay,1st Round,5,Kiefer N.,Melzer J.,13.0,70.0,1590.0,580.0,7.0,6.0,6,3,6,1,,,,,3.0,0.0,Completed,1.5,2.5,1.57,2.35,1.5,2.45,1.585,2.61,1.57,2.32
ATP,2006,31,Paris,French Open,2006-05-29,Grand Slam,Outdoor,Clay,1st Round,5,Kim K.,Silva J.,116.0,212.0,370.0,192.0,7.0,5.0,6,2,6,7,7.0,6.0,,,3.0,1.0,Completed,1.83,1.83,2.05,1.75,2.0,1.75,2.01,1.901,1.92,1.84
ATP,2006,31,Paris,French Open,2006-05-29,Grand Slam,Outdoor,Clay,1st Round,5,Kohlschreiber P.,Marach O.,83.0,90.0,499.0,454.0,6.0,3.0,7,5,6,7,6.0,2.0,,,3.0,1.0,Completed,1.57,2.25,1.55,2.4,1.51,2.46,1.602,2.56,1.52,2.44
ATP,2006,31,Paris,French Open,2006-05-29,Grand Slam,Outdoor,Clay,1st Round,5,Korolev E.,Seppi A.,151.0,69.0,283.0,586.0,6.0,4.0,2,6,3,6,7.0,5.0,6.0,1.0,3.0,2.0,Completed,2.0,1.72,2.15,1.67,2.0,1.75,2.04,1.877,,
ATP,2006,31,Paris,French Open,2006-05-29,Grand Slam,Outdoor,Clay,1st Round,5,Lapentti N.,Moodie W.,129.0,74.0,342.0,560.0,4.0,6.0,7,6,7,6,6.0,7.0,6.0,2.0,3.0,2.0,Completed,1.36,3.0,1.37,3.0,1.42,2.75,1.435,3.1,1.37,2.95
ATP,2006,31,Paris,French Open,2006-05-29,Grand Slam,Outdoor,Clay,1st Round,5,Massu N.,Malisse X.,35.0,37.0,885.0,856.0,6.0,1.0,7,5,1,6,4.0,6.0,9.0,7.0,3.0,2.0,Completed,1.44,2.62,1.53,2.45,1.5,2.45,1.641,2.46,1.48,2.55
ATP,2006,31,Paris,French Open,2006-05-29,Grand Slam,Outdoor,Clay,1st Round,5,Mirnyi M.,Muller G.,49.0,66.0,785.0,605.0,6.0,3.0,6,1,7,6,,,,,3.0,0.0,Completed,1.57,2.25,1.62,2.25,1.67,2.12,1.637,2.47,1.6,2.27
ATP,2006,31,Paris,French Open,2006-05-29,Grand Slam,Outdoor,Clay,1st Round,5,Nadal R.,Soderling R.,2.0,50.0,4545.0,778.0,6.0,2.0,7,5,6,1,,,,,3.0,0.0,Completed,1.02,11.0,1.02,12.0,1.02,16.0,1.022,31.0,1.02,20.0
ATP,2006,31,Paris,French Open,2006-05-29,Grand Slam,Outdoor,Clay,1st Round,5,Saretta F.,Starace P.,89.0,77.0,457.0,542.0,6.0,7.0,2,6,6,4,7.0,6.0,6.0,3.0,3.0,2.0,Completed,2.25,1.57,2.2,1.65,2.35,1.55,2.52,1.617,2.18,1.65
ATP,2006,31,Paris,French Open,2006-05-29,Grand Slam,Outdoor,Clay,1st Round,5,Sluiter R.,Nieminen J.,118.0,16.0,367.0,1480.0,6.0,2.0,7,6,2,1,,,,,2.0,0.0,Retired,6.0,1.11,6.25,1.11,6.23,1.1,9.0,1.1,5.75,1.12
ATP,2006,31,Paris,French Open,2006-05-29,Grand Slam,Outdoor,Clay,1st Round,5,Stepanek R.,Llodra M.,11.0,122.0,1735.0,361.0,6.0,4.0,6,4,6,2,,,,,3.0,0.0,Completed,1.12,5.5,1.16,5.0,1.15,5.2,1.158,6.71,1.18,4.65
ATP,2006,31,Paris,French Open,2006-05-29,Grand Slam,Outdoor,Clay,1st Round,5,Tursunov D.,Novak J.,34.0,101.0,900.0,415.0,6.0,2.0,6,3,6,2,,,,,3.0,0.0,Completed,2.75,1.39,2.6,1.48,2.45,1.5,2.76,1.524,2.8,1.41
ATP,2006,31,Paris,French Open,2006-05-29,Grand Slam,Outdoor,Clay,1st Round,5,Vassallo-Arguello M.,Goldstein P.,181.0,58.0,225.0,668.0,6.0,2.0,6,0,6,3,,,,,3.0,0.0,Completed,1.44,2.62,1.45,2.7,1.4,2.85,1.481,2.88,,
ATP,2006,31,Paris,French Open,2006-05-29,Grand Slam,Outdoor,Clay,1st Round,5,Volandri F.,Pless K.,55.0,143.0,716.0,299.0,6.0,4.0,7,6,6,4,,,,,3.0,0.0,Completed,1.11,6.0,1.16,4.85,1.17,4.67,1.186,5.87,1.15,5.1
ATP,2006,31,Paris,French Open,2006-05-29,Grand Slam,Outdoor,Clay,1st Round,5,Youzhny M.,Tuksar S.,43.0,166.0,830.0,253.0,6.0,3.0,6,3,3,6,6.0,0.0,,,3.0,1.0,Completed,1.5,2.5,1.62,2.25,1.6,2.3,1.645,2.45,,
ATP,2006,31,Paris,French Open,2006-05-30,Grand Slam,Outdoor,Clay,1st Round,5,Baghdatis M.,Portas A.,19.0,85.0,1399.0,481.0,6.0,4.0,6,4,6,7,6.0,1.0,,,3.0,1.0,Completed,1.44,2.62,1.6,2.3,1.55,2.35,1.637,2.47,1.55,2.4
ATP,2006,31,Paris,French Open,2006-05-30,Grand Slam,Outdoor,Clay,1st Round,5,Benneteau J.,Tipsarevic J.,95.0,104.0,437.0,412.0,6.0,2.0,6,4,5,7,6.0,3.0,,,3.0,1.0,Completed,1.83,1.83,1.93,1.83,1.87,1.87,2.03,1.885,2.0,1.76
ATP,2006,31,Paris,French Open,2006-05-30,Grand Slam,Outdoor,Clay,1st Round,5,Chardy J.,Bjorkman J.,455.0,75.0,60.0,558.0,6.0,2.0,7,5,6,2,,,,,3.0,0.0,Completed,1.72,2.0,1.57,2.35,1.65,2.15,1.667,2.4,1.64,2.2
ATP,2006,31,Paris,French Open,2006-05-30,Grand Slam,Outdoor,Clay,1st Round,5,Djokovic N.,Horna L.,63.0,46.0,627.0,802.0,6.0,3.0,5,0,,,,,,,1.0,0.0,Retired,1.8,1.9,1.88,1.88,1.76,1.99,1.943,1.962,1.8,1.95
ATP,2006,31,Paris,French Open,2006-05-30,Grand Slam,Outdoor,Clay,1st Round,5,Ferrer D.,Garcia-Lopez G.,15.0,102.0,1505.0,414.0,7.0,5.0,6,1,6,0,,,,,3.0,0.0,Completed,1.14,5.0,1.14,5.4,1.17,4.67,1.193,5.67,1.16,4.9
ATP,2006,31,Paris,French Open,2006-05-30,Grand Slam,Outdoor,Clay,1st Round,5,Gonzalez F.,Safin M.,9.0,53.0,1780.0,745.0,6.0,3.0,1,6,6,3,6.0,1.0,,,3.0,1.0,Completed,1.61,2.2,1.62,2.25,1.6,2.25,1.667,2.4,1.64,2.2
ATP,2006,31,Paris,French Open,2006-05-30,Grand Slam,Outdoor,Clay,1st Round,5,Haas T.,Schuettler R.,25.0,73.0,1250.0,563.0,6.0,4.0,6,3,6,3,,,,,3.0,0.0,Completed,1.33,3.2,1.37,3.0,1.4,2.85,1.382,3.42,1.44,2.68
ATP,2006,31,Paris,French Open,2006-05-30,Grand Slam,Outdoor,Clay,1st Round,5,Hernandez O.,Simon G.,131.0,47.0,337.0,791.0,6.0,4.0,6,2,6,3,,,,,3.0,0.0,Completed,3.25,1.33,4.15,1.22,3.9,1.25,3.85,1.317,3.12,1.34
ATP,2006,31,Paris,French Open,2006-05-30,Grand Slam,Outdoor,Clay,1st Round,5,Hewitt L.,Hernych J.,14.0,96.0,1580.0,435.0,7.0,6.0,3,6,6,2,6.0,0.0,,,3.0,1.0,Completed,1.5,2.5,1.55,2.4,,,1.585,2.61,1.48,2.56
