Tour,Year,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,EXW,EXL,IWW,IWL,PSW,PSL
ATP,2005,51,New York,US Open,2005-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Lammer M.,Kim K.,282,70.0,131.0,516.0,3.0,6.0,6,3,7,5,6.0,4.0,,,3.0,1.0,Completed,3.5,1.28,3.0,1.37,3.22,1.32,2.5,1.4,3.64,1.352
ATP,2005,51,New York,US Open,2005-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Acasuso J.,Horna L.,44,63.0,818.0,580.0,4.0,6.0,6,3,6,4,7.0,6.0,,,3.0,1.0,Completed,1.72,2.0,1.77,2.0,1.7,2.1,1.8,1.8,1.769,2.2
ATP,2005,51,New York,US Open,2005-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Hrbaty D.,Seppi A.,17,69.0,1391.0,530.0,6.0,2.0,6,4,6,7,6.0,2.0,,,3.0,1.0,Completed,1.22,4.0,1.2,4.4,1.23,3.89,1.3,2.9,1.25,4.6
ATP,2005,51,New York,US Open,2005-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Dent T.,Burgsmuller L.,27,90.0,1190.0,453.0,6.0,3.0,3,6,6,1,6.0,4.0,,,3.0,1.0,Completed,1.08,7.0,1.08,7.25,1.1,6.75,1.15,4.0,1.116,8.85
ATP,2005,51,New York,US Open,2005-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Ferrer D.,Calleri A.,15,67.0,1420.0,547.0,4.0,6.0,6,4,6,7,6.0,1.0,6.0,1.0,3.0,2.0,Completed,1.22,4.0,1.18,4.65,1.2,4.25,1.25,3.2,1.265,4.47
ATP,2005,51,New York,US Open,2005-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Kucera K.,Philippoussis M.,141,209.0,292.0,188.0,6.0,4.0,6,2,7,5,,,,,3.0,0.0,Completed,2.5,1.5,2.55,1.5,2.3,1.6,2.35,1.45,2.52,1.617
ATP,2005,51,New York,US Open,2005-09-01,Grand Slam,Outdoor,Hard,2nd Round,5,Massu N.,Novak J.,58,25.0,665.0,1230.0,,,,,,,,,,,,,Walkover,2.37,1.53,2.55,1.5,2.25,1.6,2.2,1.5,2.56,1.602
ATP,2005,51,New York,US Open,2005-09-01,Grand Slam,Outdoor,Hard,2nd Round,5,Nadal R.,Jenkins S.,2,352.0,4320.0,87.0,6.0,4.0,7,5,6,4,,,,,3.0,0.0,Completed,1.01,15.0,1.01,14.0,1.03,13.5,1.02,8.0,1.017,48.87
ATP,2005,51,New York,US Open,2005-09-01,Grand Slam,Outdoor,Hard,2nd Round,5,Malisse X.,Baker B.,54,195.0,701.0,202.0,6.0,7.0,6,2,6,3,6.0,4.0,,,3.0,1.0,Completed,1.19,4.33,1.2,4.4,1.2,4.25,1.25,3.2,1.244,4.7
ATP,2005,51,New York,US Open,2005-09-01,Grand Slam,Outdoor,Hard,2nd Round,5,Robredo T.,Kuerten G.,20,357.0,1350.0,85.0,5.0,7.0,7,6,6,3,6.0,2.0,,,3.0,1.0,Completed,1.22,4.0,1.25,3.85,1.2,4.25,1.25,3.2,1.324,3.79
ATP,2005,51,New York,US Open,2005-09-01,Grand Slam,Outdoor,Hard,2nd Round,5,Youzhny M.,Bjorkman J.,26,111.0,1220.0,393.0,6.0,4.0,6,4,6,3,,,,,3.0,0.0,Completed,1.25,3.75,1.22,4.1,1.15,5.05,1.25,3.2,1.216,5.22
ATP,2005,51,New York,US Open,2005-09-01,Grand Slam,Outdoor,Hard,2nd Round,5,Grosjean S.,Johansson T.,35,14.0,960.0,1460.0,6.0,3.0,6,2,4,6,6.0,2.0,,,3.0,1.0,Completed,1.8,1.9,1.77,2.0,1.85,1.9,1.75,1.85,1.909,2.0
ATP,2005,51,New York,US Open,2005-09-01,Grand Slam,Outdoor,Hard,2nd Round,5,Ginepri R.,Muller G.,46,68.0,795.0,531.0,6.0,1.0,6,1,6,4,,,,,3.0,0.0,Completed,1.57,2.25,1.55,2.4,1.42,2.75,1.45,2.35,1.575,2.64
ATP,2005,51,New York,US Open,2005-09-01,Grand Slam,Outdoor,Hard,2nd Round,5,Wawrinka S.,Puerta M.,62,10.0,587.0,1717.0,3.0,6.0,6,4,6,3,6.0,7.0,6.0,1.0,3.0,2.0,Completed,2.75,1.39,2.85,1.4,2.9,1.38,2.7,1.35,3.34,1.394
ATP,2005,51,New York,US Open,2005-09-01,Grand Slam,Outdoor,Hard,2nd Round,5,Agassi A.,Karlovic I.,7,94.0,2190.0,440.0,7.0,6.0,7,6,7,6,,,,,3.0,0.0,Completed,1.08,7.0,1.08,7.25,1.1,6.75,1.1,5.0,1.147,7.12
ATP,2005,51,New York,US Open,2005-09-01,Grand Slam,Outdoor,Hard,2nd Round,5,Coria G.,Spadea V.,8,47.0,1765.0,780.0,6.0,2.0,6,3,6,2,,,,,3.0,0.0,Completed,1.22,4.0,1.25,3.85,1.2,4.25,1.25,3.2,1.281,4.26
ATP,2005,51,New York,US Open,2005-09-01,Grand Slam,Outdoor,Hard,2nd Round,5,Soderling R.,Lopez F.,42,21.0,825.0,1260.0,6.0,2.0,6,2,7,6,,,,,3.0,0.0,Completed,2.2,1.61,2.1,1.7,2.0,1.75,1.95,1.65,2.18,1.781
ATP,2005,51,New York,US Open,2005-09-01,Grand Slam,Outdoor,Hard,2nd Round,5,Haas T.,Schuettler R.,31,98.0,1055.0,420.0,7.0,6.0,6,2,6,0,,,,,3.0,0.0,Completed,1.33,3.25,1.37,3.0,1.35,3.1,1.3,2.9,1.362,3.56
ATP,2005,51,New York,US Open,2005-09-01,Grand Slam,Outdoor,Hard,2nd Round,5,Ljubicic I.,Saulnier C.,19,75.0,1360.0,510.0,7.0,6.0,5,7,6,4,6.0,4.0,,,3.0,1.0,Completed,1.28,3.5,1.33,3.2,1.35,3.1,1.3,2.9,1.407,3.26
ATP,2005,51,New York,US Open,2005-09-01,Grand Slam,Outdoor,Hard,2nd Round,5,Berdych T.,Mello R.,34,56.0,965.0,675.0,6.0,3.0,6,2,6,0,,,,,3.0,0.0,Completed,1.16,4.5,1.18,4.65,1.15,5.2,1.2,3.6,1.19,5.75
ATP,2005,51,New York,US Open,2005-09-02,Grand Slam,Outdoor,Hard,2nd Round,5,Gasquet R.,Galimberti G.,13,236.0,1489.0,159.0,6.0,1.0,3,6,6,3,3.0,2.0,,,2.0,1.0,Retired,1.05,8.5,1.12,6.0,1.1,6.75,1.1,5.0,1.1,9.0
ATP,2005,51,New York,US Open,2005-09-02,Grand Slam,Outdoor,Hard,2nd Round,5,Blake J.,Andreev I.,49,52.0,740.0,709.0,6.0,2.0,6,2,6,4,,,,,3.0,0.0,Completed,1.22,4.0,1.28,3.55,1.25,3.9,1.35,2.7,1.31,3.93
ATP,2005,51,New York,US Open,2005-09-02,Grand Slam,Outdoor,Hard,2nd Round,5,Dent T.,Almagro N.,27,95.0,1190.0,436.0,6.0,3.0,6,2,4,6,7.0,5.0,,,3.0,1.0,Completed,1.16,4.5,1.2,4.4,1.25,3.65,1.2,3.6,1.246,4.66
ATP,2005,51,New York,US Open,2005-09-02,Grand Slam,Outdoor,Hard,2nd Round,5,Srichaphan P.,Davydenko N.,51,6.0,715.0,2215.0,6.0,4.0,7,5,6,3,,,,,3.0,0.0,Completed,3.39,1.3,2.85,1.4,3.35,1.3,2.35,1.45,3.89,1.313
ATP,2005,51,New York,US Open,2005-09-02,Grand Slam,Outdoor,Hard,2nd Round,5,Verdasco F.,Capdeville P.,48,157.0,770.0,275.0,6.0,4.0,6,2,7,5,,,,,3.0,0.0,Completed,1.08,7.0,1.08,7.25,1.07,7.19,1.1,5.0,1.144,7.25
ATP,2005,51,New York,US Open,2005-09-02,Grand Slam,Outdoor,Hard,2nd Round,5,Mirnyi M.,Serra F.,32,74.0,1055.0,511.0,7.0,6.0,6,7,6,4,7.0,6.0,,,3.0,1.0,Completed,1.22,4.0,1.28,3.55,1.3,3.35,1.2,3.6,1.295,4.09
ATP,2005,51,New York,US Open,2005-09-02,Grand Slam,Outdoor,Hard,2nd Round,5,Sanguinetti D.,Moya C.,59,33.0,639.0,1030.0,3.0,6.0,6,1,6,2,6.0,4.0,,,3.0,1.0,Completed,4.33,1.19,5.0,1.16,4.35,1.2,4.0,1.15,5.2,1.217
ATP,2005,51,New York,US Open,2005-09-02,Grand Slam,Outdoor,Hard,2nd Round,5,Nieminen J.,Phau B.,57,108.0,667.0,399.0,6.0,2.0,6,4,5,7,6.0,4.0,,,3.0,1.0,Completed,1.25,3.75,1.3,3.4,1.32,3.22,1.25,3.2,1.314,3.88
ATP,2005,51,New York,US Open,2005-09-02,Grand Slam,Outdoor,Hard,2nd Round,5,Hewitt L.,Acasuso J.,4,44.0,3335.0,818.0,7.0,6.0,7,6,6,2,,,,,3.0,0.0,Completed,1.05,8.5,1.05,9.0,1.05,8.5,1.05,6.0,1.066,13.25
ATP,2005,51,New York,US Open,2005-09-02,Grand Slam,Outdoor,Hard,2nd Round,5,Djokovic N.,Ancic M.,97,24.0,431.0,1230.0,6.0,3.0,5,7,7,6,6.0,3.0,,,3.0,1.0,Completed,3.5,1.28,3.2,1.33,3.59,1.26,2.9,1.3,3.66,1.35
ATP,2005,51,New York,US Open,2005-09-02,Grand Slam,Outdoor,Hard,2nd Round,5,Ferrer D.,Kucera K.,15,141.0,1420.0,292.0,6.0,3.0,6,0,6,2,,,,,3.0,0.0,Completed,1.33,3.25,1.33,3.2,1.3,3.35,1.25,3.2,1.356,3.61
ATP,2005,51,New York,US Open,2005-09-02,Grand Slam,Outdoor,Hard,2nd Round,5,Hrbaty D.,Lammer M.,17,282.0,1391.0,131.0,6.0,1.0,6,1,6,3,,,,,3.0,0.0,Completed,1.1,6.5,1.12,6.0,1.1,6.75,1.15,4.0,1.091,10.0
ATP,2005,51,New York,US Open,2005-09-02,Grand Slam,Outdoor,Hard,2nd Round,5,Rochus O.,Montanes A.,29,86.0,1100.0,469.0,4.0,6.0,6,2,6,1,6.0,3.0,,,3.0,1.0,Completed,1.07,7.5,1.08,7.25,1.13,5.5,1.15,4.0,1.123,8.35
ATP,2005,51,New York,US Open,2005-09-02,Grand Slam,Outdoor,Hard,2nd Round,5,Clement A.,Murray A.,91,122.0,449.0,358.0,6.0,2.0,7,6,2,6,6.0,7.0,6.0,0.0,3.0,2.0,Completed,1.83,1.83,1.88,1.88,1.8,1.95,1.95,1.65,1.909,2.0
ATP,2005,51,New York,US Open,2005-09-02,Grand Slam,Outdoor,Hard,2nd Round,5,Kiefer N.,Stepanek R.,38,18.0,900.0,1390.0,4.0,6.0,4,6,6,4,6.0,3.0,6.0,3.0,3.0,2.0,Completed,1.39,2.75,1.4,2.85,1.33,3.15,1.45,2.35,1.455,3.0
ATP,2005,51,New York,US Open,2005-09-03,Grand Slam,Outdoor,Hard,2nd Round,5,Nalbandian D.,Wessels P.,11,103.0,1700.0,413.0,7.0,6.0,1,6,6,2,7.0,6.0,,,3.0,1.0,Completed,1.08,7.0,1.08,7.25,1.1,6.75,1.1,5.0,1.129,8.05
ATP,2005,51,New York,US Open,2005-09-03,Grand Slam,Outdoor,Hard,2nd Round,5,Gonzalez F.,Tursunov D.,23,138.0,1255.0,302.0,6.0,4.0,3,6,6,4,6.0,3.0,,,3.0,1.0,Completed,1.33,3.25,1.35,3.1,1.4,2.85,1.35,2.7,1.365,3.54
ATP,2005,51,New York,US Open,2005-09-03,Grand Slam,Outdoor,Hard,2nd Round,5,Federer R.,Santoro F.,1,76.0,6975.0,509.0,7.0,5.0,7,5,7,6,,,,,3.0,0.0,Completed,1.01,15.0,1.01,14.0,1.01,33.0,1.02,8.0,1.017,46.0
ATP,2005,51,New York,US Open,2005-09-03,Grand Slam,Outdoor,Hard,3rd Round,5,Gasquet R.,Ljubicic I.,13,19.0,1489.0,1360.0,3.0,6.0,7,6,6,7,6.0,3.0,6.0,2.0,3.0,2.0,Completed,1.66,2.1,1.85,1.95,1.7,2.1,1.6,2.0,1.962,1.943
ATP,2005,51,New York,US Open,2005-09-03,Grand Slam,Outdoor,Hard,3rd Round,5,Massu N.,Wawrinka S.,58,62.0,665.0,587.0,6.0,4.0,6,3,6,0,,,,,3.0,0.0,Completed,1.72,2.0,1.81,2.0,1.9,1.85,1.55,2.1,1.917,1.99
ATP,2005,51,New York,US Open,2005-09-03,Grand Slam,Outdoor,Hard,3rd Round,5,Blake J.,Nadal R.,49,2.0,740.0,4320.0,6.0,4.0,4,6,6,3,6.0,1.0,,,3.0,1.0,Completed,3.75,1.25,3.3,1.33,3.8,1.25,3.2,1.25,3.99,1.304
ATP,2005,51,New York,US Open,2005-09-03,Grand Slam,Outdoor,Hard,3rd Round,5,Coria G.,Soderling R.,8,42.0,1765.0,825.0,6.0,2.0,6,7,6,1,6.0,4.0,,,3.0,1.0,Completed,1.44,2.62,1.55,2.45,1.45,2.7,1.4,2.5,1.575,2.64
ATP,2005,51,New York,US Open,2005-09-03,Grand Slam,Outdoor,Hard,3rd Round,5,Agassi A.,Berdych T.,7,34.0,2190.0,965.0,3.0,6.0,6,1,6,4,7.0,6.0,,,3.0,1.0,Completed,1.25,3.75,1.3,3.5,1.28,3.46,1.2,3.6,1.362,3.56
ATP,2005,51,New York,US Open,2005-09-03,Grand Slam,Outdoor,Hard,3rd Round,5,Malisse X.,Youzhny M.,54,26.0,701.0,1220.0,5.0,7.0,1,6,6,1,7.0,5.0,7.0,6.0,3.0,2.0,Completed,2.37,1.53,2.35,1.6,2.525,1.485,2.35,1.45,2.77,1.524
ATP,2005,51,New York,US Open,2005-09-04,Grand Slam,Outdoor,Hard,3rd Round,5,Robredo T.,Grosjean S.,20,35.0,1350.0,960.0,6.0,4.0,7,5,6,7,7.0,6.0,,,3.0,1.0,Completed,2.62,1.44,2.75,1.45,3.0,1.35,2.2,1.5,3.03,1.448
ATP,2005,51,New York,US Open,2005-09-04,Grand Slam,Outdoor,Hard,3rd Round,5,Ginepri R.,Haas T.,46,31.0,795.0,1055.0,7.0,5.0,6,7,6,4,2.0,6.0,6.0,3.0,3.0,2.0,Completed,1.39,2.75,1.45,2.75,1.42,2.75,1.5,2.2,1.474,2.91
ATP,2005,51,New York,US Open,2005-09-04,Grand Slam,Outdoor,Hard,3rd Round,5,Hewitt L.,Dent T.,4,27.0,3335.0,1190.0,6.0,3.0,3,6,6,7,6.0,2.0,7.0,5.0,3.0,2.0,Completed,1.16,4.5,1.15,5.5,1.13,5.5,1.2,3.6,1.183,5.95
ATP,2005,51,New York,US Open,2005-09-04,Grand Slam,Outdoor,Hard,3rd Round,5,Hrbaty D.,Ferrer D.,17,15.0,1391.0,1420.0,6.0,7.0,7,5,7,5,7.0,5.0,,,3.0,1.0,Completed,2.1,1.66,2.1,1.73,2.0,1.75,1.9,1.7,2.18,1.781
ATP,2005,51,New York,US Open,2005-09-04,Grand Slam,Outdoor,Hard,3rd Round,5,Verdasco F.,Djokovic N.,48,97.0,770.0,431.0,6.0,1.0,4,6,6,7,6.0,4.0,6.0,4.0,3.0,2.0,Completed,1.39,2.75,1.47,2.65,1.45,2.6,1.4,2.5,1.543,2.74
ATP,2005,51,New York,US Open,2005-09-04,Grand Slam,Outdoor,Hard,3rd Round,5,Nieminen J.,Mirnyi M.,57,32.0,667.0,1055.0,6.0,3.0,7,6,3,6,6.0,3.0,,,3.0,1.0,Completed,2.25,1.57,2.4,1.57,2.35,1.55,2.2,1.5,2.49,1.629
ATP,2005,51,New York,US Open,2005-09-04,Grand Slam,Outdoor,Hard,3rd Round,5,Kiefer N.,Clement A.,38,91.0,900.0,449.0,6.0,4.0,6,7,6,4,6.0,1.0,,,3.0,1.0,Completed,1.44,2.62,1.42,2.85,1.4,2.85,1.45,2.35,1.467,2.94
ATP,2005,51,New York,US Open,2005-09-04,Grand Slam,Outdoor,Hard,3rd Round,5,Sanguinetti D.,Srichaphan P.,59,51.0,639.0,715.0,6.0,3.0,4,6,6,7,7.0,6.0,7.0,6.0,3.0,2.0,Completed,3.0,1.36,2.85,1.42,2.75,1.4,2.7,1.35,3.0,1.455
ATP,2005,51,New York,US Open,2005-09-05,Grand Slam,Outdoor,Hard,3rd Round,5,Federer R.,Rochus O.,1,29.0,6975.0,1100.0,6.0,3.0,7,6,6,2,,,,,3.0,0.0,Completed,1.01,12.0,1.01,16.0,1.02,25.0,1.03,7.0,1.016,49.4
ATP,2005,51,New York,US Open,2005-09-05,Grand Slam,Outdoor,Hard,3rd Round,5,Nalbandian D.,Gonzalez F.,11,23.0,1700.0,1255.0,7.0,5.0,6,3,6,0,,,,,3.0,0.0,Completed,1.66,2.1,1.73,2.1,1.75,2.0,1.65,1.95,1.709,2.31
ATP,2005,51,New York,US Open,2005-09-05,Grand Slam,Outdoor,Hard,4th Round,5,Coria G.,Massu N.,8,58.0,1765.0,665.0,6.0,4.0,2,6,6,7,6.0,2.0,6.0,2.0,3.0,2.0,Completed,1.19,4.33,1.2,4.55,1.2,4.45,1.25,3.2,1.196,5.6
ATP,2005,51,New York,US Open,2005-09-05,Grand Slam,Outdoor,Hard,4th Round,5,Agassi A.,Malisse X.,7,54.0,2190.0,701.0,6.0,3.0,6,4,6,7,4.0,6.0,6.0,2.0,3.0,2.0,Completed,1.14,5.0,1.13,6.0,1.13,5.5,1.15,4.0,1.142,7.35
ATP,2005,51,New York,US Open,2005-09-05,Grand Slam,Outdoor,Hard,4th Round,5,Blake J.,Robredo T.,49,20.0,740.0,1350.0,4.0,6.0,7,5,6,2,6.0,3.0,,,3.0,1.0,Completed,1.25,3.75,1.22,4.25,1.25,3.74,1.25,3.2,1.302,4.01
ATP,2005,51,New York,US Open,2005-09-06,Grand Slam,Outdoor,Hard,4th Round,5,Ginepri R.,Gasquet R.,46,13.0,795.0,1489.0,6.0,3.0,3,6,6,7,6.0,4.0,6.0,0.0,3.0,2.0,Completed,1.44,2.62,1.4,2.95,1.45,2.6,1.6,2.0,1.469,2.93
ATP,2005,51,New York,US Open,2005-09-06,Grand Slam,Outdoor,Hard,4th Round,5,Nieminen J.,Verdasco F.,57,48.0,667.0,770.0,6.0,2.0,7,6,6,3,,,,,3.0,0.0,Completed,2.5,1.5,2.45,1.55,2.45,1.5,2.2,1.5,2.53,1.613
ATP,2005,51,New York,US Open,2005-09-06,Grand Slam,Outdoor,Hard,4th Round,5,Hewitt L.,Hrbaty D.,4,17.0,3335.0,1391.0,6.0,1.0,6,4,6,2,,,,,3.0,0.0,Completed,1.14,5.0,1.17,5.0,1.17,4.67,1.2,3.6,1.2,5.5
ATP,2005,51,New York,US Open,2005-09-06,Grand Slam,Outdoor,Hard,4th Round,5,Federer R.,Kiefer N.,1,38.0,6975.0,900.0,6.0,4.0,6,7,6,3,6.0,4.0,,,3.0,1.0,Completed,1.02,11.0,1.03,12.0,1.03,20.0,1.05,6.0,1.043,19.5
ATP,2005,51,New York,US Open,2005-09-07,Grand Slam,Outdoor,Hard,4th Round,5,Nalbandian D.,Sanguinetti D.,11,59.0,1700.0,639.0,4.0,6.0,7,6,6,4,6.0,2.0,,,3.0,1.0,Completed,1.12,5.5,1.1,7.0,1.11,5.84,1.15,4.0,1.129,8.04
ATP,2005,51,New York,US Open,2005-09-07,Grand Slam,Outdoor,Hard,Quarterfinals,5,Ginepri R.,Coria G.,46,8.0,795.0,1765.0,4.0,6.0,6,1,7,5,3.0,6.0,7.0,5.0,3.0,2.0,Completed,1.5,2.5,1.57,2.4,1.58,2.47,1.65,1.95,1.625,2.5
ATP,2005,51,New York,US Open,2005-09-08,Grand Slam,Outdoor,Hard,Quarterfinals,5,Agassi A.,Blake J.,7,49.0,2190.0,740.0,3.0,6.0,3,6,6,3,6.0,3.0,7.0,6.0,3.0,2.0,Completed,1.66,2.1,1.77,2.05,1.89,1.96,1.8,1.8,2.26,1.704
ATP,2005,51,New York,US Open,2005-09-08,Grand Slam,Outdoor,Hard,Quarterfinals,5,Hewitt L.,Nieminen J.,4,57.0,3335.0,667.0,2.0,6.0,6,1,3,6,6.0,3.0,6.0,1.0,3.0,2.0,Completed,1.08,7.5,1.06,9.0,1.1,7.69,1.1,5.0,1.12,8.55
ATP,2005,51,New York,US Open,2005-09-09,Grand Slam,Outdoor,Hard,Quarterfinals,5,Federer R.,Nalbandian D.,1,11.0,6975.0,1700.0,6.0,2.0,6,4,6,1,,,,,3.0,0.0,Completed,1.07,8.0,1.08,8.0,1.11,7.4,1.1,5.0,1.131,7.9
ATP,2005,51,New York,US Open,2005-09-10,Grand Slam,Outdoor,Hard,Semifinals,5,Agassi A.,Ginepri R.,7,46.0,2190.0,795.0,6.0,4.0,5,7,6,3,4.0,6.0,6.0,3.0,3.0,2.0,Completed,1.36,3.2,1.37,3.1,1.41,3.0,1.45,2.35,1.405,3.27
ATP,2005,51,New York,US Open,2005-09-10,Grand Slam,Outdoor,Hard,Semifinals,5,Federer R.,Hewitt L.,1,4.0,6975.0,3335.0,6.0,3.0,7,6,4,6,6.0,3.0,,,3.0,1.0,Completed,1.08,7.5,1.1,7.0,1.11,7.4,1.1,5.0,1.116,8.86
ATP,2005,51,New York,US Open,2005-09-11,Grand Slam,Outdoor,Hard,The Final,5,Federer R.,Agassi A.,1,7.0,6975.0,2190.0,6.0,3.0,2,6,7,6,6.0,1.0,,,3.0,1.0,Completed,1.12,6.0,1.11,6.5,1.13,6.41,1.1,5.0,1.152,6.96
