Tour,Year,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,EXW,EXL,IWW,IWL,PSW,PSL
ATP,2005,36,London,Wimbledon,2005-06-20,Grand Slam,Outdoor,Grass,1st Round,5,di Mauro A.,Goodall J.,93,313.0,,,6.0,3.0,7,6,6,3,,,,,3.0,0.0,Completed,2.75,1.4,2.7,1.45,2.6,1.45,2.5,1.4,3.0,1.455
ATP,2005,36,London,Wimbledon,2005-06-20,Grand Slam,Outdoor,Grass,1st Round,5,Sherwood D.,Mello R.,261,54.0,,,6.0,3.0,6,4,6,4,,,,,3.0,0.0,Completed,2.0,1.72,2.15,1.67,2.25,1.6,1.95,1.65,2.28,1.725
ATP,2005,36,London,Wimbledon,2005-06-20,Grand Slam,Outdoor,Grass,1st Round,5,Lopez F.,Phau B.,33,103.0,,,5.0,7.0,7,6,6,7,6.0,2.0,6.0,4.0,3.0,2.0,Completed,1.08,7.0,1.13,5.65,1.1,6.75,1.1,5.0,1.16,6.65
ATP,2005,36,London,Wimbledon,2005-06-20,Grand Slam,Outdoor,Grass,1st Round,5,Dent T.,Norman D.,30,105.0,,,7.0,6.0,7,6,4,6,6.0,7.0,6.0,1.0,3.0,2.0,Completed,1.25,3.75,1.3,3.4,1.28,3.46,1.3,2.9,1.29,4.11
ATP,2005,36,London,Wimbledon,2005-06-20,Grand Slam,Outdoor,Grass,1st Round,5,Kiefer N.,Benneteau J.,26,126.0,,,6.0,3.0,7,6,5,7,3.0,6.0,6.0,4.0,3.0,2.0,Completed,1.19,4.33,1.22,4.1,1.21,4.06,1.2,3.6,1.22,5.07
ATP,2005,36,London,Wimbledon,2005-06-20,Grand Slam,Outdoor,Grass,1st Round,5,Federer R.,Mathieu P.,1,58.0,,,6.0,4.0,6,2,6,4,,,,,3.0,0.0,Completed,1.0,17.0,1.02,12.0,1.02,13.5,1.02,8.0,1.01,48.5
ATP,2005,36,London,Wimbledon,2005-06-20,Grand Slam,Outdoor,Grass,1st Round,5,Hewitt L.,Rochus C.,2,47.0,,,6.0,3.0,6,3,6,1,,,,,3.0,0.0,Completed,1.02,12.0,1.03,11.0,1.05,8.5,1.05,6.0,1.04,19.5
ATP,2005,36,London,Wimbledon,2005-06-20,Grand Slam,Outdoor,Grass,1st Round,5,Gonzalez F.,Mackin A.,24,218.0,,,6.0,3.0,6,4,6,4,,,,,3.0,0.0,Completed,1.12,5.5,1.17,4.85,1.15,5.2,1.15,4.0,1.18,6.0
ATP,2005,36,London,Wimbledon,2005-06-20,Grand Slam,Outdoor,Grass,1st Round,5,Minar I.,Tabara M.,99,109.0,,,6.0,4.0,6,4,6,4,,,,,3.0,0.0,Completed,1.57,2.25,1.7,2.1,1.7,2.1,1.55,2.1,1.7,2.32
ATP,2005,36,London,Wimbledon,2005-06-20,Grand Slam,Outdoor,Grass,1st Round,5,Zib T.,Acasuso J.,62,46.0,,,7.0,5.0,6,3,6,3,,,,,3.0,0.0,Completed,1.3,3.39,1.25,3.85,1.3,3.35,1.25,3.2,1.32,3.82
ATP,2005,36,London,Wimbledon,2005-06-20,Grand Slam,Outdoor,Grass,1st Round,5,Lee H.T.,Enqvist T.,67,131.0,,,6.0,3.0,6,7,7,5,6.0,4.0,,,3.0,1.0,Completed,1.66,2.1,1.67,2.15,1.8,1.95,1.55,2.1,1.75,2.23
ATP,2005,36,London,Wimbledon,2005-06-20,Grand Slam,Outdoor,Grass,1st Round,5,Youzhny M.,Baghdatis M.,34,90.0,,,6.0,2.0,3,6,6,1,6.0,4.0,,,3.0,1.0,Completed,1.5,2.5,1.5,2.55,1.5,2.45,1.35,2.7,1.54,2.7
ATP,2005,36,London,Wimbledon,2005-06-20,Grand Slam,Outdoor,Grass,1st Round,5,Kim K.,Bogdanovic A.,71,195.0,,,6.0,7.0,6,1,6,4,6.0,2.0,,,3.0,1.0,Completed,1.44,2.62,1.55,2.4,1.48,2.53,1.5,2.2,1.5,2.78
ATP,2005,36,London,Wimbledon,2005-06-20,Grand Slam,Outdoor,Grass,1st Round,5,Verdasco F.,Robredo T.,59,14.0,,,6.0,1.0,6,2,7,5,,,,,3.0,0.0,Completed,2.62,1.44,2.7,1.45,2.85,1.4,2.5,1.4,3.11,1.43
ATP,2005,36,London,Wimbledon,2005-06-20,Grand Slam,Outdoor,Grass,1st Round,5,Rusedski G.,Martin A.,40,52.0,,,6.0,3.0,4,6,6,2,6.0,1.0,,,3.0,1.0,Completed,1.12,5.5,1.12,6.0,1.13,5.5,1.1,5.0,1.17,6.48
ATP,2005,36,London,Wimbledon,2005-06-20,Grand Slam,Outdoor,Grass,1st Round,5,Berdych T.,Dupuis A.,49,116.0,,,7.0,6.0,7,5,3,6,7.0,6.0,,,3.0,1.0,Completed,1.66,2.1,1.77,2.0,1.65,2.2,1.65,1.95,1.75,2.23
ATP,2005,36,London,Wimbledon,2005-06-20,Grand Slam,Outdoor,Grass,1st Round,5,Davydenko N.,Draper S.,7,787.0,,,7.0,6.0,6,4,6,3,,,,,3.0,0.0,Completed,1.44,2.62,1.55,2.4,1.6,2.3,1.55,2.1,1.54,2.75
ATP,2005,36,London,Wimbledon,2005-06-20,Grand Slam,Outdoor,Grass,1st Round,5,Johansson J.,Montanes A.,10,82.0,,,7.0,6.0,6,4,7,5,,,,,3.0,0.0,Completed,1.04,10.0,1.05,9.0,1.05,9.5,1.07,5.5,1.07,13.5
ATP,2005,36,London,Wimbledon,2005-06-20,Grand Slam,Outdoor,Grass,1st Round,5,Burgsmuller L.,Puerta M.,91,11.0,,,6.0,1.0,6,1,6,4,,,,,3.0,0.0,Completed,1.33,3.25,1.35,3.0,1.28,3.46,1.3,2.9,1.46,2.97
ATP,2005,36,London,Wimbledon,2005-06-20,Grand Slam,Outdoor,Grass,1st Round,5,Bjorkman J.,Morrison J.,97,107.0,,,6.0,3.0,6,3,4,6,2.0,6.0,6.0,2.0,3.0,2.0,Completed,1.36,3.0,1.4,2.85,1.35,3.1,1.4,2.5,1.41,3.22
ATP,2005,36,London,Wimbledon,2005-06-20,Grand Slam,Outdoor,Grass,1st Round,5,Safin M.,Srichaphan P.,5,45.0,,,6.0,2.0,6,4,6,4,,,,,3.0,0.0,Completed,1.16,4.5,1.25,3.85,1.25,3.9,1.25,3.2,1.23,4.96
ATP,2005,36,London,Wimbledon,2005-06-20,Grand Slam,Outdoor,Grass,1st Round,5,Ferrero J.C.,Delgado J.,31,212.0,,,7.0,6.0,6,1,6,4,,,,,3.0,0.0,Completed,1.28,3.5,1.28,3.55,1.2,4.25,1.25,3.2,1.3,4.05
ATP,2005,36,London,Wimbledon,2005-06-20,Grand Slam,Outdoor,Grass,1st Round,5,Monfils G.,Okun N.,83,154.0,,,3.0,6.0,6,4,6,4,7.0,6.0,,,3.0,1.0,Completed,1.53,2.37,1.7,2.1,1.7,2.1,1.6,2.0,1.73,2.27
ATP,2005,36,London,Wimbledon,2005-06-20,Grand Slam,Outdoor,Grass,1st Round,5,Hrbaty D.,Saulnier C.,25,48.0,,,7.0,6.0,6,0,6,2,,,,,3.0,0.0,Completed,1.83,1.83,1.88,1.88,1.95,1.8,1.7,1.9,2.05,1.87
ATP,2005,36,London,Wimbledon,2005-06-20,Grand Slam,Outdoor,Grass,1st Round,5,Ancic M.,Summerer T.,17,178.0,,,6.0,3.0,7,5,6,1,,,,,3.0,0.0,Completed,1.05,9.0,1.1,6.5,1.07,7.19,1.1,5.0,1.1,9.5
ATP,2005,36,London,Wimbledon,2005-06-20,Grand Slam,Outdoor,Grass,1st Round,5,Hernych J.,Blake J.,66,102.0,,,1.0,6.0,6,4,7,6,7.0,6.0,,,3.0,1.0,Completed,2.25,1.57,2.2,1.65,2.12,1.67,2.1,1.55,2.42,1.66
ATP,2005,36,London,Wimbledon,2005-06-20,Grand Slam,Outdoor,Grass,1st Round,5,Lisnard J.R.,Hernandez O.,98,80.0,,,6.0,4.0,2,1,,,,,,,1.0,0.0,Retired,1.28,3.5,1.28,3.5,1.28,3.46,1.25,3.2,1.32,3.8
ATP,2005,36,London,Wimbledon,2005-06-20,Grand Slam,Outdoor,Grass,1st Round,5,Gimelstob J.,Garcia A.,123,169.0,,,6.0,3.0,6,4,7,6,,,,,3.0,0.0,Completed,1.5,2.5,1.62,2.25,1.64,2.17,1.45,2.35,1.676,2.38
ATP,2005,36,London,Wimbledon,2005-06-20,Grand Slam,Outdoor,Grass,1st Round,5,Massu N.,Sargsian S.,29,92.0,,,7.0,6.0,6,3,6,4,,,,,3.0,0.0,Completed,,,,,,,,,1.405,3.27
ATP,2005,36,London,Wimbledon,2005-06-20,Grand Slam,Outdoor,Grass,1st Round,5,Philippoussis M.,Beck K.,142,43.0,,,7.0,5.0,6,4,6,2,,,,,3.0,0.0,Completed,1.66,2.1,1.7,2.1,1.75,2.0,1.7,1.9,1.85,2.08
ATP,2005,36,London,Wimbledon,2005-06-20,Grand Slam,Outdoor,Grass,1st Round,5,Mayer F.,Ventura S.,57,110.0,,,6.0,4.0,7,5,6,2,,,,,3.0,0.0,Completed,1.06,8.0,1.08,7.25,1.1,6.75,1.05,6.0,1.09,9.68
ATP,2005,36,London,Wimbledon,2005-06-21,Grand Slam,Outdoor,Grass,1st Round,5,Murray A.,Bastl G.,312,146.0,,,6.0,4.0,6,2,6,2,,,,,3.0,0.0,Completed,,,,,,,1.5,2.2,,
ATP,2005,36,London,Wimbledon,2005-06-21,Grand Slam,Outdoor,Grass,1st Round,5,Coria G.,Behrend T.,18,84.0,,,6.0,1.0,6,2,6,2,,,,,3.0,0.0,Completed,1.14,5.0,1.15,5.25,1.15,5.5,1.1,5.0,1.17,6.33
ATP,2005,36,London,Wimbledon,2005-06-21,Grand Slam,Outdoor,Grass,1st Round,5,Santoro F.,Wawrinka S.,53,74.0,,,6.0,2.0,6,7,7,5,6.0,1.0,,,3.0,1.0,Completed,1.44,2.62,1.37,3.0,1.45,2.6,1.45,2.35,1.48,2.9
ATP,2005,36,London,Wimbledon,2005-06-21,Grand Slam,Outdoor,Grass,1st Round,5,Stepanek R.,Ginepri R.,13,73.0,,,6.0,7.0,6,3,6,3,6.0,2.0,,,3.0,1.0,Completed,1.33,3.25,1.3,3.4,1.25,3.9,1.3,2.9,1.32,3.83
ATP,2005,36,London,Wimbledon,2005-06-21,Grand Slam,Outdoor,Grass,1st Round,5,Calatrava A.,Ketola T.,125,225.0,,,6.0,4.0,7,6,6,4,,,,,3.0,0.0,Completed,4.0,1.22,4.65,1.18,4.06,1.21,3.6,1.2,5.15,1.22
ATP,2005,36,London,Wimbledon,2005-06-21,Grand Slam,Outdoor,Grass,1st Round,5,Novak J.,Wessels P.,28,79.0,,,7.0,6.0,6,3,6,4,,,,,3.0,0.0,Completed,1.57,2.25,1.5,2.55,1.55,2.35,1.5,2.2,1.61,2.53
ATP,2005,36,London,Wimbledon,2005-06-21,Grand Slam,Outdoor,Grass,1st Round,5,Bracciali D.,Karlovic I.,120,56.0,,,6.0,7.0,7,6,3,6,7.0,6.0,12.0,10.0,3.0,2.0,Completed,4.0,1.22,3.85,1.25,3.9,1.25,2.7,1.35,4.15,1.28
ATP,2005,36,London,Wimbledon,2005-06-21,Grand Slam,Outdoor,Grass,1st Round,5,Melzer J.,Ljubicic I.,38,16.0,,,6.0,4.0,6,4,6,4,,,,,3.0,0.0,Completed,2.62,1.44,2.45,1.53,2.53,1.48,2.2,1.5,2.61,1.59
ATP,2005,36,London,Wimbledon,2005-06-21,Grand Slam,Outdoor,Grass,1st Round,5,Udomchoke D.,Koubek S.,161,78.0,,,5.0,7.0,6,4,4,6,6.0,3.0,8.0,6.0,3.0,2.0,Completed,1.3,3.39,1.3,3.3,,,1.25,3.2,1.38,3.47
ATP,2005,36,London,Wimbledon,2005-06-21,Grand Slam,Outdoor,Grass,1st Round,5,Roddick A.,Vanek J.,4,100.0,,,6.0,1.0,7,6,6,2,,,,,3.0,0.0,Completed,1.0,17.0,1.02,12.0,1.02,25.0,1.01,10.0,1.01,51.0
ATP,2005,36,London,Wimbledon,2005-06-21,Grand Slam,Outdoor,Grass,1st Round,5,Sanguinetti D.,Seppi A.,64,88.0,,,6.0,3.0,6,2,6,1,,,,,3.0,0.0,Completed,1.5,2.5,1.55,2.4,1.6,2.3,1.5,2.2,1.61,2.54
ATP,2005,36,London,Wimbledon,2005-06-21,Grand Slam,Outdoor,Grass,1st Round,5,Andreev I.,Soderling R.,42,37.0,,,6.0,7.0,7,5,6,1,7.0,5.0,,,3.0,1.0,Completed,2.75,1.39,2.85,1.4,3.22,1.32,2.7,1.35,3.2,1.417
ATP,2005,36,London,Wimbledon,2005-06-21,Grand Slam,Outdoor,Grass,1st Round,5,Tursunov D.,Almagro N.,152,77.0,,,7.0,6.0,7,6,6,1,,,,,3.0,0.0,Completed,1.25,3.75,1.28,3.55,1.35,3.1,1.25,3.2,1.35,3.64
ATP,2005,36,London,Wimbledon,2005-06-21,Grand Slam,Outdoor,Grass,1st Round,5,Malisse X.,Marray J.,51,272.0,,,6.0,3.0,3,6,2,6,6.0,1.0,6.0,4.0,3.0,2.0,Completed,1.14,5.0,1.12,6.0,1.1,6.23,1.1,5.0,1.15,7.17
ATP,2005,36,London,Wimbledon,2005-06-21,Grand Slam,Outdoor,Grass,1st Round,5,Henman T.,Nieminen J.,9,70.0,,,3.0,6.0,6,7,6,4,7.0,5.0,6.0,2.0,3.0,2.0,Completed,1.1,6.5,1.1,6.5,1.13,5.5,1.1,5.0,1.12,8.8
ATP,2005,36,London,Wimbledon,2005-06-21,Grand Slam,Outdoor,Grass,1st Round,5,Lu Y.H.,Clement A.,153,121.0,,,7.0,6.0,0,6,6,1,3.0,6.0,6.0,3.0,3.0,2.0,Completed,3.25,1.33,2.85,1.4,3.12,1.34,2.9,1.3,3.24,1.41
ATP,2005,36,London,Wimbledon,2005-06-21,Grand Slam,Outdoor,Grass,1st Round,5,Gasquet R.,Kohlschreiber P.,20,61.0,,,6.0,3.0,3,6,6,3,6.0,2.0,,,3.0,1.0,Completed,1.11,6.0,1.12,6.0,1.13,5.5,1.1,5.0,1.13,7.95
ATP,2005,36,London,Wimbledon,2005-06-21,Grand Slam,Outdoor,Grass,1st Round,5,Tipsarevic J.,Haas T.,108,23.0,,,6.0,2.0,2,1,,,,,,,1.0,0.0,Retired,5.5,1.12,5.65,1.13,5.84,1.11,5.0,1.1,6.75,1.16
ATP,2005,36,London,Wimbledon,2005-06-21,Grand Slam,Outdoor,Grass,1st Round,5,Elseneer G.,Starace P.,191,86.0,,,6.0,3.0,7,6,6,3,,,,,3.0,0.0,Completed,1.28,3.5,1.25,3.85,1.28,3.46,1.25,3.2,1.3,4.05
ATP,2005,36,London,Wimbledon,2005-06-21,Grand Slam,Outdoor,Grass,1st Round,5,Popp A.,Haehnel J.,134,106.0,,,6.0,2.0,6,3,2,6,6.0,4.0,,,3.0,1.0,Completed,1.28,3.5,1.28,3.55,1.37,2.92,1.35,2.7,1.35,3.65
ATP,2005,36,London,Wimbledon,2005-06-21,Grand Slam,Outdoor,Grass,1st Round,5,Arthurs W.,Volandri F.,85,32.0,,,6.0,3.0,6,4,6,4,,,,,3.0,0.0,Completed,1.12,5.5,1.13,5.65,1.1,6.25,1.15,4.0,1.16,6.7
ATP,2005,36,London,Wimbledon,2005-06-21,Grand Slam,Outdoor,Grass,1st Round,5,Garcia-Lopez G.,Ferrer D.,81,15.0,,,6.0,3.0,6,2,7,6,,,,,3.0,0.0,Completed,2.0,1.72,1.93,1.83,1.85,1.9,1.8,1.8,2.06,1.86
ATP,2005,36,London,Wimbledon,2005-06-21,Grand Slam,Outdoor,Grass,1st Round,5,Hanescu V.,Carlsen K.,60,50.0,,,6.0,7.0,7,6,6,3,5.0,7.0,6.0,4.0,3.0,2.0,Completed,1.9,1.8,2.0,1.77,1.95,1.8,1.95,1.65,2.14,1.81
ATP,2005,36,London,Wimbledon,2005-06-21,Grand Slam,Outdoor,Grass,1st Round,5,Djokovic N.,Monaco J.,128,68.0,,,6.0,3.0,7,6,6,3,,,,,3.0,0.0,Completed,1.22,4.0,1.2,4.25,1.25,3.9,1.2,3.6,1.25,4.65
ATP,2005,36,London,Wimbledon,2005-06-21,Grand Slam,Outdoor,Grass,1st Round,5,Pavel A.,Karanusic R.,41,179.0,,,6.0,2.0,4,6,6,2,6.0,4.0,,,3.0,1.0,Completed,1.72,2.0,1.77,2.0,1.75,2.05,1.65,1.95,1.76,2.22
ATP,2005,36,London,Wimbledon,2005-06-21,Grand Slam,Outdoor,Grass,1st Round,5,Muller G.,Mantilla F.,69,76.0,,,5.0,4.0,,,,,,,,,0.0,0.0,Retired,1.25,3.75,1.25,3.85,1.28,3.46,1.25,3.2,1.27,4.35
ATP,2005,36,London,Wimbledon,2005-06-21,Grand Slam,Outdoor,Grass,1st Round,5,Kucera K.,Horna L.,157,55.0,,,4.0,6.0,6,3,6,3,6.0,4.0,,,3.0,1.0,Completed,1.57,2.25,1.62,2.25,1.6,2.3,1.5,2.2,1.6,2.56
ATP,2005,36,London,Wimbledon,2005-06-21,Grand Slam,Outdoor,Grass,1st Round,5,Nadal R.,Spadea V.,3,39.0,,,6.0,4.0,6,3,6,0,,,,,3.0,0.0,Completed,1.19,4.33,1.25,3.85,1.21,4.06,1.25,3.2,1.25,4.6
ATP,2005,36,London,Wimbledon,2005-06-21,Grand Slam,Outdoor,Grass,1st Round,5,Mirnyi M.,Schuettler R.,36,72.0,,,6.0,3.0,6,3,6,4,,,,,3.0,0.0,Completed,1.36,3.0,1.33,3.1,1.37,2.92,1.4,2.5,1.42,3.2
ATP,2005,36,London,Wimbledon,2005-06-21,Grand Slam,Outdoor,Grass,1st Round,5,Rochus O.,Goldstein P.,35,101.0,,,6.0,4.0,6,2,6,2,,,,,3.0,0.0,Completed,1.16,4.5,1.13,5.25,1.2,4.25,1.2,3.6,1.18,5.95
ATP,2005,36,London,Wimbledon,2005-06-21,Grand Slam,Outdoor,Grass,1st Round,5,Johansson T.,Ulihrach B.,22,119.0,,,6.0,3.0,6,2,6,2,,,,,3.0,0.0,Completed,1.06,8.0,1.06,8.5,1.1,6.75,1.05,6.0,1.09,10.57
ATP,2005,36,London,Wimbledon,2005-06-21,Grand Slam,Outdoor,Grass,1st Round,5,Nalbandian D.,Sluiter R.,19,118.0,,,6.0,2.0,6,2,7,5,,,,,3.0,0.0,Completed,1.19,4.33,1.22,4.1,1.21,4.06,1.15,4.0,1.27,4.4
ATP,2005,36,London,Wimbledon,2005-06-22,Grand Slam,Outdoor,Grass,1st Round,5,Grosjean S.,Llodra M.,27,75.0,,,3.0,6.0,7,5,4,6,7.0,6.0,6.0,4.0,3.0,2.0,Completed,1.22,4.0,1.3,3.35,1.32,3.22,1.3,2.9,1.31,3.96
ATP,2005,36,London,Wimbledon,2005-06-22,Grand Slam,Outdoor,Grass,2nd Round,5,Ferrero J.C.,Lee H.T.,31,67.0,,,6.0,4.0,3,6,4,6,6.0,3.0,6.0,3.0,3.0,2.0,Completed,1.38,2.87,1.45,2.75,1.42,2.75,1.35,2.7,1.48,2.89
ATP,2005,36,London,Wimbledon,2005-06-22,Grand Slam,Outdoor,Grass,2nd Round,5,Lopez F.,Sherwood D.,33,261.0,,,6.0,2.0,6,4,6,2,,,,,3.0,0.0,Completed,1.1,6.5,1.1,7.0,1.1,6.75,1.1,5.0,1.164,6.5
ATP,2005,36,London,Wimbledon,2005-06-22,Grand Slam,Outdoor,Grass,2nd Round,5,Gimelstob J.,Massu N.,123,29.0,,,6.0,3.0,4,6,7,6,7.0,6.0,,,3.0,1.0,Completed,1.83,1.83,1.9,1.9,1.87,1.87,1.8,1.8,1.89,2.02
ATP,2005,36,London,Wimbledon,2005-06-22,Grand Slam,Outdoor,Grass,2nd Round,5,Berdych T.,Burgsmuller L.,49,91.0,,,6.0,3.0,6,3,6,1,,,,,3.0,0.0,Completed,1.44,2.62,1.4,2.95,1.4,2.85,1.45,2.35,1.48,2.9
ATP,2005,36,London,Wimbledon,2005-06-22,Grand Slam,Outdoor,Grass,2nd Round,5,Dent T.,Kim K.,30,71.0,,,6.0,3.0,6,4,6,4,,,,,3.0,0.0,Completed,1.28,3.5,1.28,3.65,1.3,3.35,1.25,3.2,1.34,3.65
ATP,2005,36,London,Wimbledon,2005-06-22,Grand Slam,Outdoor,Grass,2nd Round,5,Safin M.,Philippoussis M.,5,142.0,,,7.0,6.0,7,6,6,4,,,,,3.0,0.0,Completed,1.39,2.75,1.37,3.1,1.42,2.73,1.45,2.35,1.43,3.12
ATP,2005,36,London,Wimbledon,2005-06-22,Grand Slam,Outdoor,Grass,2nd Round,5,Federer R.,Minar I.,1,99.0,,,6.0,4.0,6,4,6,1,,,,,3.0,0.0,Completed,1.01,15.0,1.01,16.0,1.01,13.5,1.01,10.0,1.02,44.81
ATP,2005,36,London,Wimbledon,2005-06-22,Grand Slam,Outdoor,Grass,2nd Round,5,Bjorkman J.,Davydenko N.,97,7.0,,,6.0,7.0,1,2,,,,,,,0.0,1.0,Retired,2.0,1.72,2.0,1.81,1.99,1.76,1.8,1.8,2.17,1.79
ATP,2005,36,London,Wimbledon,2005-06-22,Grand Slam,Outdoor,Grass,2nd Round,5,Gonzalez F.,Zib T.,24,62.0,,,6.0,4.0,7,6,6,3,,,,,3.0,0.0,Completed,1.39,2.75,1.4,2.95,1.28,3.46,1.3,2.9,1.42,3.2
ATP,2005,36,London,Wimbledon,2005-06-22,Grand Slam,Outdoor,Grass,2nd Round,5,Kiefer N.,di Mauro A.,26,93.0,,,6.0,3.0,7,5,6,3,,,,,3.0,0.0,Completed,1.1,6.5,1.1,7.0,1.13,5.5,1.1,5.0,1.14,7.41
ATP,2005,36,London,Wimbledon,2005-06-22,Grand Slam,Outdoor,Grass,2nd Round,5,Hewitt L.,Hernych J.,2,66.0,,,6.0,2.0,7,5,3,6,6.0,3.0,,,3.0,1.0,Completed,1.05,9.0,1.04,11.0,1.05,8.5,1.05,6.0,1.07,13.5
ATP,2005,36,London,Wimbledon,2005-06-22,Grand Slam,Outdoor,Grass,2nd Round,5,Youzhny M.,Lisnard J.R.,34,98.0,,,1.0,6.0,7,5,6,3,6.0,4.0,,,3.0,1.0,Completed,1.12,5.5,1.1,7.0,1.1,6.23,1.15,4.0,1.13,7.75
ATP,2005,36,London,Wimbledon,2005-06-22,Grand Slam,Outdoor,Grass,2nd Round,5,Ancic M.,Udomchoke D.,17,161.0,,,7.0,6.0,3,6,6,3,6.0,3.0,,,3.0,1.0,Completed,1.03,11.0,1.02,14.0,1.04,9.25,1.05,6.0,1.03,21.2
ATP,2005,36,London,Wimbledon,2005-06-22,Grand Slam,Outdoor,Grass,2nd Round,5,Mayer F.,Verdasco F.,57,59.0,,,7.0,6.0,7,5,6,3,,,,,3.0,0.0,Completed,2.0,1.72,2.0,1.77,2.12,1.67,1.85,1.75,2.15,1.8
ATP,2005,36,London,Wimbledon,2005-06-22,Grand Slam,Outdoor,Grass,2nd Round,5,Johansson J.,Rusedski G.,10,40.0,,,7.0,6.0,3,6,6,4,7.0,6.0,,,3.0,1.0,Completed,1.57,2.25,1.7,2.15,1.7,2.1,1.65,1.95,1.66,2.41
ATP,2005,36,London,Wimbledon,2005-06-22,Grand Slam,Outdoor,Grass,2nd Round,5,Monfils G.,Hrbaty D.,83,25.0,,,6.0,3.0,6,3,2,6,7.0,5.0,,,3.0,1.0,Completed,2.5,1.5,2.4,1.57,2.6,1.45,2.2,1.5,2.82,1.5
ATP,2005,36,London,Wimbledon,2005-06-23,Grand Slam,Outdoor,Grass,2nd Round,5,Novak J.,Santoro F.,28,53.0,,,5.0,1.0,4,6,7,6,6.0,3.0,,,3.0,1.0,Completed,1.57,2.25,1.6,2.35,1.64,2.17,1.6,2.0,1.6,2.58
ATP,2005,36,London,Wimbledon,2005-06-23,Grand Slam,Outdoor,Grass,2nd Round,5,Andreev I.,Sanguinetti D.,42,64.0,,,6.0,4.0,6,2,3,6,6.0,3.0,,,3.0,1.0,Completed,1.53,2.37,1.7,2.15,1.7,2.1,1.75,1.85,1.69,2.35
ATP,2005,36,London,Wimbledon,2005-06-23,Grand Slam,Outdoor,Grass,2nd Round,5,Gasquet R.,Elseneer G.,20,191.0,,,7.0,6.0,7,6,6,7,6.0,2.0,,,3.0,1.0,Completed,1.05,9.0,1.06,9.0,1.06,7.79,1.1,5.0,1.09,10.65
ATP,2005,36,London,Wimbledon,2005-06-23,Grand Slam,Outdoor,Grass,2nd Round,5,Tursunov D.,Henman T.,152,9.0,,,3.0,6.0,6,2,3,6,6.0,3.0,8.0,6.0,3.0,2.0,Completed,7.0,1.08,6.0,1.13,5.2,1.15,4.0,1.15,7.28,1.14
ATP,2005,36,London,Wimbledon,2005-06-23,Grand Slam,Outdoor,Grass,2nd Round,5,Mirnyi M.,Rochus O.,36,35.0,,,7.0,6.0,6,2,7,6,,,,,3.0,0.0,Completed,1.5,2.5,1.57,2.4,1.55,2.35,1.55,2.1,1.55,2.73
ATP,2005,36,London,Wimbledon,2005-06-23,Grand Slam,Outdoor,Grass,2nd Round,5,Popp A.,Arthurs W.,134,85.0,,,6.0,3.0,6,7,3,6,7.0,6.0,14.0,12.0,3.0,2.0,Completed,2.37,1.53,2.6,1.5,2.3,1.6,2.2,1.5,2.6,1.59
ATP,2005,36,London,Wimbledon,2005-06-23,Grand Slam,Outdoor,Grass,2nd Round,5,Muller G.,Nadal R.,69,3.0,,,6.0,4.0,4,6,6,3,6.0,4.0,,,3.0,1.0,Completed,8.0,1.06,6.5,1.11,5.84,1.11,4.0,1.15,8.0,1.13
ATP,2005,36,London,Wimbledon,2005-06-23,Grand Slam,Outdoor,Grass,2nd Round,5,Coria G.,Malisse X.,18,51.0,,,3.0,6.0,6,3,7,5,6.0,7.0,6.0,4.0,3.0,2.0,Completed,1.72,2.0,1.77,2.05,1.7,2.1,1.55,2.1,1.79,2.17
ATP,2005,36,London,Wimbledon,2005-06-23,Grand Slam,Outdoor,Grass,2nd Round,5,Johansson T.,Pavel A.,22,41.0,,,3.0,6.0,7,6,6,4,7.0,6.0,,,3.0,1.0,Completed,1.22,4.0,1.25,4.0,1.22,4.0,1.25,3.2,1.29,4.11
ATP,2005,36,London,Wimbledon,2005-06-23,Grand Slam,Outdoor,Grass,2nd Round,5,Melzer J.,Calatrava A.,38,125.0,,,6.0,4.0,6,4,6,1,,,,,3.0,0.0,Completed,1.08,7.0,1.1,7.0,1.1,6.75,1.15,4.0,1.13,8.1
ATP,2005,36,London,Wimbledon,2005-06-23,Grand Slam,Outdoor,Grass,2nd Round,5,Tipsarevic J.,Lu Y.H.,108,153.0,,,2.0,6.0,6,3,6,2,4.0,6.0,7.0,5.0,3.0,2.0,Completed,1.83,1.83,2.05,1.77,2.0,1.75,1.8,1.8,2.22,1.76
ATP,2005,36,London,Wimbledon,2005-06-23,Grand Slam,Outdoor,Grass,2nd Round,5,Grosjean S.,Hanescu V.,27,60.0,,,6.0,3.0,6,4,6,2,,,,,3.0,0.0,Completed,1.22,4.0,1.3,3.5,1.3,3.35,1.3,2.9,1.29,4.1
ATP,2005,36,London,Wimbledon,2005-06-23,Grand Slam,Outdoor,Grass,2nd Round,5,Djokovic N.,Garcia-Lopez G.,128,81.0,,,3.0,6.0,3,6,7,6,7.0,6.0,6.0,4.0,3.0,2.0,Completed,1.66,2.1,1.65,2.25,1.65,2.15,1.6,2.0,1.63,2.5
