Tour,Year,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,CBW,CBL,GBW,GBL,IWW,IWL,SBW,SBL
ATP,2001,6,Melbourne,Australian Open,2001-01-15,Grand Slam,Outdoor,Hard,3rd Round,5,Rusedski G.,Burgsmuller L.,65,185,6.0,1.0,6.0,2.0,6.0,1.0,,,,,3,0,Completed,1.25,3.75,1.15,3.8,1.15,3.0,1.22,3.75
ATP,2001,6,Melbourne,Australian Open,2001-01-15,Grand Slam,Outdoor,Hard,3rd Round,5,Safin M.,Tabara M.,2,69,6.0,1.0,6.0,1.0,6.0,4.0,,,,,3,0,Completed,1.15,4.75,1.1,4.8,1.1,3.5,1.18,4.33
ATP,2001,6,Melbourne,Australian Open,2001-01-15,Grand Slam,Outdoor,Hard,3rd Round,5,Sampras P.,Chela J.I.,3,64,6.0,4.0,4.0,6.0,4.0,6.0,7.0,5.0,6.0,2.0,3,2,Completed,1.05,8.0,1.04,6.5,1.05,4.0,1.08,6.5
ATP,2001,6,Melbourne,Australian Open,2001-01-15,Grand Slam,Outdoor,Hard,3rd Round,5,Schuettler R.,Nestor D.,58,218,6.0,4.0,6.0,2.0,7.0,5.0,,,,,3,0,Completed,1.6,2.2,1.45,2.25,1.5,1.9,1.53,2.38
ATP,2001,6,Melbourne,Australian Open,2001-01-15,Grand Slam,Outdoor,Hard,3rd Round,5,Vinciguerra A.,Ferreira W.,52,13,6.0,0.0,3.0,6.0,6.0,4.0,6.0,3.0,,,3,1,Completed,2.2,1.6,2.25,1.45,2.1,1.4,2.25,1.57
ATP,2001,6,Melbourne,Australian Open,2001-01-15,Grand Slam,Outdoor,Hard,4th Round,5,Agassi A.,Ilie A.,6,49,6.0,7.0,6.0,3.0,6.0,0.0,6.0,3.0,,,3,1,Completed,1.08,6.75,1.11,5.0,1.1,3.5,1.1,6.0
ATP,2001,6,Melbourne,Australian Open,2001-01-15,Grand Slam,Outdoor,Hard,4th Round,5,Clement A.,Rusedski G.,18,65,6.0,3.0,6.0,2.0,7.0,5.0,,,,,3,0,Completed,1.85,1.9,1.8,1.8,1.8,1.6,1.95,1.75
ATP,2001,6,Melbourne,Australian Open,2001-01-15,Grand Slam,Outdoor,Hard,4th Round,5,Grosjean S.,Norman M.,19,4,7.0,6.0,6.0,3.0,0.0,6.0,6.0,4.0,,,3,1,Completed,2.4,1.53,2.3,1.47,1.9,1.5,2.5,1.5
ATP,2001,6,Melbourne,Australian Open,2001-01-15,Grand Slam,Outdoor,Hard,4th Round,5,Hrbaty D.,Safin M.,16,2,6.0,2.0,7.0,6.0,6.0,4.0,,,,,3,0,Completed,3.25,1.3,3.0,1.31,2.4,1.3,3.0,1.33
ATP,2001,6,Melbourne,Australian Open,2001-01-15,Grand Slam,Outdoor,Hard,4th Round,5,Kafelnikov Y.,Vinciguerra A.,5,52,7.0,5.0,7.0,5.0,6.0,1.0,,,,,3,0,Completed,1.18,4.35,1.27,3.2,1.15,3.0,1.22,3.75
ATP,2001,6,Melbourne,Australian Open,2001-01-15,Grand Slam,Outdoor,Hard,4th Round,5,Martin T.,Sampras P.,54,3,6.0,7.0,6.0,3.0,6.0,4.0,6.0,4.0,,,3,1,Completed,3.65,1.25,3.5,1.25,2.8,1.2,3.5,1.25
ATP,2001,6,Melbourne,Australian Open,2001-01-15,Grand Slam,Outdoor,Hard,4th Round,5,Moya C.,Schuettler R.,42,58,7.0,6.0,6.0,3.0,6.0,4.0,,,,,3,0,Completed,1.33,3.1,1.25,3.2,1.2,2.8,1.4,2.75
ATP,2001,6,Melbourne,Australian Open,2001-01-15,Grand Slam,Outdoor,Hard,4th Round,5,Rafter P.,Henman T.,15,10,6.0,2.0,6.0,3.0,6.0,3.0,,,,,3,0,Completed,1.75,2.0,1.85,1.85,1.7,1.7,1.83,1.83
ATP,2001,6,Melbourne,Australian Open,2001-01-15,Grand Slam,Outdoor,Hard,Quarterfinals,5,Agassi A.,Martin T.,6,54,7.0,5.0,6.0,3.0,6.0,4.0,,,,,3,0,Completed,1.18,4.4,1.2,3.5,1.2,2.8,1.2,4.33
ATP,2001,6,Melbourne,Australian Open,2001-01-15,Grand Slam,Outdoor,Hard,Quarterfinals,5,Clement A.,Kafelnikov Y.,18,5,6.0,4.0,5.0,7.0,7.0,6.0,7.0,6.0,,,3,1,Completed,,,,,,,,
ATP,2001,6,Melbourne,Australian Open,2001-01-15,Grand Slam,Outdoor,Hard,Quarterfinals,5,Grosjean S.,Moya C.,19,42,6.0,1.0,6.0,4.0,6.0,2.0,,,,,3,0,Completed,,,,,,,,
ATP,2001,6,Melbourne,Australian Open,2001-01-15,Grand Slam,Outdoor,Hard,Quarterfinals,5,Rafter P.,Hrbaty D.,15,16,6.0,2.0,6.0,7.0,7.0,5.0,6.0,0.0,,,3,1,Completed,1.48,2.5,1.45,2.3,1.45,2.0,1.53,2.38
ATP,2001,6,Melbourne,Australian Open,2001-01-15,Grand Slam,Outdoor,Hard,Semifinals,5,Agassi A.,Rafter P.,6,15,7.0,5.0,2.0,6.0,6.0,7.0,6.0,2.0,6.0,3.0,3,2,Completed,,,,,,,,
ATP,2001,6,Melbourne,Australian Open,2001-01-15,Grand Slam,Outdoor,Hard,Semifinals,5,Clement A.,Grosjean S.,18,19,5.0,7.0,2.0,6.0,7.0,6.0,7.0,5.0,6.0,2.0,3,2,Completed,,,,,,,,
ATP,2001,6,Melbourne,Australian Open,2001-01-15,Grand Slam,Outdoor,Hard,The Final,5,Agassi A.,Clement A.,6,18,6.0,4.0,6.0,2.0,6.0,2.0,,,,,3,0,Completed,,,,,,,,
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,1st Round,5,Acasuso J.,Gustafsson M.,91,57,6.0,3.0,6.0,2.0,6.0,3.0,,,,,3,0,Completed,2.0,1.75,2.1,1.55,2.0,1.55,2.25,1.571
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,1st Round,5,Agassi A.,Johansson T.,3,20,6.0,2.0,6.0,3.0,7.0,6.0,,,,,3,0,Completed,1.17,4.5,1.12,4.5,1.15,3.8,1.111,6.0
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,1st Round,5,Alami K.,Sanguinetti D.,109,58,6.0,7.0,6.0,1.0,6.0,7.0,6.0,4.0,6.0,1.0,3,2,Completed,1.85,1.9,1.7,1.9,1.55,2.0,1.833,1.833
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,1st Round,5,Andersen J.F.,Thomann N.,200,134,7.0,6.0,0.0,6.0,6.0,7.0,6.0,2.0,6.0,4.0,3,2,Completed,,,1.85,1.72,1.75,1.75,,
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,1st Round,5,Arazi H.,Elsner D.,27,111,6.0,4.0,6.0,4.0,2.0,6.0,6.0,1.0,,,3,1,Completed,1.22,4.0,1.15,3.9,1.15,3.8,1.2,4.0
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,1st Round,5,Arthurs W.,Rafter P.,59,8,4.0,6.0,2.0,6.0,6.0,3.0,7.0,6.0,6.0,1.0,3,2,Completed,3.25,1.3,4.0,1.15,3.2,1.2,4.0,1.2
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,1st Round,5,Balcells J.,Kiefer N.,61,28,6.0,2.0,1.0,6.0,4.0,6.0,6.0,3.0,8.0,6.0,3,2,Completed,2.05,1.7,1.82,1.77,1.75,1.75,2.0,1.727
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,1st Round,5,Blanco G.,Schuettler R.,76,56,1.0,6.0,7.0,6.0,6.0,4.0,7.0,6.0,,,3,1,Completed,1.38,2.85,1.47,2.3,1.4,2.3,1.5,2.5
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,1st Round,5,Boutter J.,Costa A.,73,34,6.0,2.0,5.0,7.0,6.0,7.0,6.0,4.0,7.0,5.0,3,2,Completed,3.6,1.25,3.5,1.2,3.0,1.25,3.2,1.3
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,1st Round,5,Bruguera S.,Llodra M.,65,110,3.0,6.0,6.0,7.0,6.0,2.0,6.0,4.0,6.0,3.0,3,2,Completed,1.28,3.3,1.25,3.15,1.25,3.0,1.333,3.0
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,1st Round,5,Burgsmuller L.,Prinosil D.,92,29,5.0,7.0,6.0,2.0,6.0,4.0,7.0,5.0,,,3,1,Completed,1.6,2.2,1.65,1.95,1.65,1.85,1.667,2.1
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,1st Round,5,Calatrava A.,Clavet F.,47,51,4.0,6.0,7.0,5.0,6.0,0.0,6.0,3.0,,,3,1,Completed,1.75,2.0,1.82,1.75,1.85,1.65,1.667,2.1
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,1st Round,5,Calleri A.,van Lottum J.,74,199,6.0,3.0,6.0,0.0,6.0,4.0,,,,,3,0,Completed,1.3,3.25,1.2,3.5,1.2,3.2,1.286,3.25
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,1st Round,5,Canas G.,Rochus C.,82,90,6.0,4.0,6.0,3.0,6.0,1.0,,,,,3,0,Completed,1.32,3.1,1.4,2.5,1.35,2.5,1.333,3.0
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,1st Round,5,Chang M.,Popp A.,35,100,6.0,3.0,6.0,3.0,6.0,1.0,,,,,3,0,Completed,1.38,2.85,1.3,2.8,1.3,2.7,1.364,2.875
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,1st Round,5,Corretja A.,Zabaleta M.,13,103,2.0,6.0,7.0,6.0,6.0,3.0,4.0,6.0,6.0,1.0,3,2,Completed,1.22,4.0,1.2,3.5,1.2,3.2,1.222,3.75
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,1st Round,5,Coutelot N.,Pozzi G.,184,60,6.0,3.0,6.0,3.0,7.0,5.0,,,,,3,0,Completed,,,,,,,,
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,1st Round,5,Davydenko N.,Bjorkman J.,116,41,6.0,3.0,6.0,2.0,6.0,3.0,,,,,3,0,Completed,2.1,1.67,2.1,1.55,2.0,1.55,2.25,1.571
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,1st Round,5,Diaz J.,Youzhny M.,79,84,3.0,6.0,7.0,6.0,6.0,1.0,6.0,1.0,,,3,1,Completed,1.75,2.0,1.55,2.1,1.5,2.1,1.8,1.909
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,1st Round,5,Dupuis A.,Escude N.,75,32,2.0,6.0,6.0,0.0,6.0,3.0,7.0,6.0,,,3,1,Completed,2.4,1.53,2.4,1.42,2.3,1.4,2.375,1.533
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,1st Round,5,El Aynaoui Y.,Medvedev A.,72,80,6.0,7.0,6.0,0.0,6.0,2.0,6.0,7.0,6.0,3.0,3,2,Completed,1.67,2.1,1.6,2.05,1.6,1.9,1.667,2.1
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,1st Round,5,Enqvist T.,Ilie A.,14,62,6.0,4.0,6.0,1.0,2.0,6.0,6.0,3.0,,,3,1,Completed,1.5,2.45,1.45,2.35,1.45,2.2,1.444,2.625
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,1st Round,5,Federer R.,Galvani S.,18,239,6.0,3.0,6.0,3.0,6.0,3.0,,,,,3,0,Completed,1.22,4.0,1.15,4.0,1.15,3.8,1.182,4.333
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,1st Round,5,Ferrero J.C.,Koubek S.,4,77,6.0,2.0,6.0,2.0,6.0,3.0,,,,,3,0,Completed,1.12,5.5,1.1,4.85,1.05,5.0,1.111,6.0
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,1st Round,5,Gonzalez F.,Saulnier C.,160,141,2.0,6.0,6.0,2.0,1.0,6.0,7.0,5.0,6.0,4.0,3,2,Completed,,,,,,,,
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,1st Round,5,Grosjean S.,Tabara M.,10,52,6.0,3.0,3.0,6.0,6.0,3.0,7.0,6.0,,,3,1,Completed,1.3,3.2,1.25,3.1,1.25,3.0,1.333,3.0
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,1st Round,5,Haas T.,Golmard J.,22,50,6.0,0.0,6.0,1.0,6.0,1.0,,,,,3,0,Completed,1.45,2.6,1.45,2.35,1.45,2.2,1.444,2.625
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,1st Round,5,Henman T.,Behrend T.,11,132,6.0,1.0,6.0,4.0,5.0,7.0,6.0,0.0,,,3,1,Completed,1.33,3.1,1.25,3.2,1.3,2.7,1.333,3.0
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,1st Round,5,Hewitt L.,Mathieu P.H.,6,238,7.0,6.0,4.0,6.0,6.0,3.0,6.0,2.0,,,3,1,Completed,1.05,8.0,1.05,6.0,1.05,5.0,1.063,8.0
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,1st Round,5,Hrbaty D.,Gaudio G.,21,36,7.0,6.0,5.0,7.0,7.0,6.0,2.0,6.0,8.0,6.0,3,2,Completed,2.3,1.55,2.1,1.55,2.2,1.45,2.25,1.571
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,1st Round,5,Kafelnikov Y.,Luzzi F.,7,120,6.0,3.0,6.0,3.0,6.0,4.0,,,,,3,0,Completed,,,,,,,,
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,1st Round,5,Knippschild J.,Vicente F.,95,44,6.0,4.0,6.0,2.0,4.0,6.0,2.0,6.0,8.0,6.0,3,2,Completed,2.75,1.4,2.7,1.35,2.5,1.35,2.75,1.4
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,1st Round,5,Kuerten G.,Coria G.,1,25,6.0,1.0,7.0,5.0,6.0,4.0,,,,,3,0,Completed,1.22,4.0,1.17,3.8,1.2,3.2,1.222,3.75
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,1st Round,5,Lapentti N.,Dosedel S.,26,94,7.0,6.0,6.0,1.0,6.0,1.0,,,,,3,0,Completed,1.45,2.6,1.4,2.45,1.3,2.7,1.4,2.75
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,1st Round,5,Larsson M.,Mirnyi M.,493,54,6.0,4.0,6.0,2.0,5.0,7.0,7.0,6.0,,,3,1,Completed,2.1,1.67,2.0,1.6,2.0,1.55,2.1,1.667
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,1st Round,5,Levy H.,Black B.,40,66,6.0,1.0,6.0,1.0,6.0,4.0,,,,,3,0,Completed,1.3,3.25,1.27,3.0,1.2,3.2,1.286,3.25
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,1st Round,5,Lisnard J.,Voltchkov V.,205,30,6.0,7.0,7.0,5.0,6.0,7.0,7.0,5.0,6.0,2.0,3,2,Completed,1.9,1.85,1.82,1.75,1.75,1.75,,
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,1st Round,5,Malisse X.,Massu N.,63,78,6.0,3.0,6.0,1.0,6.0,1.0,,,,,3,0,Completed,1.55,2.3,1.67,1.95,1.65,1.85,1.571,2.25
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,1st Round,5,Mamiit C.,Martin T.,112,33,6.0,3.0,7.0,6.0,2.0,6.0,6.0,1.0,,,3,1,Completed,4.0,1.22,3.5,1.2,3.8,1.15,3.75,1.222
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,1st Round,5,Martin A.,Vanek J.,37,102,4.0,6.0,7.0,6.0,7.0,5.0,6.0,3.0,,,3,1,Completed,1.25,3.6,1.3,2.9,1.3,2.7,1.333,3.0
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,1st Round,5,Meligeni F.,Kratochvil M.,99,67,6.0,1.0,3.0,2.0,,,,,,,1,0,Retired,2.2,1.6,1.9,1.7,1.9,1.6,2.0,1.727
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,1st Round,5,Montanes A.,Woodruff C.,124,96,6.0,1.0,6.0,4.0,6.0,4.0,,,,,3,0,Completed,,,1.47,2.3,1.45,2.2,1.4,2.75
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,1st Round,5,Moya C.,Lopez F.,24,201,6.0,1.0,6.0,4.0,6.0,0.0,,,,,3,0,Completed,1.16,4.75,1.1,4.75,1.15,3.8,1.125,5.5
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,1st Round,5,Novak J.,di Pasquale A.,55,69,1.0,6.0,6.0,7.0,6.0,4.0,6.0,0.0,6.0,4.0,3,2,Completed,1.67,2.1,1.7,1.9,1.65,1.85,1.667,2.1
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,1st Round,5,Ondruska M.,Ljubicic I.,220,68,2.0,6.0,2.0,6.0,7.0,5.0,7.0,6.0,10.0,8.0,3,2,Completed,3.0,1.35,3.2,1.25,3.0,1.25,3.0,1.333
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,1st Round,5,Pioline C.,Pavel A.,53,42,2.0,6.0,6.0,4.0,7.0,6.0,7.0,6.0,,,3,1,Completed,1.8,1.95,1.65,1.95,1.6,1.9,1.727,2.0
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,1st Round,5,Pless K.,Gambill J.M.,118,15,4.0,6.0,6.0,2.0,6.0,4.0,7.0,5.0,,,3,1,Completed,2.2,1.62,2.45,1.4,2.5,1.35,2.5,1.5
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,1st Round,5,Puerta M.,Clement A.,93,12,7.0,6.0,3.0,6.0,7.0,6.0,1.0,6.0,9.0,7.0,3,2,Completed,1.75,2.0,1.8,1.75,1.9,1.6,1.667,2.1
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,1st Round,5,Rios M.,Ferreira W.,39,19,3.0,6.0,6.0,4.0,3.0,6.0,6.0,4.0,6.0,1.0,3,2,Completed,1.5,2.45,1.5,2.2,1.45,2.2,1.615,2.2
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,1st Round,5,Robredo T.,Sluiter R.,83,106,7.0,5.0,7.0,5.0,7.0,6.0,,,,,3,0,Completed,1.4,2.75,1.37,2.6,1.35,2.5,1.364,2.875
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,1st Round,5,Rochus O.,Rosset M.,70,71,6.0,2.0,2.0,6.0,6.0,3.0,6.0,4.0,,,3,1,Completed,2.1,1.7,2.05,1.6,2.1,1.5,2.2,1.615
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,1st Round,5,Roddick A.,Draper S.,48,265,6.0,2.0,6.0,4.0,6.0,4.0,,,,,3,0,Completed,1.15,4.85,1.1,4.85,1.1,4.5,1.182,4.333
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,1st Round,5,Rusedski G.,Portas A.,49,23,6.0,4.0,7.0,5.0,6.0,1.0,,,,,3,0,Completed,3.75,1.25,3.2,1.25,3.0,1.25,3.25,1.286
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,1st Round,5,Russell M.,Mahut N.,122,314,6.0,2.0,6.0,3.0,6.0,2.0,,,,,3,0,Completed,,,,,,,,
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,1st Round,5,Safin M.,Hipfl M.,2,81,6.0,3.0,6.0,3.0,6.0,7.0,6.0,1.0,,,3,1,Completed,1.5,2.45,1.35,2.65,1.35,2.5,1.444,2.625
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,1st Round,5,Sampras P.,Kauffmann C.,5,250,6.0,3.0,4.0,6.0,6.0,2.0,3.0,6.0,8.0,6.0,3,2,Completed,1.14,5.0,1.12,4.5,1.1,4.5,1.125,5.5
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,1st Round,5,Sanchez D.,Norman M.,89,9,4.0,6.0,4.0,6.0,7.0,6.0,6.0,1.0,6.0,2.0,3,2,Completed,2.9,1.36,2.85,1.3,2.7,1.3,3.25,1.286
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,1st Round,5,Santoro F.,Goellner M.K.,43,172,6.0,3.0,6.0,4.0,7.0,6.0,,,,,3,0,Completed,1.33,3.1,1.26,3.15,1.25,3.0,1.364,2.875
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,1st Round,5,Sargsian S.,Ruud C.,115,173,6.0,1.0,3.0,1.0,,,,,,,1,0,Retired,2.25,1.57,2.05,1.6,1.9,1.6,2.25,1.571
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,1st Round,5,Schalken S.,Goldstein P.,31,105,6.0,1.0,6.0,3.0,6.0,2.0,,,,,3,0,Completed,1.26,3.5,1.2,3.5,1.2,3.2,1.286,3.25
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,1st Round,5,Squillari F.,Siemerink J.,16,86,6.0,4.0,6.0,2.0,6.0,1.0,,,,,3,0,Completed,1.22,4.0,1.15,4.0,1.15,3.8,1.182,4.333
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,1st Round,5,Stoliarov A.,Damm M.,98,126,3.0,6.0,6.0,3.0,6.0,3.0,6.0,4.0,,,3,1,Completed,,,1.4,2.45,1.5,2.1,1.571,2.25
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,1st Round,5,Ulihrach B.,Mantilla F.,45,88,3.0,6.0,6.0,1.0,6.0,3.0,6.0,3.0,,,3,1,Completed,,,,,,,,
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,1st Round,5,Vinciguerra A.,Marin J.A.,38,158,3.0,6.0,7.0,5.0,6.0,1.0,2.0,6.0,6.0,3.0,3,2,Completed,1.3,3.3,1.4,2.45,1.45,2.2,1.333,3.0
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,2nd Round,5,Agassi A.,Boutter J.,3,73,6.0,3.0,6.0,2.0,6.0,2.0,,,,,3,0,Completed,1.12,5.5,1.1,4.7,1.15,3.8,1.167,4.5
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,2nd Round,5,Alami K.,Levy H.,109,40,6.0,4.0,,,,,,,,,1,0,Retired,2.05,1.7,2.1,1.55,2.2,1.45,2.2,1.615
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,2nd Round,5,Arthurs W.,Balcells J.,59,61,7.0,6.0,6.0,4.0,6.0,4.0,,,,,3,0,Completed,2.7,1.42,2.3,1.45,2.2,1.45,2.75,1.4
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,2nd Round,5,Blanco G.,Sampras P.,76,5,7.0,6.0,6.0,3.0,6.0,2.0,,,,,3,0,Completed,2.05,1.7,2.0,1.63,2.1,1.5,2.2,1.615
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,2nd Round,5,Burgsmuller L.,El Aynaoui Y.,92,72,7.0,5.0,6.0,4.0,7.0,5.0,,,,,3,0,Completed,2.75,1.4,2.45,1.4,2.5,1.35,2.75,1.4
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,2nd Round,5,Canas G.,Martin A.,82,37,6.0,2.0,4.0,6.0,6.0,2.0,2.0,6.0,6.0,4.0,3,2,Completed,2.2,1.62,2.15,1.55,2.0,1.55,2.2,1.615
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,2nd Round,5,Corretja A.,Knippschild J.,13,95,6.0,3.0,7.0,5.0,6.0,3.0,,,,,3,0,Completed,1.14,5.0,1.1,4.7,1.1,4.5,1.143,5.0
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,2nd Round,5,Coutelot N.,Rios M.,184,39,6.0,3.0,6.0,4.0,6.0,4.0,,,,,3,0,Completed,4.75,1.18,4.0,1.15,3.2,1.2,4.5,1.167
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,2nd Round,5,Diaz J.,Gonzalez F.,79,160,3.0,6.0,7.0,5.0,6.0,3.0,6.0,4.0,,,3,1,Completed,1.55,2.3,1.45,2.35,1.5,2.1,1.444,2.625
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,2nd Round,5,Dupuis A.,Haas T.,75,22,6.0,4.0,6.0,0.0,6.0,3.0,,,,,3,0,Completed,3.65,1.25,3.1,1.25,3.2,1.2,3.2,1.3
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,2nd Round,5,Enqvist T.,Acasuso J.,14,91,4.0,6.0,6.0,3.0,6.0,4.0,7.0,5.0,,,3,1,Completed,1.5,2.45,1.4,2.5,1.4,2.3,1.571,2.25
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,2nd Round,5,Federer R.,Sargsian S.,18,115,4.0,6.0,3.0,6.0,6.0,2.0,6.0,4.0,9.0,7.0,3,2,Completed,1.28,3.4,1.17,3.75,1.15,3.8,1.286,3.25
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,2nd Round,5,Ferrero J.C.,Ondruska M.,4,220,6.0,2.0,6.0,2.0,6.0,0.0,,,,,3,0,Completed,1.04,9.0,1.03,7.0,1.05,5.0,1.05,9.0
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,2nd Round,5,Grosjean S.,Andersen J.F.,10,200,6.0,2.0,6.0,2.0,6.0,2.0,,,,,3,0,Completed,1.08,6.5,1.07,5.3,1.05,5.0,1.1,6.5
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,2nd Round,5,Henman T.,Schalken S.,11,31,6.0,4.0,6.0,2.0,6.0,2.0,,,,,3,0,Completed,1.7,2.05,1.55,2.15,1.65,1.85,1.615,2.2
ATP,2001,33,Paris,French Open,2001-05-28,Grand Slam,Outdoor,Clay,2nd Round,5,Hewitt L.,Davydenko N.,6,116,6.0,0.0,6.0,1.0,6.0,3.0,,,,,3,0,Completed,1.12,5.5,1.07,5.3,1.05,5.0,1.1,6.0
