Tour,Year,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,SJW,SJL,UBW,UBL
ATP,2009,31,Paris,French Open,2009-05-25,Grand Slam,Outdoor,Clay,1st Round,5,Vassallo-Arguello M.,Bellucci T.,49,119.0,1181,681.0,6.0,4.0,6.0,7.0,5.0,5.0,,,,,1.0,1.0,Retired,1.72,2.0,1.73,2.12,1.72,2.0,1.73,2.0,1.77,2.0
ATP,2009,31,Paris,French Open,2009-05-25,Grand Slam,Outdoor,Clay,1st Round,5,Melzer J.,Roitman S.,26,100.0,1735,785.0,6.0,4.0,7.0,6.0,6.0,0.0,,,,,3.0,0.0,Completed,1.11,7.0,1.13,6.0,1.143,5.0,1.143,5.0,1.15,5.2
ATP,2009,31,Paris,French Open,2009-05-25,Grand Slam,Outdoor,Clay,1st Round,5,Chardy J.,Alves T.,39,117.0,1394,712.0,6.0,2.0,7.0,6.0,6.0,3.0,,,,,3.0,0.0,Completed,,,,,,,,,,
ATP,2009,31,Paris,French Open,2009-05-25,Grand Slam,Outdoor,Clay,1st Round,5,Andreev I.,Fognini F.,27,62.0,1680,1020.0,1.0,6.0,6.0,3.0,6.0,1.0,3.0,6.0,7.0,5.0,3.0,2.0,Completed,1.53,2.37,1.65,2.26,1.533,2.375,1.5,2.5,1.6,2.28
ATP,2009,31,Paris,French Open,2009-05-25,Grand Slam,Outdoor,Clay,1st Round,5,Minar I.,Hernandez O.,85,61.0,840,1024.0,6.0,3.0,7.0,6.0,6.0,3.0,,,,,3.0,0.0,Completed,3.4,1.3,3.25,1.35,3.0,1.364,2.88,1.36,3.2,1.33
ATP,2009,31,Paris,French Open,2009-05-26,Grand Slam,Outdoor,Clay,1st Round,5,Beck A.,Navarro-Pastor I.,59,89.0,1042,831.0,7.0,6.0,6.0,4.0,6.0,1.0,,,,,3.0,0.0,Completed,1.25,3.75,1.25,4.0,1.25,3.75,1.22,3.75,1.25,3.8
ATP,2009,31,Paris,French Open,2009-05-26,Grand Slam,Outdoor,Clay,1st Round,5,Gicquel M.,Schuettler R.,46,29.0,1205,1645.0,6.0,0.0,6.0,0.0,6.0,4.0,,,,,3.0,0.0,Completed,1.36,3.0,1.33,3.4,1.333,3.25,1.333,3.0,1.34,3.15
ATP,2009,31,Paris,French Open,2009-05-26,Grand Slam,Outdoor,Clay,1st Round,5,Troicki V.,Kubot L.,32,142.0,1547,537.0,3.0,6.0,6.0,3.0,6.0,4.0,6.0,7.0,6.0,3.0,3.0,2.0,Completed,1.33,3.25,1.29,3.65,1.333,3.25,1.33,3.0,1.33,3.2
ATP,2009,31,Paris,French Open,2009-05-26,Grand Slam,Outdoor,Clay,1st Round,5,Del Potro J.M.,Llodra M.,5,78.0,4830,898.0,6.0,3.0,6.0,3.0,6.0,1.0,,,,,3.0,0.0,Completed,1.04,10.0,1.04,11.0,1.04,9.0,1.05,8.0,1.05,9.5
ATP,2009,31,Paris,French Open,2009-05-26,Grand Slam,Outdoor,Clay,1st Round,5,Crivoi V.,Greul S.,99,111.0,790,731.0,6.0,1.0,7.0,6.0,6.0,2.0,,,,,3.0,0.0,Completed,1.72,2.0,1.75,2.05,1.667,2.1,1.67,2.1,1.74,2.04
ATP,2009,31,Paris,French Open,2009-05-26,Grand Slam,Outdoor,Clay,1st Round,5,Monfils G.,Reynolds B.,10,83.0,3150,860.0,6.0,2.0,6.0,3.0,6.0,1.0,,,,,3.0,0.0,Completed,1.12,5.5,1.19,4.65,1.143,5.0,1.1,6.0,1.16,5.0
ATP,2009,31,Paris,French Open,2009-05-26,Grand Slam,Outdoor,Clay,1st Round,5,Djokovic N.,Lapentti N.,4,102.0,8830,770.0,6.0,3.0,3.0,1.0,,,,,,,1.0,0.0,Retired,1.01,15.0,1.02,13.5,1.02,11.0,1.01,13.0,1.02,15.0
ATP,2009,31,Paris,French Open,2009-05-26,Grand Slam,Outdoor,Clay,1st Round,5,Gimeno-Traver D.,Korolev E.,113,95.0,719,809.0,6.0,4.0,,,,,,,,,1.0,0.0,Retired,2.37,1.53,2.3,1.6,2.375,1.533,2.25,1.571,2.32,1.58
ATP,2009,31,Paris,French Open,2009-05-26,Grand Slam,Outdoor,Clay,1st Round,5,Gonzalez M.,Fish M.,71,24.0,966,1795.0,6.0,3.0,1.0,6.0,6.0,4.0,7.0,6.0,,,3.0,1.0,Completed,2.37,1.53,2.25,1.63,2.2,1.615,2.375,1.533,2.36,1.56
ATP,2009,31,Paris,French Open,2009-05-26,Grand Slam,Outdoor,Clay,1st Round,5,Stakhovsky S.,Dabul B.,110,107.0,732,750.0,4.0,6.0,7.0,5.0,7.0,6.0,6.0,3.0,,,3.0,1.0,Completed,2.2,1.61,2.15,1.7,2.25,1.571,2.2,1.62,2.16,1.66
ATP,2009,31,Paris,French Open,2009-05-26,Grand Slam,Outdoor,Clay,1st Round,5,Robredo T.,Mannarino A.,17,126.0,2370,616.0,6.0,2.0,6.0,1.0,6.0,2.0,,,,,3.0,0.0,Completed,1.02,12.0,1.05,9.5,1.063,8.0,1.04,9.0,1.05,9.5
ATP,2009,31,Paris,French Open,2009-05-26,Grand Slam,Outdoor,Clay,1st Round,5,Kohlschreiber P.,Tomic B.,31,362.0,1590,164.0,6.0,1.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,Completed,1.03,11.0,1.03,11.5,1.05,8.5,1.05,8.0,1.06,9.0
ATP,2009,31,Paris,French Open,2009-05-26,Grand Slam,Outdoor,Clay,1st Round,5,Ferrero J.C.,Ljubicic I.,103,53.0,769,1141.0,2.0,6.0,6.0,4.0,6.0,4.0,3.0,6.0,6.0,3.0,3.0,2.0,Completed,2.1,1.66,2.21,1.67,2.1,1.667,2.1,1.67,2.13,1.68
ATP,2009,31,Paris,French Open,2009-05-26,Grand Slam,Outdoor,Clay,1st Round,5,Tsonga J.W.,Benneteau J.,9,52.0,3330,1145.0,6.0,4.0,3.0,6.0,6.0,3.0,6.0,4.0,,,3.0,1.0,Completed,1.4,2.75,1.45,2.8,1.4,2.75,1.4,2.75,1.44,2.7
ATP,2009,31,Paris,French Open,2009-05-26,Grand Slam,Outdoor,Clay,1st Round,5,Seppi A.,Garcia-Lopez G.,56,50.0,1095,1172.0,6.0,3.0,6.0,3.0,6.0,1.0,,,,,3.0,0.0,Completed,1.44,2.62,1.5,2.6,1.5,2.5,1.44,2.63,1.46,2.62
ATP,2009,31,Paris,French Open,2009-05-26,Grand Slam,Outdoor,Clay,1st Round,5,Monaco J.,Baghdatis M.,68,82.0,980,860.0,6.0,3.0,6.0,2.0,6.0,4.0,,,,,3.0,0.0,Completed,1.16,4.5,1.2,4.55,1.2,4.333,1.2,4.0,1.17,4.8
ATP,2009,31,Paris,French Open,2009-05-26,Grand Slam,Outdoor,Clay,1st Round,5,Haas T.,Pavel A.,63,1120.0,1015,10.0,6.0,1.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,1.04,10.0,1.08,7.94,1.05,8.5,1.04,9.0,1.04,11.0
ATP,2009,31,Paris,French Open,2009-05-26,Grand Slam,Outdoor,Clay,1st Round,5,Mayer L.,Blake J.,93,16.0,821,2450.0,7.0,6.0,7.0,5.0,6.0,2.0,,,,,3.0,0.0,Completed,4.33,1.2,4.55,1.2,4.333,1.2,4.5,1.17,3.9,1.24
ATP,2009,31,Paris,French Open,2009-05-27,Grand Slam,Outdoor,Clay,1st Round,5,Rochus C.,Santoro F.,65,41.0,998,1295.0,6.0,3.0,6.0,1.0,3.0,6.0,6.0,4.0,,,3.0,1.0,Completed,2.1,1.66,2.16,1.7,1.909,1.8,1.04,9.0,2.1,1.7
ATP,2009,31,Paris,French Open,2009-05-27,Grand Slam,Outdoor,Clay,1st Round,5,Clement A.,Tursunov D.,57,23.0,1092,1830.0,6.0,3.0,3.0,6.0,6.0,4.0,6.0,1.0,,,3.0,1.0,Completed,1.44,2.62,1.48,2.6,1.5,2.5,1.5,2.5,1.45,2.68
ATP,2009,31,Paris,French Open,2009-05-27,Grand Slam,Outdoor,Clay,2nd Round,5,Almagro N.,Gulbis E.,34,40.0,1525,1360.0,6.0,7.0,7.0,6.0,6.0,3.0,6.0,2.0,,,3.0,1.0,Completed,1.66,2.1,1.68,2.2,1.571,2.25,1.62,2.2,1.64,2.2
ATP,2009,31,Paris,French Open,2009-05-27,Grand Slam,Outdoor,Clay,2nd Round,5,Hanescu V.,Youzhny M.,33,42.0,1541,1275.0,7.0,5.0,7.0,5.0,7.0,5.0,,,,,3.0,0.0,Completed,3.0,1.36,3.0,1.38,3.0,1.364,3.25,1.286,3.15,1.34
ATP,2009,31,Paris,French Open,2009-05-27,Grand Slam,Outdoor,Clay,2nd Round,5,Murray A.,Starace P.,3,104.0,9020,768.0,6.0,3.0,2.0,6.0,7.0,5.0,6.0,4.0,,,3.0,1.0,Completed,1.01,13.0,1.05,9.5,1.03,10.0,1.02,13.0,1.04,11.0
ATP,2009,31,Paris,French Open,2009-05-27,Grand Slam,Outdoor,Clay,2nd Round,5,Gonzalez F.,Machado R.,12,130.0,2945,605.0,6.0,3.0,6.0,2.0,6.0,3.0,,,,,3.0,0.0,Completed,1.01,13.0,1.04,11.0,1.02,11.0,1.04,9.0,1.03,12.0
ATP,2009,31,Paris,French Open,2009-05-27,Grand Slam,Outdoor,Clay,2nd Round,5,Tipsarevic J.,Lopez F.,64,30.0,1005,1620.0,6.0,7.0,6.0,4.0,7.0,6.0,6.0,3.0,,,3.0,1.0,Completed,1.53,2.37,1.62,2.31,1.615,2.2,1.571,2.25,1.55,2.38
ATP,2009,31,Paris,French Open,2009-05-27,Grand Slam,Outdoor,Clay,2nd Round,5,Simon G.,Kendrick R.,7,86.0,3890,839.0,7.0,5.0,6.0,0.0,6.0,1.0,,,,,3.0,0.0,Completed,1.11,6.0,1.12,6.35,1.1,6.5,1.1,6.0,1.11,6.25
ATP,2009,31,Paris,French Open,2009-05-27,Grand Slam,Outdoor,Clay,2nd Round,5,Cilic M.,Sela D.,13,55.0,2670,1100.0,6.0,0.0,6.0,3.0,6.0,1.0,,,,,3.0,0.0,Completed,1.08,7.0,1.1,6.75,1.11,6.0,1.13,5.5,1.12,6.0
ATP,2009,31,Paris,French Open,2009-05-27,Grand Slam,Outdoor,Clay,2nd Round,5,Verdasco F.,Petzschner P.,8,67.0,3830,990.0,6.0,1.0,6.0,2.0,6.0,3.0,,,,,3.0,0.0,Completed,1.005,21.0,1.02,13.5,1.015,13.0,1.03,10.0,1.02,15.0
ATP,2009,31,Paris,French Open,2009-05-27,Grand Slam,Outdoor,Clay,2nd Round,5,Wawrinka S.,Massu N.,18,120.0,2155,674.0,6.0,1.0,6.0,1.0,6.0,2.0,,,,,3.0,0.0,Completed,1.07,7.5,1.1,6.75,1.08,7.0,1.1,6.0,1.09,7.0
ATP,2009,31,Paris,French Open,2009-05-27,Grand Slam,Outdoor,Clay,2nd Round,5,Stepanek R.,Montcourt M.,19,123.0,2100,636.0,6.0,4.0,4.0,6.0,6.0,4.0,6.0,4.0,,,3.0,1.0,Completed,1.14,5.0,1.16,5.29,1.14,5.0,1.2,4.0,1.18,4.6
ATP,2009,31,Paris,French Open,2009-05-27,Grand Slam,Outdoor,Clay,2nd Round,5,Ferrer D.,Kiefer N.,14,37.0,2540,1450.0,6.0,3.0,5.0,7.0,6.0,4.0,3.0,6.0,6.0,2.0,3.0,2.0,Completed,1.07,7.5,1.08,7.0,1.083,7.0,1.1,6.0,1.1,6.75
ATP,2009,31,Paris,French Open,2009-05-27,Grand Slam,Outdoor,Clay,2nd Round,5,Ouanna J.,Safin M.,134,22.0,567,1845.0,7.0,6.0,7.0,6.0,4.0,6.0,3.0,6.0,7.0,6.0,3.0,2.0,Completed,3.5,1.28,3.25,1.33,3.25,1.333,3.25,1.29,3.2,1.33
ATP,2009,31,Paris,French Open,2009-05-27,Grand Slam,Outdoor,Clay,2nd Round,5,Nadal R.,Gabashvili T.,1,72.0,14960,951.0,6.0,1.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,Completed,1.002,34.0,1.01,33.0,1.005,21.0,1.002,26.0,1.01,30.0
ATP,2009,31,Paris,French Open,2009-05-27,Grand Slam,Outdoor,Clay,2nd Round,5,Hewitt L.,Golubev A.,48,88.0,1190,832.0,6.0,4.0,6.0,3.0,6.0,1.0,,,,,3.0,0.0,Completed,1.14,5.0,1.15,5.65,1.143,5.0,1.143,5.0,1.14,5.4
ATP,2009,31,Paris,French Open,2009-05-27,Grand Slam,Outdoor,Clay,2nd Round,5,Soderling R.,Istomin D.,25,92.0,1775,821.0,6.0,4.0,7.0,6.0,6.0,4.0,,,,,3.0,0.0,Completed,1.05,9.0,1.05,8.75,1.063,8.0,1.071,7.0,1.08,7.5
ATP,2009,31,Paris,French Open,2009-05-28,Grand Slam,Outdoor,Clay,2nd Round,5,Robredo T.,Gimeno-Traver D.,17,113.0,2370,719.0,6.0,4.0,6.0,4.0,6.0,3.0,,,,,3.0,0.0,Completed,1.06,8.0,1.1,6.75,1.083,7.0,1.071,7.0,1.1,6.75
ATP,2009,31,Paris,French Open,2009-05-28,Grand Slam,Outdoor,Clay,2nd Round,5,Gonzalez M.,Seppi A.,71,56.0,966,1095.0,7.0,6.0,6.0,3.0,6.0,3.0,,,,,3.0,0.0,Completed,3.0,1.36,2.9,1.42,3.0,1.364,2.75,1.4,2.76,1.42
ATP,2009,31,Paris,French Open,2009-05-28,Grand Slam,Outdoor,Clay,2nd Round,5,Chardy J.,Bolelli S.,39,58.0,1394,1056.0,6.0,2.0,6.0,3.0,4.0,6.0,4.0,6.0,6.0,1.0,3.0,2.0,Completed,1.66,2.1,1.65,2.2,1.615,2.2,1.667,2.1,1.7,2.1
ATP,2009,31,Paris,French Open,2009-05-28,Grand Slam,Outdoor,Clay,2nd Round,5,Andreev I.,Vassallo-Arguello M.,27,49.0,1680,1181.0,1.0,6.0,7.0,5.0,5.0,7.0,6.0,3.0,6.0,4.0,3.0,2.0,Completed,1.38,2.87,1.45,2.7,1.444,2.625,1.44,2.63,1.5,2.52
ATP,2009,31,Paris,French Open,2009-05-28,Grand Slam,Outdoor,Clay,2nd Round,5,Federer R.,Acasuso J.,2,45.0,10470,1210.0,7.0,6.0,5.0,7.0,7.0,6.0,6.0,2.0,,,3.0,1.0,Completed,1.005,21.0,1.01,16.0,1.01,17.0,1.01,15.0,1.01,20.0
ATP,2009,31,Paris,French Open,2009-05-28,Grand Slam,Outdoor,Clay,2nd Round,5,Del Potro J.M.,Troicki V.,5,32.0,4830,1547.0,6.0,3.0,7.0,5.0,6.0,0.0,,,,,3.0,0.0,Completed,1.04,10.0,1.06,8.5,1.071,7.5,1.071,7.0,1.06,9.0
ATP,2009,31,Paris,French Open,2009-05-28,Grand Slam,Outdoor,Clay,2nd Round,5,Rochus C.,Clement A.,65,57.0,998,1092.0,6.0,1.0,7.0,5.0,4.0,6.0,6.0,3.0,,,3.0,1.0,Completed,2.0,1.72,1.9,1.9,2.1,1.667,2.0,1.727,1.88,1.88
ATP,2009,31,Paris,French Open,2009-05-28,Grand Slam,Outdoor,Clay,2nd Round,5,Haas T.,Mayer L.,63,93.0,1015,821.0,6.0,3.0,7.0,6.0,3.0,6.0,4.0,6.0,6.0,3.0,3.0,2.0,Completed,1.61,2.2,1.6,2.4,1.533,2.375,1.533,2.375,1.58,2.32
ATP,2009,31,Paris,French Open,2009-05-28,Grand Slam,Outdoor,Clay,2nd Round,5,Davydenko N.,Junqueira D.,11,80.0,2945,883.0,4.0,6.0,6.0,3.0,6.0,0.0,6.0,2.0,,,3.0,1.0,Completed,1.01,15.0,1.05,9.5,1.04,9.0,1.063,7.5,1.03,12.0
ATP,2009,31,Paris,French Open,2009-05-28,Grand Slam,Outdoor,Clay,2nd Round,5,Gicquel M.,Beck A.,46,59.0,1205,1042.0,6.0,4.0,6.0,7.0,7.0,6.0,7.0,5.0,,,3.0,1.0,Completed,2.0,1.72,2.0,1.8,2.1,1.667,2.0,1.727,1.93,1.84
ATP,2009,31,Paris,French Open,2009-05-28,Grand Slam,Outdoor,Clay,2nd Round,5,Melzer J.,Rufin G.,26,599.0,1735,68.0,6.0,2.0,7.0,5.0,6.0,4.0,,,,,3.0,0.0,Completed,1.14,5.0,1.2,4.6,1.125,5.5,1.13,5.5,1.17,4.7
ATP,2009,31,Paris,French Open,2009-05-28,Grand Slam,Outdoor,Clay,2nd Round,5,Tsonga J.W.,Monaco J.,9,68.0,3330,980.0,7.0,5.0,2.0,6.0,6.0,1.0,7.0,6.0,,,3.0,1.0,Completed,2.2,1.61,2.0,1.8,2.25,1.571,2.1,1.67,2.22,1.63
ATP,2009,31,Paris,French Open,2009-05-28,Grand Slam,Outdoor,Clay,2nd Round,5,Mathieu P.H.,Andujar P.,35,101.0,1490,771.0,6.0,2.0,6.0,3.0,6.0,4.0,,,,,3.0,0.0,Completed,1.12,5.5,1.15,5.6,1.125,5.5,1.125,5.5,1.13,5.7
ATP,2009,31,Paris,French Open,2009-05-28,Grand Slam,Outdoor,Clay,2nd Round,5,Roddick A.,Minar I.,6,85.0,4220,840.0,6.0,2.0,6.0,2.0,7.0,6.0,,,,,3.0,0.0,Completed,1.12,5.5,1.15,5.6,1.125,5.5,1.13,5.5,1.16,5.0
ATP,2009,31,Paris,French Open,2009-05-28,Grand Slam,Outdoor,Clay,2nd Round,5,Monfils G.,Crivoi V.,10,99.0,3150,790.0,6.0,4.0,6.0,3.0,6.0,3.0,,,,,3.0,0.0,Completed,1.14,5.0,1.22,4.3,1.167,4.5,1.167,4.5,1.2,4.3
ATP,2009,31,Paris,French Open,2009-05-29,Grand Slam,Outdoor,Clay,2nd Round,5,Djokovic N.,Stakhovsky S.,4,110.0,8830,732.0,6.0,3.0,6.0,4.0,6.0,1.0,,,,,3.0,0.0,Completed,1.005,21.0,1.01,16.0,1.01,17.0,1.01,17.0,1.01,25.0
ATP,2009,31,Paris,French Open,2009-05-29,Grand Slam,Outdoor,Clay,2nd Round,5,Kohlschreiber P.,Ferrero J.C.,31,103.0,1590,769.0,6.0,4.0,2.0,6.0,6.0,4.0,6.0,7.0,6.0,3.0,3.0,2.0,Completed,1.66,2.1,1.7,2.15,1.615,2.2,1.62,2.2,1.7,2.1
ATP,2009,31,Paris,French Open,2009-05-29,Grand Slam,Outdoor,Clay,3rd Round,5,Verdasco F.,Almagro N.,8,34.0,3830,1525.0,6.0,2.0,7.0,6.0,7.0,6.0,,,,,3.0,0.0,Completed,1.1,6.5,1.16,5.35,1.143,5.0,1.125,6.0,1.15,5.15
ATP,2009,31,Paris,French Open,2009-05-29,Grand Slam,Outdoor,Clay,3rd Round,5,Davydenko N.,Wawrinka S.,11,18.0,2945,2155.0,6.0,3.0,4.0,6.0,6.0,3.0,6.0,2.0,,,3.0,1.0,Completed,1.57,2.25,1.65,2.3,1.667,2.1,1.62,2.25,1.65,2.2
ATP,2009,31,Paris,French Open,2009-05-29,Grand Slam,Outdoor,Clay,3rd Round,5,Gonzalez F.,Ouanna J.,12,134.0,2945,567.0,7.0,5.0,6.0,3.0,7.0,5.0,,,,,3.0,0.0,Completed,1.06,8.0,1.07,7.5,1.083,7.0,1.08,7.0,1.08,7.55
ATP,2009,31,Paris,French Open,2009-05-29,Grand Slam,Outdoor,Clay,3rd Round,5,Cilic M.,Stepanek R.,13,19.0,2670,2100.0,6.0,1.0,7.0,6.0,6.0,3.0,,,,,3.0,0.0,Completed,1.72,2.0,1.8,2.01,1.66,2.1,1.727,2.1,1.7,2.1
ATP,2009,31,Paris,French Open,2009-05-29,Grand Slam,Outdoor,Clay,3rd Round,5,Hanescu V.,Simon G.,33,7.0,1541,3890.0,6.0,4.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,Completed,2.87,1.38,2.7,1.45,2.625,1.444,2.75,1.444,2.67,1.45
ATP,2009,31,Paris,French Open,2009-05-29,Grand Slam,Outdoor,Clay,3rd Round,5,Nadal R.,Hewitt L.,1,48.0,14960,1190.0,6.0,1.0,6.0,3.0,6.0,1.0,,,,,3.0,0.0,Completed,1.005,21.0,1.01,16.0,1.015,13.0,1.02,15.0,1.02,18.0
ATP,2009,31,Paris,French Open,2009-05-29,Grand Slam,Outdoor,Clay,3rd Round,5,Soderling R.,Ferrer D.,25,14.0,1775,2540.0,6.0,7.0,7.0,5.0,6.0,2.0,7.0,6.0,,,3.0,1.0,Completed,2.5,1.5,2.65,1.49,2.75,1.4,2.75,1.44,2.64,1.46
ATP,2009,31,Paris,French Open,2009-05-29,Grand Slam,Outdoor,Clay,3rd Round,5,Murray A.,Tipsarevic J.,3,64.0,9020,1005.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Retired,1.12,5.5,1.15,5.6,1.1,6.5,1.125,6.0,1.14,5.5
ATP,2009,31,Paris,French Open,2009-05-30,Grand Slam,Outdoor,Clay,3rd Round,5,Haas T.,Chardy J.,63,39.0,1015,1394.0,7.0,5.0,6.0,3.0,4.0,6.0,6.0,4.0,,,3.0,1.0,Completed,2.75,1.4,2.95,1.4,2.75,1.4,3.0,1.364,2.66,1.46
ATP,2009,31,Paris,French Open,2009-05-30,Grand Slam,Outdoor,Clay,3rd Round,5,Roddick A.,Gicquel M.,6,46.0,4220,1205.0,6.0,1.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,1.16,4.5,1.2,4.55,1.2,4.333,1.2,4.5,1.21,4.25
ATP,2009,31,Paris,French Open,2009-05-30,Grand Slam,Outdoor,Clay,3rd Round,5,Monfils G.,Melzer J.,10,26.0,3150,1735.0,6.0,2.0,4.0,6.0,6.0,3.0,6.0,1.0,,,3.0,1.0,Completed,1.28,3.5,1.38,3.05,1.333,3.25,1.33,3.25,1.37,3.03
ATP,2009,31,Paris,French Open,2009-05-30,Grand Slam,Outdoor,Clay,3rd Round,5,Del Potro J.M.,Andreev I.,5,27.0,4830,1680.0,6.0,4.0,7.0,5.0,6.0,4.0,,,,,3.0,0.0,Completed,1.06,8.0,1.1,6.75,1.083,7.0,1.083,7.0,1.09,7.0
ATP,2009,31,Paris,French Open,2009-05-30,Grand Slam,Outdoor,Clay,3rd Round,5,Robredo T.,Gonzalez M.,17,71.0,2370,966.0,4.0,6.0,7.0,5.0,6.0,1.0,6.0,0.0,,,3.0,1.0,Completed,1.22,4.0,1.21,4.45,1.222,4.0,1.22,4.0,1.22,4.1
ATP,2009,31,Paris,French Open,2009-05-30,Grand Slam,Outdoor,Clay,3rd Round,5,Tsonga J.W.,Rochus C.,9,65.0,3330,998.0,6.0,2.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,Completed,1.07,7.5,1.13,6.5,1.1,6.5,1.1,6.5,1.1,6.75
ATP,2009,31,Paris,French Open,2009-05-30,Grand Slam,Outdoor,Clay,3rd Round,5,Kohlschreiber P.,Djokovic N.,31,4.0,1590,8830.0,6.0,4.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,10.0,1.04,12.0,1.04,8.5,1.05,9.0,1.05,10.0,1.04
ATP,2009,31,Paris,French Open,2009-05-30,Grand Slam,Outdoor,Clay,3rd Round,5,Federer R.,Mathieu P.H.,2,35.0,10470,1490.0,4.0,6.0,6.0,1.0,6.0,4.0,6.0,4.0,,,3.0,1.0,Completed,1.03,11.0,1.05,9.5,1.05,8.5,1.05,9.0,1.07,8.0
ATP,2009,31,Paris,French Open,2009-05-31,Grand Slam,Outdoor,Clay,4th Round,5,Gonzalez F.,Hanescu V.,12,33.0,2945,1541.0,6.0,2.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,Completed,1.12,5.5,1.16,5.29,1.167,4.5,1.17,5.0,1.15,5.2
ATP,2009,31,Paris,French Open,2009-05-31,Grand Slam,Outdoor,Clay,4th Round,5,Murray A.,Cilic M.,3,13.0,9020,2670.0,7.0,5.0,7.0,6.0,6.0,1.0,,,,,3.0,0.0,Completed,1.33,3.25,1.4,3.1,1.36,3.0,1.364,3.0,1.34,3.15
ATP,2009,31,Paris,French Open,2009-05-31,Grand Slam,Outdoor,Clay,4th Round,5,Soderling R.,Nadal R.,25,1.0,1775,14960.0,6.0,2.0,6.0,7.0,6.0,4.0,7.0,6.0,,,3.0,1.0,Completed,15.0,1.01,16.0,1.01,17.0,1.01,19.0,1.01,18.0,1.02
ATP,2009,31,Paris,French Open,2009-05-31,Grand Slam,Outdoor,Clay,4th Round,5,Davydenko N.,Verdasco F.,11,8.0,2945,3830.0,6.0,2.0,6.0,2.0,6.0,4.0,,,,,3.0,0.0,Completed,2.62,1.44,2.6,1.5,2.375,1.533,2.75,1.44,2.6,1.47
ATP,2009,31,Paris,French Open,2009-06-01,Grand Slam,Outdoor,Clay,4th Round,5,Federer R.,Haas T.,2,63.0,10470,1015.0,6.0,7.0,5.0,7.0,6.0,4.0,6.0,0.0,6.0,2.0,3.0,2.0,Completed,1.04,10.0,1.05,9.5,1.063,8.0,1.05,9.0,1.05,10.0
ATP,2009,31,Paris,French Open,2009-06-01,Grand Slam,Outdoor,Clay,4th Round,5,Robredo T.,Kohlschreiber P.,17,31.0,2370,1590.0,6.0,4.0,5.0,7.0,7.0,6.0,6.0,2.0,,,3.0,1.0,Completed,1.66,2.1,1.85,1.95,1.833,1.833,1.9,1.9,1.88,1.88
ATP,2009,31,Paris,French Open,2009-06-01,Grand Slam,Outdoor,Clay,4th Round,5,Del Potro J.M.,Tsonga J.W.,5,9.0,4830,3330.0,6.0,1.0,6.0,7.0,6.0,1.0,6.0,4.0,,,3.0,1.0,Completed,1.4,2.75,1.5,2.5,1.5,2.5,1.5,2.625,1.48,2.6
ATP,2009,31,Paris,French Open,2009-06-01,Grand Slam,Outdoor,Clay,4th Round,5,Monfils G.,Roddick A.,10,6.0,3150,4220.0,6.0,4.0,6.0,2.0,6.0,3.0,,,,,3.0,0.0,Completed,1.66,2.1,1.7,2.18,,,1.667,2.2,1.66,2.2
ATP,2009,31,Paris,French Open,2009-06-02,Grand Slam,Outdoor,Clay,Quarterfinals,5,Soderling R.,Davydenko N.,25,11.0,1775,2945.0,6.0,1.0,6.0,3.0,6.0,1.0,,,,,3.0,0.0,Completed,2.75,1.44,2.62,1.5,2.625,1.444,2.75,1.444,2.66,1.46
ATP,2009,31,Paris,French Open,2009-06-02,Grand Slam,Outdoor,Clay,Quarterfinals,5,Gonzalez F.,Murray A.,12,3.0,2945,9020.0,6.0,3.0,3.0,6.0,6.0,0.0,6.0,4.0,,,3.0,1.0,Completed,2.37,1.57,2.3,1.65,2.25,1.571,2.25,1.62,2.3,1.6
ATP,2009,31,Paris,French Open,2009-06-03,Grand Slam,Outdoor,Clay,Quarterfinals,5,Federer R.,Monfils G.,2,10.0,10470,3150.0,7.0,6.0,6.0,2.0,6.0,4.0,,,,,3.0,0.0,Completed,1.28,3.75,1.32,3.4,1.25,3.75,1.25,3.75,1.29,3.5
ATP,2009,31,Paris,French Open,2009-06-03,Grand Slam,Outdoor,Clay,Quarterfinals,5,Del Potro J.M.,Robredo T.,5,17.0,4830,2370.0,6.0,3.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,Completed,1.2,4.5,1.22,4.33,1.2,4.333,1.2,4.5,1.19,4.6
ATP,2009,31,Paris,French Open,2009-06-05,Grand Slam,Outdoor,Clay,Semifinals,5,Soderling R.,Gonzalez F.,25,12.0,1775,2945.0,6.0,3.0,7.0,5.0,5.0,7.0,4.0,6.0,6.0,4.0,3.0,2.0,Completed,2.1,1.72,2.1,1.75,2.1,1.66,2.1,1.727,2.08,1.76
