Tour,Year,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,EXW,EXL,IWW,IWL,PSW,PSL
ATP,2004,30,Paris,French Open,2004-05-28,Grand Slam,Outdoor,Clay,3rd Round,5,Llodra M.,Jeanpierre J.,94.0,181.0,6.0,2.0,6.0,2.0,6,3.0,,,,,3.0,0.0,Completed,1.66,2.1,1.75,2.05,1.75,2.0,1.7,1.8,1.813,2.07
ATP,2004,30,Paris,French Open,2004-05-28,Grand Slam,Outdoor,Clay,3rd Round,5,Henman T.,Blanco G.,9.0,95.0,7.0,6.0,6.0,1.0,6,2.0,,,,,3.0,0.0,Completed,1.25,3.75,1.3,3.4,1.25,3.9,1.15,3.8,1.317,3.65
ATP,2004,30,Paris,French Open,2004-05-28,Grand Slam,Outdoor,Clay,3rd Round,5,Robredo T.,Massu N.,17.0,11.0,6.0,2.0,6.0,0.0,6,3.0,,,,,3.0,0.0,Completed,1.667,2.1,1.6,2.3,1.65,2.2,1.55,2.0,1.658,2.34
ATP,2004,30,Paris,French Open,2004-05-28,Grand Slam,Outdoor,Clay,3rd Round,5,Coria G.,Ancic M.,3.0,73.0,6.0,3.0,6.0,1.0,6,2.0,,,,,3.0,0.0,Completed,1.063,8.0,1.07,8.0,1.07,7.19,1.03,6.0,1.093,9.5
ATP,2004,30,Paris,French Open,2004-05-28,Grand Slam,Outdoor,Clay,3rd Round,5,Moya C.,Sluiter R.,5.0,82.0,6.0,0.0,6.0,3.0,6,4.0,,,,,3.0,0.0,Completed,1.05,9.0,1.06,8.5,1.07,7.19,1.05,5.0,1.056,14.75
ATP,2004,30,Paris,French Open,2004-05-28,Grand Slam,Outdoor,Clay,3rd Round,5,Mutis O.,Santoro F.,125.0,58.0,6.0,0.0,6.0,2.0,6,3.0,,,,,3.0,0.0,Completed,2.0,1.727,1.95,1.83,1.95,1.8,1.75,1.75,2.0,1.862
ATP,2004,30,Paris,French Open,2004-05-29,Grand Slam,Outdoor,Clay,3rd Round,5,Gaudio G.,Enqvist T.,44.0,65.0,6.0,0.0,6.0,4.0,6,7.0,6.0,4.0,,,3.0,1.0,Completed,1.2,4.333,1.16,5.0,1.17,4.67,1.2,3.3,1.167,5.65
ATP,2004,30,Paris,French Open,2004-05-29,Grand Slam,Outdoor,Clay,3rd Round,5,Kuerten G.,Federer R.,30.0,1.0,6.0,4.0,6.0,4.0,6,4.0,,,,,3.0,0.0,Completed,4.5,1.167,4.65,1.18,3.89,1.23,3.8,1.15,4.7,1.222
ATP,2004,30,Paris,French Open,2004-05-29,Grand Slam,Outdoor,Clay,3rd Round,5,Andreev I.,Benneteau J.,77.0,92.0,7.0,6.0,7.0,6.0,6,3.0,,,,,3.0,0.0,Completed,1.909,1.8,2.0,1.76,1.87,1.87,1.8,1.7,1.926,1.926
ATP,2004,30,Paris,French Open,2004-05-29,Grand Slam,Outdoor,Clay,3rd Round,5,Lopez F.,Lee H.T.,25.0,123.0,7.0,6.0,4.0,6.0,6,0.0,6.0,3.0,,,3.0,1.0,Completed,1.286,3.5,1.28,3.5,1.35,3.1,1.3,2.7,1.357,3.4
ATP,2004,30,Paris,French Open,2004-05-29,Grand Slam,Outdoor,Clay,3rd Round,5,Nalbandian D.,Koubek S.,8.0,96.0,6.0,7.0,6.0,3.0,7,6.0,7.0,5.0,,,3.0,1.0,Completed,1.125,5.5,1.1,6.5,1.15,5.2,1.1,4.5,1.138,6.65
ATP,2004,30,Paris,French Open,2004-05-29,Grand Slam,Outdoor,Clay,3rd Round,5,Hewitt L.,Verkerk M.,12.0,19.0,6.0,2.0,3.0,6.0,4,6.0,6.0,2.0,6.0,0.0,3.0,2.0,Completed,1.4,2.75,1.42,2.8,1.4,2.85,1.45,2.2,1.488,2.82
ATP,2004,30,Paris,French Open,2004-05-29,Grand Slam,Outdoor,Clay,3rd Round,5,Safin M.,Starace P.,20.0,202.0,6.0,7.0,6.0,4.0,3,6.0,7.0,5.0,7.0,5.0,3.0,2.0,Completed,1.14,5.0,1.18,4.65,1.17,4.67,1.15,3.8,1.208,4.9
ATP,2004,30,Paris,French Open,2004-05-30,Grand Slam,Outdoor,Clay,3rd Round,5,Malisse X.,Costa A.,54.0,29.0,6.0,4.0,2.0,6.0,4,6.0,7.0,6.0,8.0,6.0,3.0,2.0,Completed,3.0,1.364,3.2,1.32,2.85,1.4,2.3,1.4,3.6,1.328
ATP,2004,30,Paris,French Open,2004-05-30,Grand Slam,Outdoor,Clay,4th Round,5,Chela J.I.,Mutis O.,23.0,125.0,4.0,6.0,6.0,2.0,7,6.0,6.0,2.0,,,3.0,1.0,Completed,1.25,3.75,1.3,3.5,1.4,2.85,1.35,2.5,1.37,3.3
ATP,2004,30,Paris,French Open,2004-05-30,Grand Slam,Outdoor,Clay,4th Round,5,Henman T.,Llodra M.,9.0,94.0,6.0,7.0,4.0,6.0,6,4.0,6.0,3.0,9.0,7.0,3.0,2.0,Completed,1.222,4.0,1.28,3.65,1.28,3.46,1.4,2.3,1.313,3.7
ATP,2004,30,Paris,French Open,2004-05-30,Grand Slam,Outdoor,Clay,4th Round,5,Coria G.,Escude N.,3.0,76.0,6.0,0.0,,,,,,,,,1.0,0.0,Retired,1.071,7.5,1.08,7.75,1.1,6.75,1.1,4.5,1.085,9.75
ATP,2004,30,Paris,French Open,2004-05-30,Grand Slam,Outdoor,Clay,4th Round,5,Moya C.,Robredo T.,5.0,17.0,7.0,6.0,6.0,4.0,6,2.0,,,,,3.0,0.0,Completed,1.25,3.75,1.28,3.65,1.28,3.46,1.3,2.7,1.308,3.75
ATP,2004,30,Paris,French Open,2004-05-31,Grand Slam,Outdoor,Clay,4th Round,5,Kuerten G.,Lopez F.,30.0,25.0,6.0,3.0,7.0,5.0,6,4.0,,,,,3.0,0.0,Completed,1.286,3.5,1.25,3.8,1.28,3.46,1.3,2.7,1.317,3.65
ATP,2004,30,Paris,French Open,2004-05-31,Grand Slam,Outdoor,Clay,4th Round,5,Gaudio G.,Andreev I.,44.0,77.0,6.0,4.0,7.0,5.0,6,3.0,,,,,3.0,0.0,Completed,1.3,3.4,1.3,3.4,1.37,2.92,1.3,2.7,1.37,3.35
ATP,2004,30,Paris,French Open,2004-05-31,Grand Slam,Outdoor,Clay,4th Round,5,Hewitt L.,Malisse X.,12.0,54.0,7.0,5.0,6.0,2.0,7,6.0,,,,,3.0,0.0,Completed,1.364,3.0,1.4,2.85,1.42,2.75,1.45,2.2,1.444,3.0
ATP,2004,30,Paris,French Open,2004-05-31,Grand Slam,Outdoor,Clay,4th Round,5,Nalbandian D.,Safin M.,8.0,20.0,7.0,5.0,6.0,4.0,6,7.0,6.0,3.0,,,3.0,1.0,Completed,1.667,2.1,1.6,2.3,1.6,2.4,1.55,2.0,1.617,2.42
ATP,2004,30,Paris,French Open,2004-06-01,Grand Slam,Outdoor,Clay,Quarterfinals,5,Coria G.,Moya C.,3.0,5.0,7.0,5.0,7.0,6.0,6,3.0,,,,,3.0,0.0,Completed,1.444,2.75,1.48,2.65,1.51,2.57,1.55,2.0,1.529,2.69
ATP,2004,30,Paris,French Open,2004-06-01,Grand Slam,Outdoor,Clay,Quarterfinals,5,Henman T.,Chela J.I.,9.0,23.0,6.0,2.0,6.0,4.0,6,4.0,,,,,3.0,0.0,Completed,2.75,1.444,2.65,1.48,2.72,1.47,1.9,1.6,3.16,1.408
ATP,2004,30,Paris,French Open,2004-06-02,Grand Slam,Outdoor,Clay,Quarterfinals,5,Gaudio G.,Hewitt L.,44.0,12.0,6.0,3.0,6.0,2.0,6,2.0,,,,,3.0,0.0,Completed,2.1,1.727,2.1,1.73,2.07,1.76,1.75,1.85,2.1,1.794
ATP,2004,30,Paris,French Open,2004-06-02,Grand Slam,Outdoor,Clay,Quarterfinals,5,Nalbandian D.,Kuerten G.,8.0,30.0,6.0,2.0,3.0,6.0,6,4.0,7.0,6.0,,,3.0,1.0,Completed,1.8,2.0,1.88,1.92,1.8,2.03,1.85,1.75,1.877,1.98
ATP,2004,30,Paris,French Open,2004-06-04,Grand Slam,Outdoor,Clay,Semifinals,5,Gaudio G.,Nalbandian D.,44.0,8.0,6.0,3.0,7.0,6.0,6,0.0,,,,,3.0,0.0,Completed,2.375,1.533,2.45,1.55,2.4,1.6,2.1,1.55,2.54,1.575
ATP,2004,30,Paris,French Open,2004-06-04,Grand Slam,Outdoor,Clay,Semifinals,5,Coria G.,Henman T.,3.0,9.0,3.0,6.0,6.0,4.0,6,0.0,7.0,5.0,,,3.0,1.0,Completed,1.143,5.0,1.15,5.5,1.16,5.66,1.15,4.0,1.16,5.85
ATP,2004,30,Paris,French Open,2004-06-06,Grand Slam,Outdoor,Clay,The Final,5,Gaudio G.,Coria G.,44.0,3.0,0.0,6.0,3.0,6.0,6,4.0,6.0,1.0,8.0,6.0,3.0,2.0,Completed,4.0,1.25,3.75,1.25,3.63,1.34,,,3.65,1.323
ATP,2004,35,London,Wimbledon,2004-06-21,Grand Slam,Outdoor,Grass,1st Round,5,Santoro F.,Martin A.,53.0,61.0,7.0,5.0,6.0,2.0,3,6.0,6.0,2.0,,,3.0,1.0,Completed,1.4,2.75,1.5,2.5,1.45,2.6,1.4,2.3,1.535,2.67
ATP,2004,35,London,Wimbledon,2004-06-21,Grand Slam,Outdoor,Grass,1st Round,5,Ginepri R.,Tipsarevic J.,34.0,136.0,4.0,6.0,7.0,5.0,6,3.0,6.0,3.0,,,3.0,1.0,Completed,1.4,2.75,1.45,2.65,1.53,2.4,1.5,2.1,1.552,2.61
ATP,2004,35,London,Wimbledon,2004-06-21,Grand Slam,Outdoor,Grass,1st Round,5,Verdasco F.,Weiner G.,40.0,141.0,6.0,4.0,6.0,4.0,6,4.0,,,,,3.0,0.0,Completed,1.333,3.25,1.3,3.4,1.35,3.1,1.3,2.7,1.392,3.2
ATP,2004,35,London,Wimbledon,2004-06-21,Grand Slam,Outdoor,Grass,1st Round,5,Falla A.,Knowle J.,138.0,209.0,2.0,6.0,6.0,3.0,6,1.0,6.0,3.0,,,3.0,1.0,Completed,2.1,1.66,2.2,1.65,2.12,1.67,2.2,1.45,2.35,1.645
ATP,2004,35,London,Wimbledon,2004-06-21,Grand Slam,Outdoor,Grass,1st Round,5,Koubek S.,Acasuso J.,95.0,97.0,4.0,6.0,6.0,4.0,6,1.0,6.0,1.0,,,3.0,1.0,Completed,1.333,3.25,1.35,3.1,1.3,3.35,1.3,2.7,1.345,3.5
ATP,2004,35,London,Wimbledon,2004-06-21,Grand Slam,Outdoor,Grass,1st Round,5,Bjorkman J.,Sluiter R.,27.0,79.0,5.0,7.0,6.0,1.0,7,5.0,6.0,1.0,,,3.0,1.0,Completed,1.571,2.25,1.67,2.15,1.7,2.1,1.5,2.1,1.735,2.16
ATP,2004,35,London,Wimbledon,2004-06-21,Grand Slam,Outdoor,Grass,1st Round,5,Johansson T.,Kiefer N.,123.0,33.0,4.0,6.0,4.0,6.0,6,4.0,6.0,3.0,6.0,0.0,3.0,2.0,Completed,1.667,2.1,1.67,2.15,1.7,2.1,1.6,1.9,1.741,2.15
ATP,2004,35,London,Wimbledon,2004-06-21,Grand Slam,Outdoor,Grass,1st Round,5,Elseneer G.,Parmar A.,99.0,162.0,7.0,6.0,7.0,6.0,7,6.0,,,,,3.0,0.0,Completed,1.571,2.25,1.6,2.3,1.67,2.12,1.55,2.0,1.625,2.4
ATP,2004,35,London,Wimbledon,2004-06-21,Grand Slam,Outdoor,Grass,1st Round,5,Karlovic I.,Srichaphan P.,62.0,14.0,3.0,6.0,6.0,4.0,6,4.0,6.0,4.0,,,3.0,1.0,Completed,2.5,1.5,2.35,1.57,2.35,1.55,2.2,1.45,2.56,1.568
ATP,2004,35,London,Wimbledon,2004-06-21,Grand Slam,Outdoor,Grass,1st Round,5,Federer R.,Bogdanovic A.,1.0,295.0,6.0,3.0,6.0,3.0,6,0.0,,,,,3.0,0.0,Completed,1.015,12.0,1.03,11.0,1.03,10.5,1.02,7.0,1.024,28.5
ATP,2004,35,London,Wimbledon,2004-06-21,Grand Slam,Outdoor,Grass,1st Round,5,Hewitt L.,Melzer J.,10.0,42.0,6.0,2.0,6.0,4.0,6,2.0,,,,,3.0,0.0,Completed,1.083,7.0,1.11,6.0,1.1,5.85,1.15,3.8,1.148,6.25
ATP,2004,35,London,Wimbledon,2004-06-21,Grand Slam,Outdoor,Grass,1st Round,5,Ferrero J.C.,Boutter J.,5.0,488.0,6.0,4.0,7.0,6.0,6,3.0,,,,,3.0,0.0,Completed,1.167,4.5,1.2,4.25,1.15,4.92,1.25,3.0,1.23,4.65
ATP,2004,35,London,Wimbledon,2004-06-21,Grand Slam,Outdoor,Grass,1st Round,5,Grosjean S.,Ascione T.,13.0,86.0,6.0,4.0,6.0,2.0,6,4.0,,,,,3.0,0.0,Completed,1.063,7.5,1.06,8.0,1.05,7.75,1.05,5.0,1.074,11.0
ATP,2004,35,London,Wimbledon,2004-06-21,Grand Slam,Outdoor,Grass,1st Round,5,Bracciali D.,Hernych J.,218.0,118.0,3.0,6.0,4.0,6.0,6,2.0,6.0,3.0,6.0,3.0,3.0,2.0,Completed,2.75,1.4,2.65,1.45,2.6,1.45,2.3,1.4,2.9,1.465
ATP,2004,35,London,Wimbledon,2004-06-21,Grand Slam,Outdoor,Grass,1st Round,5,Carraz G.,Rochus O.,69.0,74.0,7.0,6.0,6.0,4.0,6,4.0,,,,,3.0,0.0,Completed,2.25,1.571,2.5,1.5,2.45,1.5,2.2,1.45,2.88,1.469
ATP,2004,35,London,Wimbledon,2004-06-21,Grand Slam,Outdoor,Grass,1st Round,5,Stepanek R.,Corretja A.,67.0,85.0,4.0,6.0,6.0,3.0,6,2.0,5.0,7.0,6.0,4.0,3.0,2.0,Completed,1.25,3.75,1.22,4.0,1.28,3.46,1.15,3.8,1.227,4.7
ATP,2004,35,London,Wimbledon,2004-06-21,Grand Slam,Outdoor,Grass,1st Round,5,Ivanisevic G.,Youzhny M.,415.0,35.0,6.0,3.0,7.0,6.0,6,2.0,,,,,3.0,0.0,Completed,2.625,1.444,2.65,1.45,2.34,1.56,2.1,1.5,2.75,1.5
ATP,2004,35,London,Wimbledon,2004-06-21,Grand Slam,Outdoor,Grass,1st Round,5,Volandri F.,Delgado J.,52.0,301.0,6.0,1.0,6.0,3.0,6,3.0,,,,,3.0,0.0,Completed,2.75,1.4,3.0,1.36,2.6,1.45,2.7,1.3,2.95,1.444
ATP,2004,35,London,Wimbledon,2004-06-22,Grand Slam,Outdoor,Grass,1st Round,5,Ferreira W.,Ljubicic I.,82.0,29.0,5.0,7.0,7.0,6.0,7,5.0,6.0,2.0,,,3.0,1.0,Completed,1.909,1.8,2.0,1.76,2.1,1.7,1.9,1.6,2.06,1.794
ATP,2004,35,London,Wimbledon,2004-06-22,Grand Slam,Outdoor,Grass,1st Round,5,Sargsian S.,Lopez M.,48.0,120.0,6.0,4.0,6.0,3.0,4,6.0,6.0,2.0,,,3.0,1.0,Completed,1.167,4.5,1.18,4.6,,,1.2,3.3,1.244,4.45
ATP,2004,35,London,Wimbledon,2004-06-22,Grand Slam,Outdoor,Grass,1st Round,5,Lu Y.H.,Vacek J.,101.0,133.0,6.0,3.0,4.0,6.0,6,3.0,6.0,2.0,,,3.0,1.0,Completed,2.1,1.667,2.1,1.7,1.97,1.78,1.9,1.6,2.07,1.787
ATP,2004,35,London,Wimbledon,2004-06-22,Grand Slam,Outdoor,Grass,1st Round,5,Johansson J.,Clement A.,43.0,47.0,6.0,2.0,7.0,6.0,7,6.0,,,,,3.0,0.0,Completed,2.75,1.4,2.65,1.45,2.6,1.45,2.5,1.35,2.69,1.529
ATP,2004,35,London,Wimbledon,2004-06-22,Grand Slam,Outdoor,Grass,1st Round,5,Lopez F.,Bloomfield R.,22.0,529.0,6.0,4.0,6.0,2.0,7,5.0,,,,,3.0,0.0,Completed,1.063,8.0,1.1,6.5,1.1,6.75,1.05,5.0,1.118,7.75
ATP,2004,35,London,Wimbledon,2004-06-22,Grand Slam,Outdoor,Grass,1st Round,5,Saulnier C.,Llodra M.,83.0,50.0,7.0,5.0,4.0,6.0,7,6.0,7.0,6.0,,,3.0,1.0,Completed,3.0,1.364,3.0,1.36,2.92,1.37,2.5,1.35,3.1,1.408
ATP,2004,35,London,Wimbledon,2004-06-22,Grand Slam,Outdoor,Grass,1st Round,5,Kucera K.,Hernandez O.,76.0,88.0,6.0,1.0,6.0,2.0,6,2.0,,,,,3.0,0.0,Completed,1.083,7.0,1.08,7.0,1.07,7.19,1.03,6.0,1.083,10.0
ATP,2004,35,London,Wimbledon,2004-06-22,Grand Slam,Outdoor,Grass,1st Round,5,Tursunov D.,Safin M.,70.0,15.0,4.0,6.0,7.0,5.0,6,3.0,7.0,6.0,,,3.0,1.0,Completed,6.0,1.111,5.5,1.13,6.25,1.1,4.5,1.1,7.65,1.114
ATP,2004,35,London,Wimbledon,2004-06-22,Grand Slam,Outdoor,Grass,1st Round,5,Fish M.,Navarro-Pastor I.,20.0,228.0,6.0,3.0,6.0,2.0,6,3.0,,,,,3.0,0.0,Completed,1.08,7.0,1.08,7.0,1.05,7.75,1.1,4.5,1.082,10.25
ATP,2004,35,London,Wimbledon,2004-06-22,Grand Slam,Outdoor,Grass,1st Round,5,Mayer F.,Arthurs W.,66.0,96.0,7.0,6.0,7.0,6.0,7,6.0,,,,,3.0,0.0,Completed,2.375,1.533,2.65,1.45,2.6,1.46,2.5,1.35,2.63,1.546
ATP,2004,35,London,Wimbledon,2004-06-22,Grand Slam,Outdoor,Grass,1st Round,5,Henman T.,Ramirez-Hidalgo R.,6.0,89.0,4.0,6.0,7.0,6.0,6,4.0,6.0,2.0,,,3.0,1.0,Completed,1.01,13.0,1.02,12.0,1.04,9.25,1.02,6.0,1.025,28.5
ATP,2004,35,London,Wimbledon,2004-06-22,Grand Slam,Outdoor,Grass,1st Round,5,Labadze I.,Vliegen K.,45.0,107.0,6.0,2.0,6.0,4.0,3,6.0,6.0,2.0,,,3.0,1.0,Completed,1.5,2.5,,,,,1.6,1.9,1.606,2.45
ATP,2004,35,London,Wimbledon,2004-06-22,Grand Slam,Outdoor,Grass,1st Round,5,Gambill J.M.,Mirnyi M.,84.0,28.0,6.0,3.0,7.0,5.0,6,4.0,,,,,3.0,0.0,Completed,2.1,1.667,2.15,1.67,2.1,1.7,1.9,1.6,2.1,1.769
ATP,2004,35,London,Wimbledon,2004-06-22,Grand Slam,Outdoor,Grass,1st Round,5,Philippoussis M.,Rochus C.,17.0,122.0,6.0,3.0,6.0,4.0,6,2.0,,,,,3.0,0.0,Completed,1.167,4.5,1.25,3.75,1.2,4.25,1.15,3.8,1.23,4.7
ATP,2004,35,London,Wimbledon,2004-06-22,Grand Slam,Outdoor,Grass,1st Round,5,Peya A.,Salzenstein J.,128.0,109.0,6.0,2.0,6.0,4.0,6,2.0,,,,,3.0,0.0,Completed,1.667,2.1,1.65,2.2,1.65,2.15,1.55,2.0,1.699,2.23
ATP,2004,35,London,Wimbledon,2004-06-22,Grand Slam,Outdoor,Grass,1st Round,5,Heuberger I.,Saretta F.,137.0,68.0,5.0,7.0,6.0,0.0,6,1.0,7.0,6.0,,,3.0,1.0,Completed,2.25,1.571,2.1,1.7,2.2,1.65,1.75,1.75,2.41,1.621
ATP,2004,35,London,Wimbledon,2004-06-22,Grand Slam,Outdoor,Grass,1st Round,5,Malisse X.,Novak J.,51.0,16.0,6.0,3.0,6.0,4.0,6,4.0,,,,,3.0,0.0,Completed,2.5,1.5,2.55,1.48,2.6,1.45,2.7,1.3,2.95,1.455
ATP,2004,35,London,Wimbledon,2004-06-22,Grand Slam,Outdoor,Grass,1st Round,5,Verkerk M.,Davydenko N.,56.0,59.0,4.0,6.0,6.0,3.0,6,4.0,7.0,5.0,,,3.0,1.0,Completed,1.364,3.0,1.36,3.0,1.4,2.85,1.35,2.5,1.435,3.0
ATP,2004,35,London,Wimbledon,2004-06-22,Grand Slam,Outdoor,Grass,1st Round,5,Moya C.,Patience O.,7.0,93.0,6.0,4.0,3.0,6.0,7,5.0,6.0,7.0,6.0,1.0,3.0,2.0,Completed,1.333,3.25,1.33,3.2,1.3,3.35,1.3,2.7,1.351,3.45
ATP,2004,35,London,Wimbledon,2004-06-22,Grand Slam,Outdoor,Grass,1st Round,5,Arazi H.,Sa A.,39.0,255.0,6.0,1.0,6.0,4.0,6,2.0,,,,,3.0,0.0,Completed,1.533,2.375,1.57,2.35,1.65,2.15,1.6,1.9,1.68,2.27
ATP,2004,35,London,Wimbledon,2004-06-22,Grand Slam,Outdoor,Grass,1st Round,5,Montanes A.,Ulihrach B.,78.0,116.0,6.0,4.0,6.0,2.0,6,3.0,,,,,3.0,0.0,Completed,2.2,1.615,2.25,1.6,2.15,1.65,2.3,1.4,2.24,1.694
ATP,2004,35,London,Wimbledon,2004-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Enqvist T.,Blanco G.,57.0,102.0,4.0,6.0,7.0,6.0,6,4.0,7.0,6.0,,,3.0,1.0,Completed,1.111,6.0,1.08,7.0,1.09,6.68,1.05,5.0,1.105,8.25
ATP,2004,35,London,Wimbledon,2004-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Dent T.,Delgado R.,31.0,200.0,6.0,2.0,6.0,3.0,6,4.0,,,,,3.0,0.0,Completed,1.286,3.5,1.28,3.5,1.35,3.1,1.4,2.3,1.328,3.6
ATP,2004,35,London,Wimbledon,2004-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Spadea V.,Reid T.,30.0,134.0,6.0,2.0,6.0,4.0,6,2.0,,,,,3.0,0.0,Completed,1.615,2.2,1.67,2.15,1.61,2.23,1.45,2.2,1.763,2.11
ATP,2004,35,London,Wimbledon,2004-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Ferrer D.,Hanescu V.,49.0,75.0,7.0,6.0,6.0,4.0,6,7.0,7.0,5.0,,,3.0,1.0,Completed,3.5,1.286,3.75,1.25,3.35,1.3,2.5,1.35,3.45,1.351
ATP,2004,35,London,Wimbledon,2004-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Popp A.,Massu N.,90.0,12.0,6.0,2.0,6.0,4.0,6,4.0,,,,,3.0,0.0,Completed,1.571,2.25,1.5,2.5,1.51,2.46,1.4,2.3,1.513,2.72
ATP,2004,35,London,Wimbledon,2004-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Schuettler R.,Soderling R.,8.0,37.0,4.0,6.0,6.0,3.0,7,6.0,1.0,6.0,6.0,2.0,3.0,2.0,Completed,1.571,2.25,1.57,2.35,1.5,2.45,1.45,2.2,1.641,2.36
ATP,2004,35,London,Wimbledon,2004-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Haas T.,Dupuis A.,100.0,92.0,2.0,6.0,2.0,6.0,7,6.0,6.0,4.0,8.0,6.0,3.0,2.0,Completed,1.286,3.5,1.3,3.35,1.34,3.12,1.25,3.0,1.345,3.5
ATP,2004,35,London,Wimbledon,2004-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Robredo T.,Starace P.,19.0,131.0,6.0,4.0,6.0,4.0,6,4.0,,,,,3.0,0.0,Completed,1.16,4.5,1.15,5.0,1.15,5.2,1.2,3.3,1.217,4.85
ATP,2004,35,London,Wimbledon,2004-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Pescosolido S.,van Scheppingen D.,143.0,87.0,4.0,6.0,4.0,6.0,6,4.0,7.0,6.0,10.0,8.0,3.0,2.0,Completed,1.727,2.0,1.5,1.5,,,1.45,2.2,1.781,2.08
ATP,2004,35,London,Wimbledon,2004-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Schalken S.,Childs L.,23.0,251.0,6.0,2.0,6.0,1.0,6,3.0,,,,,3.0,0.0,Completed,1.125,5.5,1.12,5.6,1.13,5.5,1.1,4.5,1.157,5.85
ATP,2004,35,London,Wimbledon,2004-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Martin T.,Canas G.,72.0,73.0,4.0,6.0,6.0,3.0,7,6.0,4.0,6.0,9.0,7.0,3.0,2.0,Completed,1.571,2.25,1.6,2.3,1.65,2.15,1.6,1.9,1.599,2.47
ATP,2004,35,London,Wimbledon,2004-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Hilton M.,Costa A.,479.0,55.0,6.0,1.0,6.0,4.0,6,3.0,,,,,3.0,0.0,Completed,2.5,1.5,2.65,1.45,2.45,1.5,2.2,1.45,2.74,1.508
ATP,2004,35,London,Wimbledon,2004-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Hrbaty D.,Sanchez D.,25.0,54.0,6.0,2.0,6.0,4.0,6,2.0,,,,,3.0,0.0,Completed,1.5,2.5,1.45,2.6,1.46,2.6,1.45,2.2,1.559,2.59
ATP,2004,35,London,Wimbledon,2004-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Pavel A.,Ram A.,21.0,364.0,6.0,3.0,7.0,5.0,7,6.0,,,,,3.0,0.0,Completed,1.364,3.0,1.36,3.0,1.32,3.22,1.35,2.5,1.392,3.2
ATP,2004,35,London,Wimbledon,2004-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Carlsen K.,Gasquet R.,103.0,105.0,3.0,6.0,7.0,6.0,7,6.0,6.0,7.0,6.0,4.0,3.0,2.0,Completed,2.0,1.727,2.0,1.76,1.99,1.76,1.75,1.75,2.07,1.787
ATP,2004,35,London,Wimbledon,2004-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Beck K.,Marray J.,71.0,238.0,6.0,4.0,6.0,7.0,4,6.0,6.0,3.0,10.0,8.0,3.0,2.0,Completed,1.444,2.625,1.45,2.65,1.45,2.6,1.3,2.7,1.488,2.8
ATP,2004,35,London,Wimbledon,2004-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Benneteau J.,Berdych T.,80.0,65.0,6.0,3.0,7.0,5.0,6,4.0,,,,,3.0,0.0,Completed,1.533,2.375,1.45,2.6,1.53,2.4,1.5,2.1,1.613,2.43
ATP,2004,35,London,Wimbledon,2004-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Ancic M.,Horna L.,63.0,36.0,6.0,7.0,6.0,4.0,6,3.0,6.0,4.0,,,3.0,1.0,Completed,1.083,7.0,1.08,7.0,1.06,7.79,1.03,5.5,1.121,7.3
ATP,2004,35,London,Wimbledon,2004-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Gonzalez F.,Vassallo-Arguello M.,26.0,108.0,6.0,4.0,6.0,2.0,6,4.0,,,,,3.0,0.0,Completed,1.12,5.5,1.13,5.5,1.15,5.2,1.15,3.8,1.138,6.5
ATP,2004,35,London,Wimbledon,2004-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Mantilla F.,Pless K.,127.0,634.0,7.0,6.0,4.0,6.0,7,5.0,6.0,1.0,,,3.0,1.0,Completed,1.533,2.375,1.6,2.3,1.65,2.15,1.6,1.9,1.667,2.3
ATP,2004,35,London,Wimbledon,2004-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Roddick A.,Wang Y.T.,2.0,181.0,6.0,3.0,7.0,5.0,6,4.0,,,,,3.0,0.0,Completed,1.01,13.0,1.02,12.0,1.04,9.25,1.03,5.5,1.022,33.5
ATP,2004,35,London,Wimbledon,2004-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Chela J.I.,Burgsmuller L.,18.0,94.0,6.0,4.0,4.0,6.0,6,0.0,6.0,2.0,,,3.0,1.0,Completed,1.727,2.0,1.8,1.95,1.85,1.9,1.75,1.75,1.794,2.06
