Tour,Year,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,EXW,EXL,IWW,IWL,PSW,PSL
ATP,2004,50,New York,US Open,2004-09-06,Grand Slam,Outdoor,Hard,4th Round,5,Agassi A.,Sargsian S.,7.0,54.0,6.0,3.0,6.0,2.0,6,2.0,,,,,3.0,0.0,Completed,1.05,9.0,1.06,9.0,1.05,8.5,1.1,4.5,1.091,9.5
ATP,2004,50,New York,US Open,2004-09-07,Grand Slam,Outdoor,Hard,4th Round,5,Federer R.,Pavel A.,1.0,18.0,,,,,,,,,,,,,Walkover,1.04,9.0,1.06,9.0,1.05,8.5,1.1,4.5,1.05,16.0
ATP,2004,50,New York,US Open,2004-09-07,Grand Slam,Outdoor,Hard,4th Round,5,Hewitt L.,Beck K.,5.0,72.0,6.0,4.0,6.0,2.0,6,2.0,,,,,3.0,0.0,Completed,1.063,8.0,1.06,9.0,1.07,7.19,1.05,6.0,1.08,10.5
ATP,2004,50,New York,US Open,2004-09-07,Grand Slam,Outdoor,Hard,4th Round,5,Haas T.,Berdych T.,45.0,68.0,7.0,6.0,6.0,1.0,7,5.0,,,,,3.0,0.0,Completed,1.286,3.5,1.28,3.65,1.25,3.9,1.25,3.2,1.311,3.72
ATP,2004,50,New York,US Open,2004-09-08,Grand Slam,Outdoor,Hard,4th Round,5,Johansson J.,Llodra M.,30.0,56.0,6.0,2.0,6.0,3.0,6,2.0,,,,,3.0,0.0,Completed,1.4,2.75,1.4,2.95,1.48,2.53,1.4,2.5,1.452,2.91
ATP,2004,50,New York,US Open,2004-09-08,Grand Slam,Outdoor,Hard,4th Round,5,Roddick A.,Robredo T.,2.0,19.0,6.0,3.0,6.0,2.0,6,4.0,,,,,3.0,0.0,Completed,1.063,8.0,1.06,9.0,1.07,7.19,1.05,6.0,,
ATP,2004,50,New York,US Open,2004-09-09,Grand Slam,Outdoor,Hard,Quarterfinals,5,Federer R.,Agassi A.,1.0,7.0,6.0,3.0,2.0,6.0,7,5.0,3.0,6.0,6.0,3.0,3.0,2.0,Completed,1.36,3.0,1.38,3.05,1.4,2.85,1.45,2.35,1.238,4.6
ATP,2004,50,New York,US Open,2004-09-09,Grand Slam,Outdoor,Hard,Quarterfinals,5,Henman T.,Hrbaty D.,6.0,23.0,6.0,1.0,7.0,5.0,5,7.0,6.0,2.0,,,3.0,1.0,Completed,1.44,2.62,1.48,2.65,1.45,2.6,1.5,2.2,1.103,8.5
ATP,2004,50,New York,US Open,2004-09-09,Grand Slam,Outdoor,Hard,Quarterfinals,5,Hewitt L.,Haas T.,5.0,45.0,6.0,2.0,6.0,2.0,6,2.0,,,,,3.0,0.0,Completed,1.36,3.0,1.3,3.5,1.34,3.31,1.3,2.9,1.382,3.26
ATP,2004,50,New York,US Open,2004-09-10,Grand Slam,Outdoor,Hard,Quarterfinals,5,Johansson J.,Roddick A.,30.0,2.0,6.0,4.0,6.0,4.0,3,6.0,2.0,6.0,6.0,4.0,3.0,2.0,Completed,7.0,1.08,5.75,1.14,6.75,1.1,4.0,1.15,8.1,1.114
ATP,2004,50,New York,US Open,2004-09-11,Grand Slam,Outdoor,Hard,Semifinals,5,Hewitt L.,Johansson J.,5.0,30.0,6.0,4.0,7.0,5.0,6,3.0,,,,,3.0,0.0,Completed,1.2,4.5,1.22,4.25,1.25,3.65,1.2,3.6,1.299,3.9
ATP,2004,50,New York,US Open,2004-09-11,Grand Slam,Outdoor,Hard,Semifinals,5,Federer R.,Henman T.,1.0,6.0,6.0,3.0,6.0,4.0,6,4.0,,,,,3.0,0.0,Completed,1.22,4.33,1.18,4.7,1.25,4.2,1.2,3.6,1.208,5.2
ATP,2004,50,New York,US Open,2004-09-12,Grand Slam,Outdoor,Hard,The Final,5,Federer R.,Hewitt L.,1.0,5.0,6.0,0.0,7.0,6.0,6,0.0,,,,,3.0,0.0,Completed,1.36,3.2,1.36,3.0,1.4,3.18,1.4,2.5,1.394,3.24
